date,bond20_03,index300
6/1/2015,100.5685,5076.179
6/2/2015,100.5478,5161.87
6/3/2015,100.6071,5143.59
6/4/2015,100.6264,5181.416
6/5/2015,100.7358,5230.552
6/8/2015,100.7437,5353.751
6/9/2015,100.753,5317.461
6/10/2015,100.7423,5309.112
6/11/2015,100.7016,5306.59
6/12/2015,100.721,5335.1151
6/15/2015,100.5889,5221.1665
6/16/2015,100.6882,5064.8212
6/17/2015,100.6675,5138.8307
6/18/2015,100.6468,4930.5491
6/19/2015,100.7062,4637.0517
6/23/2015,100.7134,4786.0906
6/24/2015,100.8027,4880.1261
6/25/2015,100.8821,4706.5159
6/26/2015,100.8514,4336.1947
6/29/2015,100.7793,4191.5486
6/30/2015,100.9986,4472.9976
7/1/2015,100.9379,4253.021
7/2/2015,100.8473,4107.9961
7/3/2015,100.8166,3885.9169
7/6/2015,100.9645,3998.537
7/7/2015,101.6138,3928.0025
7/8/2015,101.3732,3663.0375
7/9/2015,101.0925,3897.6263
7/10/2015,100.9418,4106.5561
7/13/2015,100.9797,4211.8116
7/14/2015,101.009,4112.1488
7/15/2015,100.9784,3966.7585
7/16/2015,100.9977,3997.3555
7/17/2015,101.167,4151.4956
7/20/2015,101.1849,4160.612
7/21/2015,101.2942,4166.0057
7/22/2015,101.2736,4157.1604
7/23/2015,101.3129,4250.805
7/24/2015,101.3722,4176.2787
7/27/2015,101.3101,3818.7314
7/28/2015,101.3195,3811.0926
7/29/2015,101.4088,3930.3791
7/30/2015,101.4181,3815.4118
7/31/2015,101.4074,3816.6993
8/3/2015,101.4453,3829.2354
8/4/2015,101.4947,3948.1554
8/5/2015,101.514,3866.8998
8/6/2015,101.5633,3831.8516
8/7/2015,101.6926,3906.9448
8/10/2015,101.6205,4084.3646
8/11/2015,101.4799,4066.6692
8/12/2015,101.2792,4016.1262
8/13/2015,101.3285,4075.463
8/14/2015,101.4478,4073.54
8/17/2015,101.4058,4077.8721
8/18/2015,101.4051,3825.4122
8/19/2015,101.4444,3886.1357
8/20/2015,101.5537,3761.4541
8/21/2015,101.623,3589.5358
8/24/2015,101.651,3275.5342
8/25/2015,101.5403,3042.9266
8/26/2015,101.6696,3025.692
8/27/2015,101.7789,3205.6375
8/28/2015,101.7382,3342.2863
8/31/2015,101.9662,3366.5359
9/1/2015,102.1355,3362.0827
9/2/2015,102.1948,3365.8318
9/7/2015,102.2914,3250.485
9/8/2015,102.2007,3334.0233
9/9/2015,102.14,3399.3054
9/10/2015,102.1693,3357.561
9/11/2015,102.2086,3347.1878
9/14/2015,102.1966,3281.1317
9/15/2015,102.4159,3152.2319
9/16/2015,102.5152,3309.2484
9/17/2015,102.3445,3236.9986
9/18/2015,102.5038,3251.2732
9/21/2015,102.4018,3308.2467
9/22/2015,102.4011,3339.03
9/23/2015,102.3704,3263.0275
9/24/2015,102.3897,3284.9991
9/25/2015,102.489,3231.9514
9/28/2015,102.547,3242.7524
9/29/2015,102.7763,3178.8544
9/30/2015,102.8856,3202.9475
10/8/2015,102.7901,3296.482
10/9/2015,102.9895,3340.1159
10/12/2015,103.0374,3447.6934
10/13/2015,103.1467,3445.0431
10/14/2015,103.686,3406.1116
10/15/2015,103.7553,3486.815
10/16/2015,103.6747,3534.0653
10/19/2015,101.8579,3534.1821
10/20/2015,102.2073,3577.7027
10/21/2015,102.3566,3473.2544
10/22/2015,102.2859,3524.5339
10/23/2015,102.3852,3571.2411
10/26/2015,102.4932,3589.2611
10/27/2015,103.0625,3592.8794
10/28/2015,103.3918,3524.9199
10/29/2015,102.9911,3533.3065
10/30/2015,103.1304,3534.0788
11/2/2015,103.1884,3475.9623
11/3/2015,103.1777,3465.4927
11/4/2015,102.917,3628.5377
11/5/2015,102.8763,3705.9697
11/6/2015,102.6156,3793.3739
11/9/2015,101.6336,3840.3547
11/10/2015,101.7629,3833.2379
11/11/2015,102.0722,3833.6457
11/12/2015,101.9515,3795.3241
11/13/2015,101.9608,3746.2422
11/16/2015,101.9688,3764.1262
11/17/2015,102.1081,3758.3869
11/18/2015,101.8674,3715.5796
11/19/2015,101.9267,3774.969
11/20/2015,102.136,3774.3833
11/23/2015,102.204,3753.3351
11/24/2015,102.4933,3753.8887
11/25/2015,102.6726,3781.6069
11/26/2015,102.7519,3759.4286
11/27/2015,102.6312,3556.9924
11/30/2015,102.6692,3566.4122
12/1/2015,102.6985,3591.696
12/2/2015,102.8678,3721.9545
12/3/2015,102.9571,3749.2985
12/4/2015,103.1564,3677.5922
12/7/2015,103.1344,3687.6073
12/8/2015,103.1837,3623.0202
12/9/2015,103.193,3635.9382
12/10/2015,103.1223,3623.0842
12/11/2015,103.1816,3608.0587
12/14/2015,102.9496,3711.322
12/15/2015,102.9589,3694.3885
12/16/2015,103.0782,3685.4398
12/17/2015,103.2075,3755.8881
12/18/2015,103.5268,3767.9128
12/21/2015,103.7848,3865.965
12/22/2015,103.8341,3876.7325
12/23/2015,103.9434,3866.3814
12/24/2015,104.3927,3829.4022
12/25/2015,104.3721,3838.201
12/28/2015,104.66,3727.6316
12/29/2015,104.6193,3761.8745
12/30/2015,104.4286,3765.1752
12/31/2015,104.5879,3731.0047
1/4/2016,104.2452,3469.0662
1/5/2016,103.9345,3478.7797
1/6/2016,104.2038,3539.8082
1/7/2016,104.2432,3294.3839
1/8/2016,104.5225,3361.5632
1/11/2016,104.6004,3192.4499
1/12/2016,104.8997,3215.7099
1/13/2016,105.229,3155.8787
1/14/2016,105.0784,3221.5714
1/15/2016,105.1377,3118.7301
1/18/2016,104.8456,3130.7289
1/19/2016,104.7849,3223.1251
1/20/2016,104.5942,3174.3781
1/21/2016,104.7336,3081.3454
1/22/2016,104.8029,3113.4626
1/25/2016,104.5608,3128.886
1/26/2016,104.5501,2940.5085
1/27/2016,104.0895,2930.3519
1/28/2016,104.2288,2853.7562
1/29/2016,104.6881,2946.0902
2/1/2016,104.476,2901.0477
2/2/2016,104.3553,2961.3337
2/3/2016,104.3747,2948.6386
2/4/2016,104.534,2984.7598
2/5/2016,104.7433,2963.7894
2/15/2016,104.9364,2946.7066
2/16/2016,104.7958,3037.0353
2/17/2016,104.8451,3063.3199
2/18/2016,104.8544,3053.6985
2/19/2016,104.7937,3051.585
2/22/2016,104.7216,3118.8675
2/23/2016,104.781,3089.3632
2/24/2016,104.7303,3109.5454
2/25/2016,104.6396,2918.7501
2/26/2016,104.5289,2948.0306
2/29/2016,104.5475,2877.4666
3/1/2016,104.6268,2930.6937
3/2/2016,104.5462,3051.3327
3/3/2016,104.5155,3058.4219
3/4/2016,104.7048,3093.8895
3/7/2016,104.5727,3104.8397
3/8/2016,104.5621,3107.6727
3/9/2016,104.7214,3071.907
3/10/2016,104.9407,3013.1457
3/11/2016,105.09,3018.2844
3/14/2016,105.0079,3065.6904
3/15/2016,105.0173,3074.7796
3/16/2016,105.2166,3090.0328
3/17/2016,105.1259,3124.2039
3/18/2016,105.0552,3171.963
3/21/2016,104.9532,3249.4372
3/22/2016,104.9825,3225.7903
3/23/2016,105.1918,3236.0924
3/24/2016,105.2811,3181.8507
3/25/2016,105.3404,3197.8169
3/28/2016,105.1484,3169.7283
3/29/2016,105.1677,3135.4098
3/30/2016,105.257,3216.2753
3/31/2016,105.2563,3218.0879
4/1/2016,105.3556,3221.8948
4/5/2016,105.2329,3264.4858
4/6/2016,105.1622,3257.5276
4/7/2016,105.1015,3209.2902
4/8/2016,105.2108,3185.7258
4/11/2016,105.1388,3230.0957
4/12/2016,105.1781,3218.4497
4/13/2016,104.9574,3261.3831
4/14/2016,104.9167,3275.8321
4/15/2016,104.966,3272.2053
4/18/2016,103.2986,3228.4531
4/19/2016,103.4279,3238.3029
4/20/2016,103.1373,3181.0264
4/21/2016,102.7166,3160.6033
4/22/2016,102.7159,3174.9012
4/25/2016,102.5538,3162.0331
4/26/2016,102.8732,3179.1605
4/27/2016,102.9225,3165.9156
4/28/2016,103.1118,3160.5809
4/29/2016,103.1111,3156.7451
5/3/2016,103.1584,3213.5397
5/4/2016,103.0977,3209.4614
5/5/2016,103.217,3213.9199
5/6/2016,103.4663,3130.3544
5/9/2016,103.6742,3065.6154
5/10/2016,103.5136,3069.1124
5/11/2016,103.5229,3082.8086
5/12/2016,103.6822,3090.1372
5/13/2016,103.7015,3074.9351
5/16/2016,103.5595,3095.3085
5/17/2016,103.4088,3086.0249
5/18/2016,103.2281,3068.0358
5/19/2016,103.2574,3062.5002
5/20/2016,103.3667,3078.2183
5/23/2016,103.3147,3087.2225
5/24/2016,103.414,3063.5556
5/25/2016,103.3933,3059.2259
5/26/2016,103.3926,3064.2111
5/27/2016,103.4019,3062.4993
5/30/2016,103.4299,3066.7095
5/31/2016,103.4492,3169.5598
6/1/2016,103.4185,3160.547
6/2/2016,103.3578,3167.0997
6/3/2016,103.3271,3189.3255
6/6/2016,103.3451,3178.7883
6/7/2016,103.3544,3177.0536
6/8/2016,103.3637,3163.9864
6/13/2016,103.4003,3066.3413
6/14/2016,103.6496,3075.9834
6/15/2016,103.6489,3116.3682
6/16/2016,103.8082,3094.6748
6/17/2016,103.9075,3110.3572
6/20/2016,103.8755,3112.6744
6/21/2016,103.8948,3106.3175
6/22/2016,104.0541,3133.9611
6/23/2016,104.0434,3117.3168
6/24/2016,104.2427,3077.1554
6/27/2016,104.3807,3120.5443
6/28/2016,104.21,3136.4013
6/29/2016,104.1393,3151.3898
6/30/2016,104.2686,3153.921
7/1/2016,104.5079,3154.2003
7/4/2016,104.3159,3204.6962
7/5/2016,104.2352,3207.3827
7/6/2016,104.3445,3216.8035
7/7/2016,104.6238,3209.9542
7/8/2016,104.6932,3192.2804
7/11/2016,104.6511,3203.3298
7/12/2016,104.7004,3273.1823
7/13/2016,104.8297,3282.8681
7/14/2016,104.829,3276.7637
7/15/2016,104.8184,3276.2775
7/18/2016,104.7963,3262.0222
7/19/2016,104.9156,3248.2341
7/20/2016,105.2149,3237.6051
7/21/2016,105.4842,3252.5227
7/22/2016,105.4236,3225.1621
7/25/2016,105.3315,3230.885
7/26/2016,105.4508,3269.5882
7/27/2016,105.3901,3218.243
7/28/2016,105.6095,3221.1365
7/29/2016,105.5988,3203.9304
8/1/2016,105.5067,3176.8091
8/2/2016,105.596,3189.0529
8/3/2016,105.7153,3193.5073
8/4/2016,105.7147,3201.2888
8/5/2016,105.884,3205.1101
8/8/2016,105.9119,3234.1833
8/9/2016,106.1412,3256.9813
8/10/2016,106.3805,3243.3409
8/11/2016,106.5699,3233.3604
8/12/2016,106.8492,3294.2337
8/15/2016,106.6571,3393.4239
8/16/2016,106.4764,3378.2451
8/17/2016,106.4158,3373.0476
8/18/2016,106.4751,3364.4851
8/19/2016,106.3644,3365.0197
8/22/2016,106.4723,3336.7949
8/23/2016,106.1816,3341.8298
8/24/2016,105.711,3329.8631
8/25/2016,105.8003,3308.9721
8/26/2016,106.3296,3307.0902
8/29/2016,106.1775,3307.7812
8/30/2016,105.8468,3311.9872
8/31/2016,106.0762,3327.7938
9/1/2016,106.1355,3301.5767
9/2/2016,106.1648,3314.1142
9/5/2016,106.1827,3319.6803
9/6/2016,106.0721,3342.6259
9/7/2016,106.0614,3340.8172
9/8/2016,106.1207,3339.564
9/9/2016,106.21,3318.044
9/12/2016,105.9579,3262.6043
9/13/2016,106.1873,3260.333
9/14/2016,106.2766,3238.7299
9/19/2016,106.2932,3263.1242
9/20/2016,106.3425,3257.4034
9/21/2016,106.2918,3266.6363
9/22/2016,106.3811,3291.1211
9/23/2016,106.5504,3275.6665
9/26/2016,106.6184,3220.2838
9/27/2016,106.5877,3240.7546
9/28/2016,106.457,3230.8904
9/29/2016,106.5063,3244.3874
9/30/2016,106.5256,3253.2848
10/10/2016,106.8288,3293.8689
10/11/2016,106.8381,3306.5573
10/12/2016,106.7674,3300.0099
10/13/2016,106.8867,3302.6455
10/14/2016,106.986,3305.8481
10/17/2016,105.3093,3277.8787
10/18/2016,105.3086,3321.3324
10/19/2016,105.3179,3316.2407
10/20/2016,105.3473,3318.6044
10/21/2016,105.3666,3327.74
10/24/2016,105.3545,3367.5778
10/25/2016,105.2638,3367.4547
10/26/2016,104.9132,3354.8003
10/27/2016,104.9925,3345.695
10/28/2016,105.0418,3340.1262
10/31/2016,104.9497,3336.2778
11/1/2016,104.949,3359.0515
11/2/2016,104.8584,3333.3524
11/3/2016,105.0077,3365.085
11/4/2016,104.987,3354.1749
11/7/2016,104.9249,3356.5916
11/8/2016,104.8142,3371.1177
11/9/2016,104.8336,3353.0547
11/10/2016,104.2729,3390.6119
11/11/2016,104.1922,3417.2211
11/14/2016,103.9701,3430.2482
11/15/2016,103.9395,3429.8697
11/16/2016,103.8288,3429.5921
11/17/2016,103.8081,3436.535
11/18/2016,103.8274,3417.4554
11/21/2016,103.7353,3441.1106
11/22/2016,103.7447,3468.3637
11/23/2016,103.864,3474.7289
11/24/2016,103.8633,3488.7402
11/25/2016,103.8326,3521.2984
11/28/2016,103.8705,3535.0807
11/29/2016,103.4199,3564.0404
11/30/2016,103.2092,3538.001
12/1/2016,102.6085,3565.036
12/2/2016,102.6278,3528.9547
12/5/2016,102.5158,3469.4073
12/6/2016,101.9751,3459.1533
12/7/2016,102.4144,3475.7473
12/8/2016,102.4337,3470.1426
12/9/2016,102.423,3493.7004
12/12/2016,101.941,3409.1794
12/13/2016,101.3403,3405.0355
12/14/2016,101.1496,3378.9453
12/15/2016,99.7089,3340.4338
12/16/2016,100.0982,3346.0305
12/19/2016,99.5862,3328.9827
12/20/2016,99.8055,3309.0641
12/21/2016,100.5348,3338.536
12/22/2016,100.9341,3335.672
12/23/2016,101.1634,3307.5991
12/26/2016,101.3614,3322.4006
12/27/2016,101.3907,3316.3852
12/28/2016,101.35,3301.8887
12/29/2016,101.9993,3297.7648
12/30/2016,102.4486,3310.0808
1/3/2017,101.9759,3342.2272
1/4/2017,101.8452,3368.3117
1/5/2017,101.6745,3367.7892
1/6/2017,101.6738,3347.6665
1/9/2017,101.7118,3363.9014
1/10/2017,101.9211,3358.2716
1/11/2017,101.9004,3334.4954
1/12/2017,101.9897,3317.6241
1/13/2017,102.059,3319.9122
1/16/2017,101.667,3319.4455
1/17/2017,101.2663,3326.3563
1/18/2017,101.2356,3339.3653
1/19/2017,101.2149,3329.2891
1/20/2017,101.3942,3354.8891
1/23/2017,101.3922,3364.0808
1/24/2017,101.4615,3364.4509
1/25/2017,101.1308,3375.9042
1/26/2017,101.2101,3387.9606
2/3/2017,100.7747,3364.4923
2/6/2017,100.5526,3373.2051
2/7/2017,100.5619,3365.6849
2/8/2017,100.5712,3383.2878
2/9/2017,100.9505,3396.2924
2/10/2017,100.9199,3413.4868
2/13/2017,101.0078,3436.275
2/14/2017,101.0071,3435.8042
2/15/2017,100.8864,3421.7131
2/16/2017,101.0758,3440.9331
2/17/2017,101.0551,3421.4419
2/20/2017,101.333,3471.3926
2/21/2017,101.0923,3482.823
2/22/2017,101.2116,3489.7567
2/23/2017,101.241,3473.3236
2/24/2017,101.3903,3473.8517
2/27/2017,101.3982,3446.2228
2/28/2017,101.4075,3452.8103
3/1/2017,101.2568,3458.4376
3/2/2017,101.1762,3435.0963
3/3/2017,101.2055,3427.8628
3/6/2017,101.2334,3446.484
3/7/2017,101.2227,3453.9565
3/8/2017,101.0621,3448.7313
3/9/2017,101.0414,3426.9438
3/10/2017,101.0007,3427.8916
3/13/2017,101.1286,3458.098
3/14/2017,101.1379,3456.6934
3/15/2017,101.0473,3463.6436
3/16/2017,101.2066,3481.5066
3/17/2017,101.2059,3445.8051
3/20/2017,101.0738,3449.6126
3/21/2017,101.0832,3466.3468
3/22/2017,101.2625,3450.0502
3/23/2017,101.2718,3461.9782
3/24/2017,101.6411,3489.5997
3/27/2017,101.609,3478.0385
3/28/2017,101.3284,3469.8093
3/29/2017,101.4177,3465.1933
3/30/2017,101.417,3436.758
3/31/2017,101.4663,3456.0455
4/5/2017,101.2429,3503.8932
4/6/2017,101.3122,3514.0469
4/7/2017,101.5515,3517.4634
4/10/2017,101.5195,3505.1392
4/11/2017,101.4988,3517.328
4/12/2017,101.4881,3509.4387
4/13/2017,101.4674,3514.5662
4/14/2017,101.3767,3486.5045
4/17/2017,99.4093,3479.9417
4/18/2017,99.2386,3462.7429
4/19/2017,99.1579,3445.8761
4/20/2017,99.0673,3461.5481
4/21/2017,99.0766,3466.7865
4/24/2017,98.6645,3431.2587
4/25/2017,98.9338,3440.9743
4/26/2017,98.8532,3445.1832
4/27/2017,98.8725,3446.7202
4/28/2017,98.8018,3439.753
5/2/2017,98.679,3426.5766
5/3/2017,98.6184,3413.1282
5/4/2017,98.4377,3404.3864
5/5/2017,98.237,3382.5502
5/8/2017,98.0049,3358.8125
5/9/2017,98.0442,3352.5324
5/10/2017,97.9036,3337.7007
5/11/2017,97.9929,3356.6459
5/12/2017,97.7922,3385.3787
5/15/2017,97.9701,3399.1937
5/16/2017,97.9895,3428.6491
5/17/2017,97.8888,3409.9656
5/18/2017,98.0381,3398.1127
5/19/2017,98.0074,3403.8492
5/22/2017,97.9253,3411.2387
5/23/2017,97.9447,3424.194
5/24/2017,98.004,3424.1669
5/25/2017,98.1633,3485.6581
5/26/2017,98.1926,3480.4345
5/31/2017,98.2592,3492.8845
6/1/2017,98.3585,3497.7382
6/2/2017,98.3078,3486.5074
6/5/2017,98.5358,3468.7538
6/6/2017,98.3651,3492.8816
6/7/2017,98.3844,3533.8718
6/8/2017,98.3937,3560.9786
6/9/2017,98.593,3576.1703
6/12/2017,98.981,3574.3894
6/13/2017,98.9203,3582.2674
6/14/2017,99.0796,3535.2987
6/15/2017,98.9889,3528.7926
6/16/2017,98.9382,3518.7611
6/19/2017,99.5462,3553.6653
6/20/2017,99.4555,3546.494
6/21/2017,99.2748,3587.955
6/22/2017,99.2041,3590.3425
6/23/2017,99.2534,3622.8831
6/26/2017,99.4214,3668.0919
6/27/2017,99.5307,3674.7152
6/28/2017,99.42,3646.1666
6/29/2017,99.3293,3668.8279
6/30/2017,99.2586,3666.7977
7/3/2017,99.0966,3650.8463
7/4/2017,99.0359,3619.9841
7/5/2017,99.1952,3659.6795
7/6/2017,99.3645,3660.0967
7/7/2017,99.2438,3655.9293
7/10/2017,99.2518,3653.6868
7/11/2017,99.2511,3670.8086
7/12/2017,99.3404,3658.8236
7/13/2017,99.4297,3686.9205
7/14/2017,99.489,3703.094
7/17/2017,99.477,3663.5575
7/18/2017,99.1963,3667.1807
7/19/2017,99.1956,3729.7466
7/20/2017,99.2649,3747.8843
7/21/2017,99.0942,3728.5976
7/24/2017,99.1722,3743.4686
7/25/2017,99.1615,3719.559
7/26/2017,99.1308,3705.3884
7/27/2017,99.1301,3712.1947
7/28/2017,99.1695,3721.8914
7/31/2017,99.0874,3737.8732
8/1/2017,98.9667,3770.3828
8/2/2017,99.026,3760.8525
8/3/2017,99.1353,3727.8264
8/4/2017,99.1447,3707.5796
8/7/2017,99.0826,3726.7948
8/8/2017,99.0619,3732.2129
8/9/2017,99.0412,3731.044
8/10/2017,99.1305,3715.9208
8/11/2017,99.2299,3647.3503
8/14/2017,99.2978,3694.6831
8/15/2017,99.3071,3706.0566
8/16/2017,99.2564,3701.4207
8/17/2017,99.1858,3721.277
8/18/2017,99.2251,3724.6748
8/21/2017,99.233,3740.9941
8/22/2017,99.2523,3752.298
8/23/2017,99.2716,3756.0884
8/24/2017,99.271,3734.6458
8/25/2017,99.2903,3795.7544
8/28/2017,99.2382,3842.7119
8/29/2017,99.1775,3834.5376
8/30/2017,99.1768,3834.3005
8/31/2017,99.1862,3822.0928
9/1/2017,99.1555,3830.5383
9/4/2017,99.1434,3845.6163
9/5/2017,99.0527,3857.0464
9/6/2017,99.1321,3849.4499
9/7/2017,99.2014,3829.8713
9/8/2017,99.3007,3825.9895
9/11/2017,99.2686,3825.6453
9/12/2017,99.2879,3837.9341
9/13/2017,99.2273,3842.6061
9/14/2017,99.4166,3829.9554
9/15/2017,99.3859,3831.2965
9/18/2017,99.3738,3843.1428
9/19/2017,99.3832,3832.1161
9/20/2017,99.4225,3842.4353
9/21/2017,99.3918,3837.8176
9/22/2017,99.4511,3837.7304
9/25/2017,99.469,3817.7915
9/26/2017,99.4084,3820.7816
9/27/2017,99.1777,3821.2
9/28/2017,99.377,3822.5386
9/29/2017,99.4763,3836.5013
10/9/2017,99.3995,3882.2076
10/10/2017,99.4888,3889.8637
10/11/2017,99.4781,3902.6868
10/12/2017,99.4474,3912.9536
10/13/2017,99.4167,3921.0017
10/16/2017,99.2447,3913.4462
10/17/2017,97.4593,3913.0688
10/18/2017,97.4786,3944.1626
10/19/2017,97.5679,3931.2495
10/20/2017,97.5773,3926.852
10/23/2017,97.5652,3930.7981
10/24/2017,97.5445,3959.3953
10/25/2017,97.3938,3976.949
10/26/2017,97.2932,3993.5752
10/27/2017,97.0525,4021.9676
10/30/2017,96.6104,4009.7218
10/31/2017,96.7897,4006.7179
11/1/2017,97.069,3996.6221
11/2/2017,96.9984,3997.1343
11/3/2017,96.7777,3992.6979
11/6/2017,96.9956,4020.8896
11/7/2017,96.7649,4054.2465
11/8/2017,96.6142,4048.0057
11/9/2017,96.6136,4075.8998
11/10/2017,96.6029,4111.9112
11/13/2017,96.3608,4128.0733
11/14/2017,96.2601,4099.351
11/15/2017,96.4995,4073.6696
11/16/2017,96.5288,4105.0122
11/17/2017,96.3981,4120.8508
11/20/2017,96.326,4143.8334
11/21/2017,96.3353,4217.7015
11/22/2017,96.2147,4227.5666
11/23/2017,96.104,4102.3966
11/24/2017,96.2733,4104.2034
11/27/2017,96.2112,4049.9475
11/28/2017,96.4705,4055.8235
11/29/2017,96.5899,4053.7529
11/30/2017,96.5492,4006.0993
12/1/2017,96.6085,3998.1365
12/4/2017,96.5464,4018.8571
12/5/2017,96.7058,4040.1704
12/6/2017,96.6851,4015.8211
12/7/2017,96.6344,3971.0569
12/8/2017,96.6137,4003.3792
12/11/2017,96.6116,4069.4997
12/12/2017,96.661,4016.0163
12/13/2017,96.6603,4050.0927
12/14/2017,96.7296,4026.1516
12/15/2017,96.7589,3980.8558
12/18/2017,96.7468,3985.2914
12/19/2017,96.6662,4035.3294
12/20/2017,96.6755,4030.4898
12/21/2017,96.7148,4067.8485
12/22/2017,96.7741,4054.5984
12/25/2017,96.6821,4041.5401
12/26/2017,96.6414,4053.6224
12/27/2017,96.4907,3991.2075
12/28/2017,96.43,4018.8974
12/29/2017,96.5393,4030.8549
1/2/2018,96.5666,4087.4012
1/3/2018,96.6359,4111.3925
1/4/2018,96.6352,4128.8119
1/5/2018,96.6545,4138.7505
1/8/2018,96.8225,4160.1595
1/9/2018,96.7418,4189.2977
1/10/2018,96.7011,4207.8132
1/11/2018,96.6204,4205.5863
1/12/2018,96.6497,4225.001
1/15/2018,96.5977,4225.2393
1/16/2018,96.667,4258.473
1/17/2018,96.6663,4248.1164
1/18/2018,96.5556,4271.4168
1/19/2018,96.5649,4285.395
1/22/2018,96.7929,4336.5974
1/23/2018,96.7822,4382.6129
1/24/2018,96.8715,4389.8853
1/25/2018,96.8708,4365.0794
1/26/2018,96.9801,4381.2996
1/29/2018,97.0381,4302.0181
1/30/2018,97.0674,4256.1021
1/31/2018,97.1367,4275.8986
2/1/2018,97.336,4245.8978
2/2/2018,97.3953,4271.2326
2/5/2018,97.2933,4274.1464
2/6/2018,97.3426,4148.8856
2/7/2018,97.3219,4050.4972
2/8/2018,97.2012,4012.0472
2/9/2018,97.5405,3840.6527
2/12/2018,97.5685,3890.1046
2/13/2018,97.6578,3935.6324
2/14/2018,97.7971,3966.9614
2/22/2018,97.7416,4052.7332
2/23/2018,97.721,4071.0889
2/26/2018,97.9689,4118.4186
2/27/2018,98.3482,4058.9806
2/28/2018,98.4275,4023.6415
3/1/2018,98.2968,4049.0863
3/2/2018,98.3062,4016.461
3/5/2018,98.2441,4018.097
3/6/2018,98.3534,4066.5647
3/7/2018,98.3827,4036.6536
3/8/2018,98.3421,4077.6001
3/9/2018,98.3414,4108.8652
3/12/2018,98.3793,4127.6662
3/13/2018,98.2686,4091.2533
3/14/2018,98.1179,4073.3447
3/15/2018,98.2173,4096.1627
3/16/2018,98.2666,4056.4226
3/19/2018,98.3245,4074.2479
3/20/2018,98.3438,4077.7041
3/21/2018,98.3832,4061.0502
3/22/2018,98.6125,4020.349
3/23/2018,98.9818,3904.9355
3/26/2018,98.9197,3879.893
3/27/2018,98.819,3913.2689
3/28/2018,98.8584,3842.7155
3/29/2018,98.8177,3894.0498
3/30/2018,98.997,3898.4977
4/2/2018,99.0449,3886.9189
4/3/2018,99.0842,3862.4796
4/4/2018,99.3336,3854.8625
4/9/2018,99.6601,3852.9292
4/10/2018,99.4995,3927.1729
4/11/2018,99.5388,3938.3434
4/12/2018,99.5981,3898.6354
4/13/2018,99.6274,3871.1443
4/16/2018,100.0453,3808.863
4/17/2018,98.3693,3748.6412
4/18/2018,99.5186,3766.282
4/19/2018,99.1679,3811.843
4/20/2018,99.3073,3760.8543
4/23/2018,99.0052,3766.3257
4/24/2018,99.1245,3843.4886
4/25/2018,98.9738,3828.7015
4/26/2018,98.9232,3755.4941
4/27/2018,98.9525,3756.8765
5/2/2018,98.879,3763.6461
5/3/2018,99.0484,3793.0001
5/4/2018,99.2277,3774.5981
5/7/2018,99.1156,3834.1877
5/8/2018,99.0249,3878.6767
5/9/2018,98.8042,3871.6152
5/10/2018,98.8236,3893.0565
5/11/2018,98.9429,3872.8383
5/14/2018,98.9408,3909.2933
5/15/2018,98.7301,3924.0975
5/16/2018,98.7695,3892.8442
5/17/2018,98.7688,3864.0507
5/18/2018,98.8781,3903.0637
5/21/2018,98.926,3921.2421
5/22/2018,99.0353,3906.2081
5/23/2018,99.1747,3854.5825
5/24/2018,99.214,3827.217
5/25/2018,99.2733,3816.498
5/28/2018,99.2312,3833.2599
5/29/2018,99.1705,3804.0093
5/30/2018,99.2499,3723.3724
5/31/2018,99.1592,3802.3759
6/1/2018,99.2485,3770.5891
6/4/2018,99.1964,3807.5781
6/5/2018,99.1358,3845.3164
6/6/2018,99.1051,3837.3511
6/7/2018,99.0644,3831.0128
6/8/2018,99.2337,3779.6159
6/11/2018,99.2916,3779.9818
6/12/2018,99.211,3825.9534
6/13/2018,99.2403,3788.3391
6/14/2018,99.2796,3773.3655
6/15/2018,99.3389,3753.4338
6/19/2018,99.5462,3621.1166
6/20/2018,99.4655,3635.4436
6/21/2018,99.5948,3592.965
6/22/2018,99.6641,3608.9046
6/25/2018,99.4621,3560.4777
6/26/2018,99.5414,3531.1112
6/27/2018,99.6407,3459.2621
6/28/2018,99.58,3423.5255
6/29/2018,99.8493,3510.9845
7/2/2018,99.9573,3407.9638
7/3/2018,99.9766,3409.2801
7/4/2018,99.9059,3363.7473
7/5/2018,100.2652,3342.4379
7/6/2018,100.3545,3365.1227
7/9/2018,100.2425,3459.1837
7/10/2018,100.2618,3467.5155
7/11/2018,100.3811,3407.5297
7/12/2018,100.3804,3481.0559
7/13/2018,100.4497,3492.6897
7/16/2018,100.5277,3472.0859
7/17/2018,100.627,3449.3773
7/18/2018,100.7063,3431.3227
7/19/2018,100.8056,3428.343
7/20/2018,100.7349,3492.8938
7/23/2018,100.7029,3525.7503
7/24/2018,100.4122,3581.7057
7/25/2018,100.4815,3577.7522
7/26/2018,100.5808,3536.2456
7/27/2018,100.6001,3521.2269
7/30/2018,100.7881,3515.0794
7/31/2018,100.9774,3517.6568
8/1/2018,101.0467,3447.3882
8/2/2018,101.056,3370.9579
8/3/2018,101.2153,3315.2839
8/6/2018,101.3133,3273.2728
8/7/2018,101.4326,3368.8695
8/8/2018,101.3819,3314.5075
8/9/2018,101.1712,3397.5298
8/10/2018,101.1405,3405.0191
8/13/2018,100.8285,3390.3441
8/14/2018,100.9478,3372.9137
