,Symbol,Latest Bond Rating,estimated_clean_price_SHCH,zero_curve_clean_price,log_linear_clean_price,cubic_zero_curve_clean_price,natural_cubic_curve_clean_price,log_cubic_curve_clean_price,monotonic_cubic_curve_clean_price,tol_valuation_ratio1,tol_valuation_ratio2,tol_valuation_ratio3,tol_valuation_ratio4,tol_valuation_ratio5,tol_valuation_ratio6,holding_1year_return
105,1928017.IB,AAA,100.5775,100.54014143294987,100.54016353195176,100.54022308352687,100.53978236388595,100.54021965344617,100.53978236388595,0.0003714406010303913,0.00037122087990095403,0.0003706287835065731,0.0003750106744953172,0.0003706628873637571,0.0003750106744953172,0.0
106,1928027.IB,AAA,100.5954,100.63374976866311,100.63388556208041,100.63259713295163,100.63410910399455,100.63262166010998,100.63410910399455,0.00038122785597661764,0.0003825777528635536,0.0003697697205998757,0.0003847999410962018,0.0003700135404797631,0.0003847999410962018,0.0
107,1928030.IB,AAA,100.6159,100.59151794453373,100.5916466835526,100.590139021934,100.59156693795224,100.59016010707424,100.59156693795224,0.00024232805616470094,0.00024104854647624975,0.00025603287418790973,0.0002418411210132724,0.0002558233134699007,0.0002418411210132724,0.0
108,1928034.IB,AAA,100.8908,100.73806417577221,100.73811501470334,100.73713473769088,100.73531401465732,100.7370906656868,100.73531401465732,0.001513872664581804,0.001513368764016731,0.0015230849820708984,0.001541131454430722,0.0015235218108410843,0.001541131454430722,0.0
109,1928037.IB,AAA,100.9347,100.77019016005619,100.77024910891394,100.7696488306067,100.76753397381393,100.76957931186352,100.76753397381393,0.0016298640600687206,0.001629280030416321,0.001635227225060443,0.0016561799478878995,0.0016359159747488508,0.0016561799478878995,0.0
110,2020003.IB,AAA,100.8555,101.22259797586807,101.22260803722102,101.22277369054441,101.22236753582402,101.22275238817915,101.22236753582402,0.003639840919613338,0.003639940679695362,0.0036415831614974715,0.0036375560660946962,0.003641371944803597,0.0036375560660946962,0.0
111,2020004.IB,AAA,100.5495,100.61254280244009,100.6131218597901,100.61401396162843,100.61725507822831,100.61420637762582,100.61725507822831,0.0006269827541667954,0.000632741682356486,0.0006416139476420606,0.0006738479875913483,0.0006435275921394437,0.0006738479875913483,0.029758273267745973
112,2020005.IB,AAA,100.4082,100.46873119942605,100.4694399933099,100.47033070775126,100.47425118880756,100.47057271077223,100.47425118880756,0.0006028511558423693,0.0006099102793388514,0.0006187812126028093,0.0006578266397322452,0.000621191404409574,0.0006578266397322452,0.02842292351722718
113,2020006.IB,AAA,101.2091,101.00076019039048,101.00138527306763,101.00340150131717,101.01270011246618,101.0033739089534,101.01270011246618,0.0020585086677929808,0.0020523325168624188,0.00203241110416786,0.0019405358562997702,0.0020326837314688095,0.0019405358562997702,0.030507444238662723
114,2020007.IB,AAA,100.59,100.39695649289854,100.39784800867598,100.39863066039246,100.40352473811356,100.3989450043087,100.40352473811356,0.001919112308395111,0.0019102494415351883,0.0019024688299785993,0.0018538151097170982,0.0018993438283259074,0.0018538151097170982,0.02775888304710389
115,2020008.IB,AAA,101.6443,100.9994679367613,101.00025715783308,101.00307845715339,101.01472885054885,101.00303532711156,101.01472885054885,0.006344006139436203,0.006336241601023622,0.0063084850094556055,0.006193865759822757,0.006308909332726377,0.006193865759822757,0.030502721929550176
116,2020010.IB,AAA,100.6317,100.4723921519057,100.47322996868417,100.47405402233667,100.47865610468249,100.4743467871257,100.47865610468249,0.001583078176104554,0.0015747526009779163,0.0015665637931518742,0.0015208318583260472,0.001563654523120431,0.0015208318583260472,0.028430788660049444
117,2020011.IB,AA+,99.9496,101.45174738828335,101.45272160009804,101.45341282094306,101.45872691358812,101.45376025479547,101.45872691358812,0.015029048523289214,0.015038795553939593,0.01504571124789948,0.015098878970882515,0.015049187338373193,0.015098878970882515,0.036857580041885385
118,2020014.IB,AAA,100.5613,101.47124613228395,101.47234686039359,101.47282767648035,101.47882407476213,101.47322652346364,101.47882407476213,0.009048671131776825,0.009059616973861543,0.0090643982971615,0.009124027580810186,0.009068364504671623,0.009124027580810186,0.036882142496109015
119,2020015.IB,AA+,100.7122,101.4823122871246,101.48348309563674,101.48383924134683,101.49022681565106,101.48426726593216,101.49022681565106,0.007646663334974355,0.007658288624781773,0.007661824896555062,0.0077252489336054634,0.007666074874068535,0.0077252489336054634,0.03688594613075257
120,2020017.IB,AAA,100.0082,100.3460385589288,100.34736267000359,100.3473958928919,100.35469518806883,100.34789010670447,100.35469518806883,0.003378108584384025,0.003391348609449911,0.003391680811092429,0.003464667777930499,0.003396622543996059,0.003464667777930499,0.0273058475971222
121,2020018.IB,AAA,99.9526,99.8777104481239,99.87907707546577,99.87900304481651,99.8865527244423,99.8795163047916,99.8865527244423,0.0007492506635755095,0.0007355779092713049,0.0007363185668355786,0.0006607859681259668,0.0007311835330787833,0.0006607859681259668,0.023443611192703252
122,2020019.IB,AAA,99.9436,100.58323729219214,100.58467640115688,100.58441416844289,100.59237337689896,100.58495824331126,100.59237337689896,0.006399982512058141,0.006414381722860495,0.006411757915893434,0.006491394915722052,0.006417201734891073,0.006491394915722052,0.02924097895622254
123,2020024.IB,AA+,99.7552,100.58754870720573,100.5890942198499,100.58853394298268,100.5971094805411,100.58912596290334,100.5971094805411,0.008343912971010281,0.0083594060244468,0.008353789506538771,0.008439755326450199,0.008359724233958093,0.008439755326450199,0.029249311494827276
124,2020025.IB,AAA,99.5533,99.74371435401308,99.74529392014774,99.7445932871979,99.75336210062207,99.7452014396719,99.75336210062207,0.001912687515261534,0.0019285540524297223,0.0019215162852251816,0.0020095978799505075,0.001927625098032001,0.0020095978799505075,0.022485675477981575
125,2020026.IB,AA+,100.4662,100.5306756662812,100.53232648808012,100.53136769993927,100.54052328721272,100.53200627991812,100.54052328721272,0.0006417647555217293,0.0006581963693273516,0.0006486529792036158,0.0007397839991232957,0.0006550091465400397,0.0007397839991232957,0.0287685224056244
126,2020027.IB,AA,100.4233,101.50547035094307,101.50713342373741,101.5061474748517,101.51535979132916,101.50679074042925,101.51535979132916,0.010776088327540255,0.010792648954350404,0.010782831024789106,0.01087456587593878,0.010789236565909058,0.01087456587593878,0.03648031105995178
127,2020028.IB,AA+,99.82,100.71942628283891,100.72118343813443,100.71973410976078,100.729458401848,100.72041838154465,100.729458401848,0.009010481695440963,0.009028084934225994,0.009013565515535824,0.009110983789300876,0.009020420572476998,0.009110983789300876,0.030222848558425913
128,2020032.IB,AA+,100.6297,101.49891725150496,101.50097102407928,101.49780772717939,101.50910442165278,101.49861436060053,101.50910442165278,0.008637780411796551,0.008658189620750906,0.008626754598089753,0.008739014641331332,0.008634770456441065,0.008739014641331332,0.03594415974617005
129,2020040.IB,AA+,100.4034,101.30096443838369,101.30343866052095,101.2962416585308,101.30978220700943,101.29718480826988,101.30978220700943,0.008939582109606669,0.008964224921874642,0.00889254406255962,0.00902740551624177,0.008901937666153444,0.00902740551624177,0.03399015526771546
130,2020041.IB,AA+,101.4172,101.84538658385196,101.84793675113374,101.8396803046202,101.85362846751725,101.84063613044455,101.85362846751725,0.004222031212180654,0.004247176525616467,0.004165765813098847,0.0043032983312225135,0.004175190504614179,0.0043032983312225135,0.037580767154693606
131,2020045.IB,AAA,101.3425,101.24889038646138,101.25154284487867,101.24016055766985,101.25462999498255,101.24107384383339,101.25462999498255,0.0009236955229900384,0.0008975223141458954,0.0010098373567866221,0.0008670597727256593,0.0010008254796024406,0.0008670597727256593,0.0332810836315155
132,2020047.IB,AAA,101.4455,101.79327710537221,101.79594078126647,101.78389156050113,101.79841121907816,101.78478587634233,101.79841121907816,0.0034282161887143003,0.0034544733996724445,0.0033356980891329504,0.0034788257643578674,0.00334451381620999,0.0034788257643578674,0.03669150948524476
133,2020049.IB,AA+,101.6105,101.69482573089502,101.69748474481653,101.68510333395648,101.69958881652659,101.68598232117928,101.69958881652659,0.000829891899902246,0.0008560605923259217,0.0007342089051473486,0.000876767819532268,0.0007428594601864932,0.000876767819532268,0.03601565518379212
134,2020053.IB,AAA,101.7489,101.88798003234112,101.89062074862532,101.87743989049133,101.89180587190756,101.87827608030523,101.89180587190756,0.0013668947019684023,0.0013928479681384032,0.0012633049643910163,0.001404495497322904,0.0012715231349451526,0.001404495497322904,0.0371104702949524
135,2020057.IB,AAA,101.7207,101.83405551929275,101.8366818550269,101.82322540085222,101.83750384143109,101.82404144861256,101.83750384143109,0.0011143800553157137,0.0011401991436050115,0.001007910885908469,0.001148279961021629,0.0010159333214632606,0.001148279961021629,0.03672169680595399
136,2020059.IB,AA+,101.5836,102.40418108023808,102.40678982213454,102.3928996396494,102.40707085346124,102.39368587204656,102.40707085346124,0.008077889346686582,0.008103570085471842,0.007966833619298744,0.008106336588398431,0.007974573376475698,0.008106336588398431,0.04013553762435913
137,2020072.IB,AAA,101.7256,101.91278400523554,101.91491908945889,101.90034434954615,101.9118085904703,101.90080307428376,101.9118085904703,0.001840087502413716,0.0018610761642977893,0.0017178011193460189,0.0018304988171148739,0.0017223105519530736,0.0018304988171148739,0.03661724190711976
138,2020076.IB,AAA,102.0121,102.06466640185184,102.06656569857928,102.05272270717062,102.06285441901171,102.05306995621027,102.06285441901171,0.0005152957526786934,0.0005339141001830019,0.0003982145958235608,0.000497533322142277,0.0004016185943653907,0.000497533322142277,0.037340076923370366
139,2020077.IB,AAA,101.6131,101.74865424140368,101.74984575218016,101.73998258886357,101.74626579190118,101.7401064186074,101.74626579190118,0.0013340232844355883,0.0013457492407982943,0.0012486833770799836,0.0013105179538974551,0.0012499020166434624,0.0013105179538974551,0.035334627294540406
140,2020079.IB,AA+,101.7562,102.2383498284991,102.24011373218966,102.22685708346306,102.23623754745384,102.22714973841302,102.23623754745384,0.004738284532039221,0.004755619138584663,0.004625340602961318,0.00471752627804333,0.004628216643438057,0.00471752627804333,0.0382354066079694
141,2020084.IB,AA+,101.745,102.44251723393249,102.44389576249141,102.43278778198115,102.44006762695719,102.43295665938464,102.44006762695719,0.006855543112020119,0.006869091970036892,0.006759917263562269,0.006831467167498972,0.006761577073906719,0.006831467167498972,0.0391491961479187
142,2020086.IB,AAA,101.6312,101.94365294385797,101.94492525476143,101.93451440154418,101.94122855043284,101.93465682527275,101.94122855043284,0.0030743801495796844,0.0030868990503056387,0.0029844614797834785,0.003050525335062782,0.0029858628577911776,0.003050525335062782,0.036413054418563844
143,2020089.IB,AA+,101.6688,102.14032102158882,102.1414051454431,102.13229356161474,102.13799589607429,102.1323941830811,102.13799589607429,0.004637814369686802,0.004648477659253353,0.004558857403792906,0.0046149447625454644,0.004559847102366696,0.0046149447625454644,0.037397044658660894
144,2021001.IB,AAA,100.6671,100.69536912542048,100.69540189403611,100.69568683711691,100.69447716842646,100.69562952612759,100.69447716842646,0.0002808179178746503,0.0002811434325226873,0.00028397398074350466,0.00027195745607506863,0.00028340466873074576,0.00027195745607506863,0.0
145,2021003.IB,AA+,100.5381,100.51410586032874,100.51488868139863,100.51575367020418,100.5200680608718,100.51602463979324,100.5200680608718,0.00023865718241402532,0.000230870869862959,0.0002222672777367316,0.00017935428586980345,0.00021957208467989793,0.00017935428586980345,0.028809395528109998
146,2021004.IB,AA-,100.5412,102.16335707606802,102.16407813810056,102.16496437104027,102.16892619285682,102.16521070018813,102.16892619285682,0.01613425218783962,0.01614142399434819,0.016150238618996653,0.016189643577526548,0.016152688650902542,0.016189643577526548,0.04349205873225152
147,2021005.IB,AAA,100.4827,100.58910748591038,100.58987245327279,100.59074661486689,100.59496575766788,100.59101053008091,100.59496575766788,0.0010589632435273055,0.0010665761695575016,0.0010752757924189266,0.0011172645407406918,0.0010779022665684116,0.0011172645407406918,0.029480253362655646
148,2021007.IB,AAA,100.5987,100.49414514307111,100.49498319795941,100.4958063929169,100.50040852777175,100.49609924409361,100.50040852777175,0.0010393261237857492,0.0010309954506428024,0.0010228124924386646,0.0009770650339242972,0.0010199014093261638,0.0009770650339242972,0.02862300114631653
149,2021008.IB,AAA,100.3675,100.44090250209011,100.44179444107316,100.44257635398684,100.44747153198276,100.44289084889607,100.44747153198276,0.0007313373561173123,0.000740224087210996,0.0007480145862637827,0.0007967871271352765,0.00075114801998718,0.0007967871271352765,0.028143517541885384
150,2021010.IB,AA+,100.2794,100.60893223323882,100.60989839745166,100.61059103647614,100.6158776529366,100.6109354007278,100.6158776529366,0.0032861408548398017,0.003295775577552948,0.0033026826693831604,0.0033554015374703903,0.0033061167171702438,0.0033554015374703903,0.02959204154014588
151,2021013.IB,A+,99.7366,101.80042261523165,101.80204396159873,101.80126684095997,101.81026427976336,101.80189184275334,101.81026427976336,0.020692730805257627,0.020708987087977047,0.020701195358173156,0.020791407364632076,0.020707461882130927,0.020791407364632076,0.03885352554921707
152,2021015.IB,AA,101.1145,101.86099751644241,101.86340114387644,101.85718873049407,101.87034577805093,101.85811674178626,101.87034577805093,0.0073826950283332575,0.007406466371058927,0.007345026979256846,0.0074751472642492,0.007354204805307398,0.0074751472642492,0.038023255825042734
153,2021023.IB,AA+,101.2759,101.66530343153426,101.66794578577148,101.65748116585104,101.67191297971544,101.65842018965787,101.67191297971544,0.0038449762632004484,0.003871066914947056,0.00376773907564431,0.003910239057025915,0.003777011013063146,0.003910239057025915,0.03607449870109559
154,2021025.IB,AAA,101.5723,101.62745315596207,101.63007978285685,101.61670996533911,101.63099129937548,101.61753007846532,101.63099129937548,0.0005429940639532052,0.0005688537411957288,0.00043722516216639236,0.0005778278071431112,0.00044529934308195474,0.0005778278071431112,0.035455779504776005
155,2021027.IB,AA+,101.5933,101.92930133320905,101.93189700810842,101.9179917067683,101.93208747741224,101.91876989611276,101.93208747741224,0.0033073178369937245,0.0033328675031564325,0.003195995274967008,0.003334742324663531,0.003203655124036373,0.003334742324663531,0.03722130632400514
156,2021030.IB,AAA,101.7224,101.72908106186696,101.73131434963908,101.71659347756066,101.72862067416814,101.71710675230585,101.72862067416814,6.567935741754614e-05,8.763408687845217e-05,5.708204327983696e-05,6.11534349184434e-05,5.2036205340620614e-05,6.11534349184434e-05,0.03562758774757386
157,2021031.IB,AAA,101.6076,101.69614870365814,101.69823422510228,101.68378827540768,101.69496826913631,101.68422244662752,101.69496826913631,0.0008714771696028036,0.0008920024201169775,0.0007498285109349467,0.0008598595886164598,0.0007541015300775778,0.0008598595886164598,0.03535902857780457
158,2021032.IB,AA+,101.8139,102.08298379056927,102.08500798952294,102.07071765980632,102.08154600962571,102.07112069241474,102.08154600962571,0.0026428983721207898,0.0026627797336408075,0.0025224223785388447,0.0026287767154161406,0.002526380900984382,0.0026287767154161406,0.03752203893661499
159,2021033.IB,AAA,102.0087,101.985316495053,101.98713831433786,101.973623317579,101.98332832293406,101.9739390509943,101.98332832293406,0.00022923049648712233,0.0002113710464122123,0.0003438597141322938,0.00024872071760494944,0.0003407645524911212,0.00024872071760494944,0.03685443720817567
160,2021034.IB,AA+,101.7422,102.16752650182856,102.169290123324,102.15603398385124,102.16541875849093,102.15632685733421,102.16541875849093,0.004180433505748496,0.004197767723953352,0.004067476266988997,0.0041597169954152025,0.00407035485112579,0.0041597169954152025,0.037831660747528084
161,2021036.IB,AAA,101.8795,101.99987462577529,102.00155227184908,101.98872816523857,101.9976398784842,101.98899003708406,101.9976398784842,0.00118153922796341,0.001198006192110145,0.0010721309511587363,0.0011596040271516868,0.001074701358802035,0.0011596040271516868,0.036867782163619994
162,2021040.IB,AA+,101.6516,102.12550796730945,102.12678155694434,102.11636032926519,102.12307895596835,102.11650281866764,102.12307895596835,0.004662080747469236,0.0046746097153840685,0.004572090643582486,0.004638185291410573,0.00457349238642224,0.004638185291410573,0.037394955614838056
163,2026001.IB,AAA,100.2811,100.79126775436644,100.79230717788714,100.79290130539499,100.79858328513461,100.79327558357808,100.79858328513461,0.005087376927122353,0.005097742026036251,0.005103666647005234,0.0051603271716666125,0.005107398937367905,0.0051603271716666125,0.031130692338943486
164,2026002.IB,AAA,100.5553,100.54599378627975,100.54811766663178,100.54436654284551,100.55604222645822,100.545200353739,100.55604222645822,9.254821695376441e-05,7.142670121038258e-05,0.00010873078947100205,7.381276354549639e-06,0.00010043872636247935,7.381276354549639e-06,0.028815858316421514
165,2026003.IB,AAA,101.7401,101.85597641437047,101.85855456317833,101.84448886343193,101.85848230650019,101.84524925240545,101.85848230650019,0.0011389453555724419,0.0011642858929599269,0.0010260346061379522,0.001163575684515688,0.001033508443626985,0.001163575684515688,0.03673307547569275
166,2026004.IB,AAA,101.4641,102.30153798009718,102.30321845976357,102.29037186254536,102.29929514602756,102.29063408455474,102.29929514602756,0.008253539725845674,0.008270102033759413,0.008143489791417402,0.008231435020145634,0.0081460741735721,0.008231435020145634,0.038533461093902585
167,2026005.IB,AAA,102.1747,102.64358416647184,102.64478157929122,102.63487033501292,102.64117368654095,102.6349943960517,102.64117368654095,0.004589043730706703,0.0046007629999522195,0.004503760079676461,0.004565451981174898,0.0045049742847465555,0.004565451981174898,0.0401459490843076
168,2026006.IB,AAA,104.4176,105.41549877915148,105.41627480695068,105.42669383394048,105.43729901419486,105.42666247127625,105.43729901419486,0.009556806315711949,0.009564238279281356,0.009664020566843932,0.009765585631108839,0.009663720208817785,0.009765585631108839,0.04262173604965211
169,2028001.IB,AAA,100.9126,100.95550582994673,100.95553263624893,100.95581830916232,100.95481888813956,100.95576969458106,100.95481888813956,0.0004251781239085393,0.0004254437627108492,0.00042827465710255485,0.00041837082920823,0.0004277929077346845,0.00041837082920823,0.0
170,2028002.IB,AAA,100.692,100.79257448479999,100.79302965078672,100.79379537064072,100.79634080800272,100.79394115049354,100.79634080800272,0.0009988329241647012,0.0010033533030104488,0.001010957877892283,0.001036237317788225,0.0010124056577835857,0.001036237317788225,0.031473051691055305
171,2028004.IB,AAA,100.4959,100.50085545677854,100.50156450486148,100.50245486215614,100.50637584760928,100.50269695664073,100.50637584760928,4.931003930043069e-05,5.6365531941812416e-05,6.522516994361173e-05,0.00010424154228452331,6.763416856535542e-05,0.00010424154228452331,0.02871106495857239
172,2028005.IB,AAA,100.5167,100.17780468693202,100.17863989447001,100.17946740173775,100.18406206688118,100.17975923722615,100.18406206688118,0.003371532422651952,0.003363223280608999,0.003354990745440778,0.003309280279981514,0.0033520873921830865,0.003309280279981514,0.025832680559158334
173,2028007.IB,AAA,100.3011,100.28724753177394,100.288209628476,100.28892437000802,100.2942063355717,100.28926747737799,100.2942063355717,0.00013810883655376003,0.00012851675130191506,0.0001213907922444183,6.872969915887454e-05,0.00011797001849446378,6.872969915887454e-05,0.02679667630195618
174,2028008.IB,AAA,100.3409,100.2873725141291,100.28833520730332,100.28903662427788,100.29431527898613,100.28937976898001,100.29431527898613,0.0005334563061613122,0.0005238620811322747,0.0005168717414545909,0.00046426453234794485,0.0005134519524938731,0.00046426453234794485,0.026802655744552616
175,2028009.IB,AAA,99.9503,99.99690911432269,99.99822851058566,99.99827556728671,100.00555632917064,99.9987682352899,100.00555632917064,0.00046632290571105723,0.00047952342900084617,0.00047999422999943787,0.0005528380522184152,0.0004849233598088535,0.0005528380522184152,0.024409766626358034
176,2028010.IB,AAA,99.8902,99.4958241666037,99.4972485668193,99.49702054917348,99.50491114505715,99.49755967664206,99.50491114505715,0.003948093340450777,0.00393383368118893,0.003936116364032793,0.0038571236712194273,0.003930719163220595,0.0038571236712194273,0.020347436475753794
177,2028011.IB,AAA,99.8401,99.3813687615674,99.38285392824788,99.38244139424762,99.39067584877205,99.38300743841876,99.39067584877205,0.004594659244457943,0.0045797837918043335,0.00458391573879018,0.00450143931374226,0.004578246231536711,0.00450143931374226,0.0194749858379364
178,2028012.IB,AAA,99.6774,99.4707451806581,99.47238196362937,99.47143283577097,99.48051132822476,99.47206598925838,99.48051132822476,0.0020732364542203814,0.002056815650996432,0.0020663376475413366,0.0019752589029734036,0.002059985621029674,0.0019752589029734036,0.020352045965194708
179,2028015.IB,AAA,99.7666,99.56944778296523,99.57118889801305,99.56975943406887,99.57939865391664,99.57043747972263,99.57939865391664,0.0019761344681964678,0.00195868258502293,0.001973010666206184,0.0018763929620068812,0.0019662143470597264,0.0018763929620068812,0.021229718542099006
180,2028016.IB,AAA,100.069,99.66447654829174,99.66585399075748,99.67362291748402,99.6941886047647,99.67348414164341,99.6941886047647,0.004042445229873963,0.004028680303016111,0.003951044604382755,0.0037455295369724696,0.0039524314058958215,0.0037455295369724696,0.026266084788784616
181,2028019.IB,AAA,99.9042,99.70774329077847,99.70973140206425,99.70688754534034,99.71784610238629,99.70766846224748,99.71784610238629,0.001966450952227595,0.0019465507749999798,0.001975016612511451,0.001865325958405288,0.0019671999550821694,0.001865325958405288,0.022506111955642706
182,2028020.IB,AAA,99.9568,100.06533175853629,100.06736351987055,100.06425043521286,100.07544086399375,100.06504871491522,100.07544086399375,0.0010857866451935963,0.0011061130395386086,0.001074968738623628,0.001186921389977939,0.0010829549857060254,0.001186921389977939,0.02522077889442445
183,2028021.IB,AAA,100.6057,100.51747238941348,100.51904993040523,100.52907840457519,100.552378001662,100.52890274435688,100.552378001662,0.0008769643329007653,0.0008612838993691992,0.0007616029253293905,0.0005300097145389598,0.000763348951829913,0.0005300097145389598,0.029013663434982302
184,2028027.IB,AAA,100.9218,100.8608110173913,100.86342763461212,100.85340526636806,100.86769966248077,100.85434588768813,100.86769966248077,0.0006043192115945767,0.0005783920360901415,0.0006777002950001655,0.0005360619560811477,0.0006683799963127747,0.0005360619560811477,0.03082467703819275
185,2028028.IB,AAA,100.9985,100.92258277044924,100.925209376739,100.91489144854042,100.9292371305533,100.91582766770492,100.9292371305533,0.0007516669014962418,0.0007256605123937682,0.0008278197345464613,0.0006857811694896778,0.0008185501002003964,0.0006857811694896778,0.03122246308326721
186,2028029.IB,AAA,101.0811,100.90546515068786,100.90808225567353,100.89805980050994,100.91235910181452,100.89900051702506,100.91235910181452,0.001737563692046747,0.0017116725513124827,0.0018108251640520873,0.00166936151452141,0.0018015186120347725,0.00166936151452141,0.031123971509933478
187,2028030.IB,AAA,101.1971,101.31370979811021,101.31635295061623,101.30562299499394,101.32005413856065,101.30655391480127,101.32005413856065,0.0011523037528763582,0.001178422609108648,0.0010723923412225573,0.0012149966605826041,0.0010815914171578465,0.0012149966605826041,0.03375558705329896
188,2028031.IB,AAA,101.2507,101.4753395221698,101.47799595878294,101.4665971237867,101.48108909185562,101.46751175242358,101.48108909185562,0.002218646608564775,0.002244882838172439,0.00213230253012279,0.0022754320894139766,0.0021413358369234098,0.0022754320894139766,0.03473769841194153
189,2028036.IB,AAA,101.3809,101.23930938875549,101.24191297475147,101.22831298124015,101.24245815681142,101.2291100436656,101.24245815681142,0.0013966201843198275,0.00137093895643583,0.0015050864488266105,0.0013655613945878706,0.00149722439171873,0.0013655613945878706,0.03303230506918149
190,2028043.IB,AAA,101.5179,101.5094268647435,101.5116569353891,101.49695111503404,101.50895228533703,101.49746356818135,101.50895228533703,8.346444574301086e-05,6.14971804075862e-05,0.00020635656338400128,8.813928049108755e-05,0.00020130865412554898,8.813928049108755e-05,0.03436757167437453
191,2028046.IB,AAA,101.6519,101.4914808895966,101.49354796855474,101.47916213350267,101.49024001388463,101.47958786592835,101.49024001388463,0.0015781221049817648,0.001557787227245741,0.0016993077994344296,0.0015903292128860097,0.001695119659068311,0.0015903292128860097,0.034186816072464
192,2028047.IB,AAA,101.6037,101.53065650767175,101.53267437509388,101.51843103239561,101.52923002851307,101.51883288558261,101.52923002851307,0.0007189058304791363,0.0006990456539095269,0.0008392309296255184,0.0007329454683927271,0.000835275825756267,0.0007329454683927271,0.0343907618045807
193,2028054.IB,AAA,101.6906,101.65330423072112,101.65457447913411,101.644180333552,101.65088791193816,101.64432267359753,101.65088791193816,0.0003667572939768715,0.0003542659878680161,0.00045647942334889135,0.00039051877028798473,0.00045507968683904636,0.00039051877028798473,0.03484176650047303
194,2120003.IB,AAA,101.6294,101.63246521787582,101.6325015102494,101.63215542093478,101.63234821136521,101.63215435950949,101.63234821136521,3.016073966602771e-05,3.051784473187747e-05,2.711243926241366e-05,2.9009433935533942e-05,2.7101995185263506e-05,2.9009433935533942e-05,0.034504226160049445
195,2120004.IB,AAA,101.6654,101.7338676806454,101.73389071830739,101.7335338835469,101.73315348449201,101.7335352349884,101.73315348449201,0.0006734609871735898,0.0006736875899508339,0.0006701776961177755,0.0006664360194520633,0.0006701909891505809,0.0006664360194520633,0.034994733858108536
196,2120005.IB,AAA,101.7322,101.64832065708764,101.64841262715358,101.64690607029058,101.64517821412696,101.64690608484656,101.64517821412696,0.0008245112453320415,0.000823607204468499,0.0008384162507979027,0.0008554006093748923,0.0008384161077165624,0.0008554006093748923,0.0344891727924347
197,2120009.IB,AAA,101.7954,101.8931002458836,101.89345318792104,101.8880792496211,101.88127291973097,101.88805761058688,101.88127291973097,0.0009597707350587664,0.00096323790584878,0.0009104463425763767,0.0008435834991657208,0.0009102337687840833,0.0008435834991657208,0.035428606081008916
198,2120010.IB,AAA,101.7188,101.87674362007758,101.87721998467481,101.870279662392,101.8611177278827,101.87024183001483,101.8611177278827,0.0015527475754489293,0.0015574307274054333,0.0014892002500225333,0.001399129048737287,0.0014888283190013264,0.001399129048737287,0.035214013855881895
199,2120011.IB,AAA,101.5968,101.75367105853627,101.754146532452,101.74721132971234,101.7380531485677,101.74717330080806,101.7380531485677,0.0015440551133132938,0.0015487351220904184,0.0014804731026207623,0.0013903306852942152,0.0014800987905923798,0.0013903306852942152,0.03462513661384583
200,2120012.IB,AAA,101.7184,101.85636513872042,101.85684460957805,101.84989370413663,101.84074692456932,101.84985709231057,101.84074692456932,0.0013563439723827519,0.0013610576805970671,0.0012927228912038592,0.001202800324909887,0.0012923629580348208,0.001202800324909887,0.03511649851799012
201,2120016.IB,AAA,101.7043,102.13694745495654,102.13748615289977,102.12985201353077,102.11959000259529,102.1298055301523,102.11959000259529,0.0042539740694989055,0.004259270777142804,0.004184208666996007,0.004083308204228185,0.00418375162261864,0.004083308204228185,0.036383334493637086
202,2120021.IB,AA+,101.3993,102.76876699967019,102.76934627198595,102.76131322156091,102.75044570048884,102.76126271927167,102.75044570048884,0.013505684947235284,0.013511397731404022,0.013432175779920716,0.013325000276025996,0.013431677726292722,0.013325000276025996,0.0393213267326355
203,2120025.IB,AAA,101.6551,101.74561040022846,101.74626494149982,101.73747383215536,101.72510514158384,101.73740395948663,101.72510514158384,0.0008903675293069716,0.0008968063727231822,0.0008103266058993092,0.0006886535115683771,0.0008096392555476612,0.0006886535115683771,0.034409475295012364
204,2120026.IB,AAA,101.7064,101.7077325609073,101.7084081300203,101.69943334890328,101.68665492698896,101.69935856590097,101.68665492698896,1.3102035931865813e-05,1.974438206740494e-05,6.849766678122639e-05,0.00019413795996159103,6.923294993271606e-05,0.00019413795996159103,0.03420991460311139
205,2120027.IB,AA+,101.1925,102.38431045924816,102.38499306845517,102.37597624147942,102.3631782536361,102.37590285503067,102.3631782536361,0.011777656044155049,0.011784401694346698,0.011695296009876479,0.011568824306505894,0.011694570793593186,0.011568824306505894,0.03734627580642702
206,2120028.IB,AAA,101.7064,101.7077325609073,101.7084081300203,101.69943334890328,101.68665492698896,101.69935856590097,101.68665492698896,1.3102035931865813e-05,1.974438206740494e-05,6.849766678122639e-05,0.00019413795996159103,6.923294993271606e-05,0.00019413795996159103,0.03420991460311139
207,2120029.IB,AAA,101.5354,101.75001867955359,101.75069468867248,101.7417172796893,101.72893763490438,101.74164258397155,101.72893763490438,0.0021137325460242966,0.002120390412333888,0.0020319738700916266,0.0019061099370701038,0.0020312382082658727,0.0019061099370701038,0.03440597634315492
208,2120030.IB,AAA,101.5367,101.75590284690534,101.75660557599883,101.7474287821057,101.73413727324068,101.74734754277553,101.73413727324068,0.0021588533693270204,0.002165774306224615,0.0020753952226702684,0.0019444917280222877,0.0020745951244774824,0.0019444917280222877,0.03440405840873719
