,Symbol,Latest Bond Rating,estimated_clean_price_SHCH,zero_curve_clean_price,log_linear_clean_price,cubic_zero_curve_clean_price,natural_cubic_curve_clean_price,log_cubic_curve_clean_price,monotonic_cubic_curve_clean_price,tol_valuation_ratio1,tol_valuation_ratio2,tol_valuation_ratio3,tol_valuation_ratio4,tol_valuation_ratio5,tol_valuation_ratio6,holding_1year_return
58,1920060.IB,AAA,100.7948,101.10272893083564,101.10278936615974,101.10167085637676,101.10233868930705,101.10167414091282,101.10233868930705,0.003055008103946272,0.0030556076916641063,0.0030445107919928557,0.0030511364604826,0.0030445433783570686,0.0030511364604826,0.0
59,1920061.IB,AAA,100.7836,100.72482696737812,100.72488707072816,100.72377470497175,100.72443886946452,100.72377797146568,100.72443886946452,0.0005831606791371418,0.0005825643187170202,0.0005936014890146948,0.0005870114833711634,0.0005935690780476921,0.0005870114833711634,0.0
60,1920062.IB,AAA,102.8085,102.78655462766955,102.78757867268232,102.78376668227448,102.76552771910333,102.7836430791973,102.76552771910333,0.00021345873473934245,0.0002034980309768165,0.00024057658389646782,0.0004179837357481439,0.00024177884905130173,0.0004179837357481439,0.03733793210983277
61,1920063.IB,AA+,100.5586,100.91315368215214,100.91317297236985,100.9127591799459,100.91297910223248,100.91275853322705,100.91297910223248,0.003525841471064074,0.0035260333016753557,0.003521918363480554,0.0035241053697295443,0.0035219119322171355,0.0035241053697295443,0.0
62,1920064.IB,AA,100.7099,101.34974666729605,101.34975937473064,101.3494754305755,101.34962412736398,101.34947451651527,101.34962412736398,0.006353364140923991,0.006353490319528006,0.006350670893084896,0.00635214737939345,0.0063506618169143995,0.00635214737939345,0.0
63,1920067.IB,AAA,100.8852,101.0462215351817,101.04624999212282,101.04539409284087,101.0443601829891,101.0453805322355,101.0443601829891,0.0015960867915383353,0.0015963688640437525,0.0015878849706485,0.0015776365907893093,0.0015877505544470403,0.0015776365907893093,0.0
64,1920068.IB,AAA,100.8,100.92340633900216,100.92343475207899,100.92258017210231,100.92154785594587,100.92256663239962,100.92154785594587,0.001224269236132529,0.0012245511118947666,0.0012160731359356887,0.0012058319042249738,0.001215938813488344,0.0012058319042249738,0.0
65,1920069.IB,AAA,100.8511,101.0953879086089,101.09542129253153,101.09448417203323,101.09327813005574,101.09446591563164,101.09327813005574,0.0024222632039600607,0.002422594225858951,0.0024133021061072315,0.0024013434663155303,0.0024131210827808753,0.0024013434663155303,0.0
66,1920072.IB,AA+,100.7037,101.10332717788651,101.10337825295557,101.10239342272826,101.10056424275541,101.10234914601746,101.10056424275541,0.003968346524373136,0.003968853706026366,0.003959074221982484,0.0039409102421799095,0.003958634548854332,0.0039409102421799095,0.0
67,1920075.IB,AAA,100.9603,101.27024699903401,101.27029907353783,101.2693268329705,101.26746204419592,101.2692805505494,101.26746204419592,0.003069988887057696,0.00307050467894632,0.0030608747494857147,0.003042404234099143,0.003060416327500936,0.003042404234099143,0.0
68,1920077.IB,AAA,100.7381,100.90880967081179,100.90886061277021,100.90787834918392,100.90605393637613,100.90783418786596,100.90605393637613,0.0016945889470993474,0.0016950946342070105,0.0016853439680112555,0.0016672335132002908,0.0016849055904961056,0.0016672335132002908,0.0
69,1920080.IB,AAA,100.6475,100.83637098020405,100.83642714604055,100.83558360412471,100.83357201686381,100.83552648983529,100.83357201686381,0.0018765590819847292,0.001877117127008175,0.0018687359758038063,0.001848749515525156,0.0018681685072683852,0.001848749515525156,0.0
70,1920081.IB,AAA,102.3604,102.99690115944091,102.99756150211583,102.99671109766909,102.98505890358584,102.99666168169618,102.98505890358584,0.0062182363437512074,0.00622468749746807,0.0062163795537052745,0.006102544573739837,0.006215896789150719,0.006102544573739837,0.037762295246124275
71,1920083.IB,AAA,100.7169,100.8627171304226,100.86277626744571,100.86228101305397,100.86015726025572,100.86220781222636,100.86015726025572,0.0014477920827845171,0.0014483792436593543,0.0014434619518072726,0.0014223755919386214,0.0014427351539450018,0.0014223755919386214,0.0
72,1920084.IB,AAA,100.8827,101.15095564609874,101.15101468600977,101.15037786736178,101.1482603646033,101.15030940951638,101.1482603646033,0.0026590847201624964,0.002659669953418907,0.0026533574870793828,0.0026323677360271178,0.002652678898526525,0.0026323677360271178,0.0
73,1920086.IB,AAA,100.6412,100.83688381136626,100.83694293123992,100.83644782046957,100.83432468354935,100.83637464086983,100.83432468354935,0.0019443708080414935,0.0019449582401632724,0.001940038676700746,0.0019189425756981908,0.0019393115430841141,0.0019189425756981908,0.0
74,1920087.IB,AAA,102.268,102.91040239994892,102.91094774432982,102.91055791087065,102.90090519020254,102.91052286508675,102.90090519020254,0.006281558258193382,0.006286890760842266,0.006283078879714574,0.006188692359316067,0.006282736193987823,0.006188692359316067,0.037378125667572024
75,1920089.IB,AA+,101.0059,101.26462520803578,101.26468394630494,101.26433356469795,101.26222062384603,101.26425638746133,101.26222062384603,0.0025614860917608203,0.00256206762481147,0.0025585987026297725,0.0025376797181752425,0.0025578346162088875,0.0025376797181752425,0.0
76,1920090.IB,AAA,100.9758,101.2719644022351,101.27201959907632,101.27192326018455,101.26992993390682,101.27184364587467,101.26992993390682,0.002933023578274125,0.0029335702126282656,0.002932616133613636,0.002912875499939754,0.002931827684204149,0.002912875499939754,0.0
77,1921003.IB,AA-,100.128,100.24396274657732,100.2439840960055,100.24371641571662,100.24338019113067,100.24372608195932,100.24338019113067,0.0011581450401218847,0.001158358261480355,0.0011556848805191282,0.001152326932832661,0.0011557814193764314,0.001152326932832661,0.0
78,1921005.IB,AAA,100.1495,100.17418202245187,100.17436225607722,100.17193863330412,100.16994097683329,100.17200918899151,100.16994097683329,0.0002464517791089323,0.0002482514248919203,0.00022405137623372605,0.00020410463190814894,0.00022475587987465074,0.00020410463190814894,0.0
79,1921007.IB,AA+,100.1886,100.21612156628709,100.21641410080763,100.21216766033437,100.20985062519605,100.21225435491887,100.20985062519605,0.00027469758322895034,0.00027761742161914435,0.00023523295399256074,0.0002121062196303818,0.00023609826785557682,0.0002121062196303818,0.0
80,1921008.IB,AAA,100.1693,100.19547521129623,100.19573255068838,100.19209747045218,100.1897658075702,100.19218322136528,100.1897658075702,0.00026130971561366516,0.00026387876014277186,0.00022758939567487857,0.00020431217518930458,0.00022844545549660964,0.00020431217518930458,0.0
81,1921010.IB,AA,100.1844,100.23143479727649,100.23170227439434,100.22789790892175,100.22555085256417,100.22798462885822,100.22555085256417,0.00046948224750056406,0.00047215209547933927,0.00043417846412965145,0.00041075110061219284,0.0004350440673221269,0.00041075110061219284,0.0
82,1921012.IB,AAA,100.1736,100.21835583068523,100.21866835226045,100.21404015912704,100.21183042834168,100.21412373301348,100.21183042834168,0.00044678269209884563,0.00044990249187867664,0.00040370076673938287,0.0003816417533331281,0.0004045350572754365,0.0003816417533331281,0.0
83,1921014.IB,A+,100.1108,100.33085085915523,100.33117085545992,100.32640068766996,100.32422848708238,100.32648310924465,100.32422848708238,0.0021980731265281704,0.002201269547940071,0.002153620665002798,0.0021319227004716968,0.002154443968529379,0.0021319227004716968,0.0
84,1921018.IB,AAA,100.2983,100.35269685978595,100.35269857704546,100.35251252946429,100.3524280157244,100.3525126919799,100.3524280157244,0.0005423507655259682,0.0005423678870475486,0.0005405129445294121,0.0005396703206774366,0.000540514564852035,0.0005396703206774366,0.0
85,1921019.IB,AAA,102.7811,103.26332125804345,103.26412250077391,103.25436768970262,103.23941519175992,103.25427057537601,103.23941519175992,0.004691730853663294,0.0046995264768903335,0.004604617869458721,0.004459138808204256,0.004603673003850092,0.004459138808204256,0.04114986085891724
86,1921020.IB,AA,100.3584,100.35851411929593,100.35854428143968,100.35799752113313,100.358026360834,100.3579959011812,100.358026360834,1.1371175300675055e-06,1.4376618167879545e-06,4.0104153401647444e-06,3.7230482550525084e-06,4.02655700773637e-06,3.7230482550525084e-06,0.0
87,1921023.IB,AA,100.5134,100.67251576825275,100.6725494595806,100.67246354311426,100.6717838302633,100.67245736071668,100.6717838302633,0.001583030404431117,0.0015833655968317635,0.0015825108205896655,0.0015757484102944467,0.0015824493123968862,0.0015757484102944467,0.0
88,1921026.IB,AAA,100.554,100.64386641845898,100.64394748085871,100.64405886483394,100.64498498266451,100.64406875163087,100.64498498266451,0.000893713014489547,0.0008945191723721733,0.0008956268754493616,0.0009048370295016469,0.0008957251987078234,0.0009048370295016469,0.0
89,1921029.IB,AA+,100.5335,100.658327984872,100.65844523520818,100.65811589803644,100.6594397366852,100.65813617362652,100.6594397366852,0.0012416556160085828,0.0012428218972598511,0.00123954600244136,0.0012527141369314417,0.0012397476823796337,0.0012527141369314417,0.0
90,1921034.IB,AAA,100.7264,100.7012053346299,100.70129695825109,100.69981371491093,100.70082459300717,100.69982303846133,100.70082459300717,0.0002501297114767734,0.00024922008280754807,0.000263945550412474,0.00025390967008479085,0.0002638529872870067,0.00025390967008479085,0.0
91,1921035.IB,AA,100.7222,100.97844476236173,100.97846406361616,100.9780500344452,100.97827008255801,100.97804938735632,100.97827008255801,0.0025440743188863196,0.002544265947488811,0.0025401553425680023,0.0025423400457695654,0.0025401489180768566,0.0025423400457695654,0.0
92,1921039.IB,AA-,100.6067,101.39739638367143,101.39743990076887,101.3964125905232,101.39485076935564,101.39638170502248,101.39485076935564,0.00785928157539638,0.007859714122109855,0.007849502970708655,0.00783397894330734,0.00784919597822485,0.00783397894330734,0.0
93,1921042.IB,AAA,100.8019,100.963790108944,100.96384821784432,100.96311618111457,100.96103362289188,100.96305230311029,100.96103362289188,0.001606022395847628,0.0016065988621674007,0.001599336729908546,0.0015786768195031249,0.0015987030314933036,0.0015786768195031249,0.0
94,1921044.IB,A+,103.1216,105.05724681700873,105.0579235882968,105.05697407568246,105.04528237056425,105.05692554664583,105.04528237056425,0.01877052738716943,0.018777090234216705,0.01876788253559352,0.01865450468732303,0.018767411935480326,0.01865450468732303,0.045221529006958014
95,1921045.IB,AA-,100.917,101.8305538326301,101.8306133478751,101.8299714021606,101.82783685125568,101.82990239315681,101.82783685125568,0.009052526656857619,0.009053116401350607,0.009046755275727514,0.00902560372638585,0.009046071456313731,0.00902560372638585,0.0
96,1921046.IB,AA+,100.958,101.06590753016559,101.06596651334822,101.06533030658625,101.06321483842622,101.06526191451843,101.06321483842622,0.0010688358541729285,0.0010694200890292657,0.0010631183916702885,0.0010421644488423012,0.0010624409607800464,0.0010421644488423012,0.0
97,1921047.IB,AAA,100.8292,100.9135796614353,100.91363842184566,100.913252514659,100.91113972916443,100.91317641461508,100.91113972916443,0.0008368573928515423,0.000837440164611651,0.000833612829011901,0.0008126587254925374,0.0008328580868942714,0.0008126587254925374,0.0
98,1921050.IB,AA+,100.9331,101.03716381397548,101.03721957687502,101.0370885948854,101.03507613586028,101.0370091692687,101.03507613586028,0.0010310177134704684,0.001031570187332217,0.001030272476377004,0.001010333932677026,0.0010294855628996211,0.001010333932677026,0.0
99,1921051.IB,AA,100.9118,101.10276994890658,101.10282504479093,101.10272888210626,101.10073920168904,101.10264941341359,101.10073920168904,0.0018924441830052022,0.0018929901635976506,0.0018920372256392526,0.0018723202012949757,0.0018912497191962473,0.0018723202012949757,0.0
100,1926001.IB,AAA,100.152,100.1647101265919,100.16485369022642,100.16296415858466,100.16124568157916,100.16302349461037,100.16124568157916,0.00012690836520387085,0.0001283418226937213,0.00010947518356753782,9.231649471961899e-05,0.00011006764328590763,9.231649471961899e-05,0.0
101,1926004.IB,AAA,100.4648,100.52932699205807,100.52937880833517,100.52828593422696,100.52713383650226,100.52827393291602,100.52713383650226,0.0006422845818443607,0.0006428003473372802,0.0006319221680325915,0.0006204544925412868,0.0006318027101634148,0.0006204544925412868,0.0
102,1926005.IB,AAA,100.5817,100.68041478390512,100.680551127793,100.67951718170814,100.68104079277647,100.67954274026171,100.68104079277647,0.0009814388094963919,0.000982794363119706,0.0009725146990768447,0.000987662693874468,0.0009727688064698794,0.000987662693874468,0.0
103,1928005.IB,AAA,100.1953,100.19938222408942,100.19969438469742,100.19507153719805,100.19286435868561,100.19515501455535,100.19286435868561,4.074267045875237e-05,4.385819192537125e-05,2.2801748381077013e-06,2.4308937788419224e-05,1.447028400026121e-06,2.4308937788419224e-05,0.0
104,1928015.IB,AAA,100.4827,100.4753287549618,100.47536392232155,100.47524422852192,100.47453227582702,100.47523760558074,100.47453227582702,7.335834962834811e-05,7.30083654046464e-05,7.419955353586317e-05,8.12848796158726e-05,7.426546479393531e-05,8.12848796158726e-05,0.0
