date,GLM,BYD,ETF500,ETFW,SCYY,SJHB
2019-02-15,4.2100,8.6200,21.0100,51.6700,,
2019-02-16,4.2100,8.6200,21.0100,51.6700,,
2019-02-17,4.2100,8.6200,21.0100,51.6700,,
2019-02-18,4.3400,8.9800,21.5700,52.4500,,
2019-02-19,4.3800,9.2700,21.4500,51.7400,,
2019-02-20,4.5200,9.1000,21.0700,52.3600,,
2019-02-21,4.4500,8.8800,20.8700,51.9400,,
2019-02-22,4.4900,9.1100,21.1000,51.8800,,
2019-02-23,4.4900,9.1100,21.1000,51.8800,,
2019-02-24,4.4900,9.1100,21.1000,51.8800,,
2019-02-25,4.7700,9.7800,21.8800,55.0600,,
2019-02-26,4.8000,9.7400,21.4200,56.7400,,
2019-02-27,4.7600,9.6700,20.7200,54.9600,,
2019-02-28,4.7200,9.7100,21.1000,54.5100,,
2019-03-01,4.7200,10.0400,21.7200,53.8000,,
2019-03-02,4.7200,10.0400,21.7200,53.8000,,
2019-03-03,4.7200,10.0400,21.7200,53.8000,,
2019-03-04,4.8300,11.0400,22.1300,53.6800,,
2019-03-05,5.1500,11.9400,22.1700,54.0800,,
2019-03-06,5.3300,11.8000,22.2000,54.4400,,
2019-03-07,5.3800,11.6900,22.4800,53.3800,,
2019-03-08,5.1100,10.7300,21.2100,51.1200,,
2019-03-09,5.1100,10.7300,21.2100,51.1200,,
2019-03-10,5.1100,10.7300,21.2100,51.1200,,
2019-03-11,5.2900,11.4400,21.7000,52.3700,,
2019-03-12,5.2800,11.4200,22.4100,51.9900,,
2019-03-13,5.1600,11.1100,21.9900,52.0000,,
2019-03-14,5.0200,10.6800,21.7900,54.5700,,
2019-03-15,5.1500,10.7400,21.7300,55.3900,,
2019-03-16,5.1500,10.7400,21.7300,55.3900,,
2019-03-17,5.1500,10.7400,21.7300,55.3900,,
2019-03-18,5.2400,11.0000,22.1500,55.6600,,
2019-03-19,5.2000,11.0800,22.0000,55.9900,,
2019-03-20,5.1500,11.5700,22.4500,55.4000,,
2019-03-21,5.2300,11.3900,22.7100,55.0500,,
2019-03-22,5.2000,11.2500,23.6900,57.0000,,
2019-03-23,5.2000,11.2500,23.6900,57.0000,,
2019-03-24,5.2000,11.2500,23.6900,57.0000,,
2019-03-25,5.2600,10.8300,22.6800,56.5000,,
2019-03-26,5.0400,10.2900,22.3100,55.2500,,
2019-03-27,5.0200,10.2600,22.9100,54.7100,,
2019-03-28,4.9100,10.1200,22.3600,52.7700,,
2019-03-29,5.0400,10.4500,23.2000,53.4900,,
2019-03-30,5.0400,10.4500,23.2000,53.4900,,
2019-03-31,5.0400,10.4500,23.2000,53.4900,,
2019-04-01,5.3000,10.8200,23.6100,54.4500,,
2019-04-02,5.3600,10.8200,23.8500,54.6800,,
2019-04-03,5.3200,10.9100,23.8300,54.3900,,
2019-04-04,5.4000,11.1700,24.0500,55.1900,,
2019-04-05,5.4000,11.1700,24.0500,55.1900,,
2019-04-06,5.4000,11.1700,24.0500,55.1900,,
2019-04-07,5.4000,11.1700,24.0500,55.1900,,
2019-04-08,5.6400,11.0600,23.3000,53.4400,,
2019-04-09,5.5300,11.0000,23.2200,54.9300,,
2019-04-10,5.4300,10.5500,23.1500,55.5200,,
2019-04-11,5.3300,10.2200,22.7200,54.9300,,
2019-04-12,5.3100,10.2200,22.5100,54.0900,,
2019-04-13,5.3100,10.2200,22.5100,54.0900,,
2019-04-14,5.3100,10.2200,22.5100,54.0900,,
2019-04-15,5.2100,10.0900,22.3200,53.5400,,
2019-04-16,5.3300,11.1000,22.9900,56.7300,,
2019-04-17,5.5900,11.3600,22.8100,62.4000,,
2019-04-18,5.4100,12.5000,22.8700,59.3200,,
2019-04-19,5.5300,12.0300,23.0200,60.1300,,
2019-04-20,5.5300,12.0300,23.0200,60.1300,,
2019-04-21,5.5300,12.0300,23.0200,60.1300,,
2019-04-22,5.3700,11.9600,22.7400,57.7100,,
2019-04-23,5.2100,11.4800,22.7400,56.9600,,
2019-04-24,5.2700,11.7300,22.4300,58.1500,,
2019-04-25,4.9900,10.7300,22.3200,56.1600,,
2019-04-26,4.9800,10.4000,22.1100,55.3600,,
2019-04-27,4.9800,10.4000,22.1100,55.3600,,
2019-04-28,4.9800,10.4000,22.1100,55.3600,,
2019-04-29,4.7800,9.5100,22.5400,55.6500,,
2019-04-30,4.8400,9.7000,22.5700,56.9000,,
2019-05-01,4.8400,9.7000,22.5700,56.9000,,
2019-05-02,4.8400,9.7000,22.5700,56.9000,,
2019-05-03,4.8400,9.7000,22.5700,56.9000,,
2019-05-04,4.8400,9.7000,22.5700,56.9000,,
2019-05-05,4.8400,9.7000,22.5700,56.9000,,
2019-05-06,4.3800,8.7300,21.7200,52.0500,,0.9080
2019-05-07,4.4800,8.6000,22.0700,53.0100,,0.9510
2019-05-08,4.4800,8.4000,21.7000,51.8500,,0.9530
2019-05-09,4.5000,8.4300,21.0700,51.1100,,0.9150
2019-05-10,4.6100,8.7000,21.5100,52.2600,,0.9670
2019-05-11,4.6100,8.7000,21.5100,52.2600,,0.9670
2019-05-12,4.6100,8.7000,21.5100,52.2600,,0.9670
2019-05-13,4.5300,8.3900,21.1100,51.0200,,0.9720
2019-05-14,4.4800,8.3100,21.2700,50.1900,,0.9640
2019-05-15,4.4900,8.4300,21.8000,51.2900,,1.0190
2019-05-16,4.5900,8.5300,21.7400,51.4700,,1.0310
2019-05-17,4.4300,7.8700,21.2000,50.2200,,1.0000
2019-05-18,4.4300,7.8700,21.2000,50.2200,,1.0000
2019-05-19,4.4300,7.8700,21.2000,50.2200,,1.0000
2019-05-20,4.3800,8.0100,21.0600,49.0000,,0.9760
2019-05-21,4.5100,8.0700,21.4200,49.4000,,0.9910
2019-05-22,4.4500,7.9300,21.3000,48.9300,,0.9790
2019-05-23,4.3800,7.7200,21.0900,47.5900,,0.9460
2019-05-24,4.3700,7.6200,21.2900,48.6100,,0.9580
2019-05-25,4.3700,7.6200,21.2900,48.6100,,0.9580
2019-05-26,4.3700,7.6200,21.2900,48.6100,,0.9580
2019-05-27,4.4900,7.8400,21.7600,48.8100,,0.9650
2019-05-28,4.4700,7.7500,21.8600,50.5000,,0.9660
2019-05-29,4.5000,7.8100,21.6300,49.6000,,0.9780
2019-05-30,4.5600,7.7100,21.5200,48.3700,,0.9710
2019-05-31,4.4900,7.7400,21.4000,48.2500,,0.9590
2019-06-01,4.4900,7.7400,21.4000,48.2500,,0.9590
2019-06-02,4.4900,7.7400,21.4000,48.2500,,0.9590
2019-06-03,4.4500,7.4700,21.1600,48.7900,,0.9500
2019-06-04,4.3600,7.4700,20.4900,48.5100,,0.9240
2019-06-05,4.3400,7.4700,20.6000,48.9000,,0.9260
2019-06-06,4.2800,7.3300,20.5100,49.3700,,0.9150
2019-06-07,4.2800,7.3300,20.5100,49.3700,,0.9150
2019-06-08,4.2800,7.3300,20.5100,49.3700,,0.9150
2019-06-09,4.2800,7.3300,20.5100,49.3700,,0.9150
2019-06-10,4.3100,7.2400,20.8800,50.9000,,0.9330
2019-06-11,4.4600,7.6300,21.2900,51.5500,,0.9810
2019-06-12,4.4600,7.4800,21.0700,50.7500,,0.9690
2019-06-13,4.4500,7.6100,20.7400,50.2200,,0.9660
2019-06-14,4.3400,7.3600,20.6400,49.3500,,0.9550
2019-06-15,4.3400,7.3600,20.6400,49.3500,,0.9550
2019-06-16,4.3400,7.3600,20.6400,49.3500,,0.9550
2019-06-17,4.3000,7.3600,20.0400,49.1000,,0.9500
2019-06-18,4.3000,7.3000,20.2900,49.2000,,0.9500
2019-06-19,4.3800,7.4900,20.7900,49.6000,,0.9630
2019-06-20,4.6600,8.0900,21.3200,50.2900,,1.0040
2019-06-21,4.7300,8.2000,22.2600,50.5500,,1.0130
2019-06-22,4.7300,8.2000,22.2600,50.5500,,1.0130
2019-06-23,4.7300,8.2000,22.2600,50.5500,,1.0130
2019-06-24,5.0600,8.1500,22.3400,50.7600,,1.0280
2019-06-25,4.9200,8.2800,22.3600,49.9000,,1.0270
2019-06-26,4.7800,8.0600,22.8000,50.0300,,1.0270
2019-06-27,4.7500,8.0400,23.2200,50.5400,,1.0630
2019-06-28,4.7100,7.9300,23.1400,50.7200,,1.0630
2019-06-29,4.7100,7.9300,23.1400,50.7200,,1.0630
2019-06-30,4.7100,7.9300,23.1400,50.7200,,1.0630
2019-07-01,4.8400,8.2200,23.3900,51.9100,,1.1180
2019-07-02,4.9800,8.1200,23.5100,53.1800,,1.1180
2019-07-03,5.0100,8.2100,23.2300,53.4000,,1.0960
2019-07-04,4.9600,8.2600,22.9300,53.2400,,1.0790
2019-07-05,4.8400,8.1200,23.0500,53.2600,,1.1060
2019-07-06,4.8400,8.1200,23.0500,53.2600,,1.1060
2019-07-07,4.8400,8.1200,23.0500,53.2600,,1.1060
2019-07-08,4.6100,7.8400,22.6800,52.3200,,1.0840
2019-07-09,4.6400,7.6100,23.2000,54.8900,,1.0920
2019-07-10,4.5300,7.4700,23.4200,53.9000,,1.0960
2019-07-11,4.5000,7.4100,24.4000,53.2500,,1.0840
2019-07-12,4.5100,7.4800,24.2100,54.2600,,1.0970
2019-07-13,4.5100,7.4800,24.2100,54.2600,,1.0970
2019-07-14,4.5100,7.4800,24.2100,54.2600,,1.0970
2019-07-15,4.5700,7.7800,24.5700,55.3500,,1.0890
2019-07-16,4.5600,7.8300,24.8100,54.7800,,1.0760
2019-07-17,4.5500,7.9500,24.8000,54.6500,,1.0730
2019-07-18,4.7000,7.7100,24.3700,53.4500,,1.0550
2019-07-19,4.7800,7.8400,24.2200,53.9300,,1.0650
2019-07-20,4.7800,7.8400,24.2200,53.9300,,1.0650
2019-07-21,4.7800,7.8400,24.2200,53.9300,,1.0650
2019-07-22,4.5300,7.5800,24.1000,54.9000,,1.0590
2019-07-23,4.5300,7.5700,25.2800,56.3300,,1.0480
2019-07-24,4.5600,7.7200,24.9800,56.3400,,1.0460
2019-07-25,4.4700,7.6900,24.7900,56.8000,,1.0600
2019-07-26,4.4900,7.6700,24.7800,57.4200,,1.0560
2019-07-27,4.4900,7.6700,24.7800,57.4200,,1.0560
2019-07-28,4.4900,7.6700,24.7800,57.4200,,1.0560
2019-07-29,4.4700,7.5700,25.3800,57.2200,,1.0670
2019-07-30,4.5400,7.6500,26.0000,57.0800,,1.0630
2019-07-31,4.5700,7.5400,26.1600,55.9500,,1.0450
2019-08-01,4.6000,7.5000,25.6000,55.7300,,1.0290
2019-08-02,4.5200,7.3700,25.7500,54.3900,,1.0200
2019-08-03,4.5200,7.3700,25.7500,54.3900,,1.0200
2019-08-04,4.5200,7.3700,25.7500,54.3900,,1.0200
2019-08-05,4.4800,7.1200,25.0300,52.3800,,1.0010
2019-08-06,4.3000,6.5700,25.0700,51.3700,,1.0100
2019-08-07,4.6800,6.5200,25.0400,50.8000,,1.0050
2019-08-08,4.6100,6.5400,25.4100,50.8600,,1.0260
2019-08-09,4.5800,6.5900,24.9700,50.9900,,1.0090
2019-08-10,4.5800,6.5900,24.9700,50.9900,,1.0090
2019-08-11,4.5800,6.5900,24.9700,50.9900,,1.0090
2019-08-12,4.5000,6.6300,25.7000,51.2000,,1.0380
2019-08-13,4.4400,6.5200,24.4800,49.5000,,1.0340
2019-08-14,4.4700,6.5200,25.1500,50.2900,,1.0600
2019-08-15,4.4300,6.3800,24.7800,50.1100,,1.0550
2019-08-16,4.4300,6.5200,25.6000,51.0700,,1.0730
2019-08-17,4.4300,6.5200,25.6000,51.0700,,1.0730
2019-08-18,4.4300,6.5200,25.6000,51.0700,,1.0730
2019-08-19,4.5500,6.7300,25.7400,52.1000,,1.0860
2019-08-20,4.5700,6.7700,26.2000,51.4300,,1.0980
2019-08-21,4.4900,6.6700,26.4100,51.6200,,1.0860
2019-08-22,4.5200,6.7600,25.9800,50.2100,,1.1100
2019-08-23,4.4700,6.5600,26.0500,48.8900,,1.1100
2019-08-24,4.4700,6.5600,26.0500,48.8900,,1.1100
2019-08-25,4.4700,6.5600,26.0500,48.8900,,1.1100
2019-08-26,4.4400,6.4600,25.5400,49.0300,,1.0870
2019-08-27,4.4900,6.5400,25.9000,49.5400,,1.1140
2019-08-28,4.4900,6.4600,25.8800,49.8100,,1.1120
2019-08-29,4.4300,6.5000,26.2600,49.1000,,1.1260
2019-08-30,4.4000,6.2800,26.4200,49.4500,,1.1500
2019-08-31,4.4000,6.2800,26.4200,49.4500,,1.1500
2019-09-01,4.4000,6.2800,26.4200,49.4500,,1.1500
2019-09-02,4.6000,6.4200,27.2900,49.7200,,1.1530
2019-09-03,4.8200,6.4300,27.2600,49.4900,,1.1420
2019-09-04,4.7400,6.7400,26.9000,49.3700,,1.1280
2019-09-05,4.7200,6.7500,26.5900,50.1400,,1.1330
2019-09-06,4.6800,6.7600,26.7900,50.4900,,1.1310
2019-09-07,4.6800,6.7600,26.7900,50.4900,,1.1310
2019-09-08,4.6800,6.7600,26.7900,50.4900,,1.1310
2019-09-09,4.8000,7.1500,27.0600,51.5800,,1.1320
2019-09-10,4.8600,7.2000,26.6000,51.1500,,1.1280
2019-09-11,4.7800,7.2600,26.2100,51.1100,,1.0850
2019-09-12,4.7900,7.4000,26.1900,50.7900,,1.1020
2019-09-13,4.7900,7.4000,26.1900,50.7900,,1.1020
2019-09-14,4.7900,7.4000,26.1900,50.7900,,1.1020
2019-09-15,4.7900,7.4000,26.1900,50.7900,,1.1020
2019-09-16,4.7800,7.3300,26.1100,51.1600,,1.0970
2019-09-17,4.6400,7.0800,26.0000,49.9700,,1.0970
2019-09-18,4.6500,7.0900,26.7700,50.0400,,1.1380
2019-09-19,4.7300,6.9700,26.9600,50.1900,,1.1400
2019-09-20,4.7300,6.9300,26.9900,50.0700,,1.1440
2019-09-21,4.7300,6.9300,26.9900,50.0700,,1.1440
2019-09-22,4.7300,6.9300,26.9900,50.0700,,1.1440
2019-09-23,4.6500,6.7300,27.0800,49.1800,,1.1300
2019-09-24,4.6500,6.6900,27.5300,49.8700,,1.1580
2019-09-25,4.5600,6.5300,27.7900,49.0400,,1.1480
2019-09-26,4.4600,6.3800,27.8900,48.4900,,1.1310
2019-09-27,4.5200,6.4000,27.7000,48.5800,,1.1350
2019-09-28,4.5200,6.4000,27.7000,48.5800,,1.1350
2019-09-29,4.5200,6.4000,27.7000,48.5800,,1.1350
2019-09-30,4.4500,6.2300,27.9400,48.7800,,1.1160
2019-10-01,4.4500,6.2300,27.9400,48.7800,,1.1160
2019-10-02,4.4500,6.2300,27.9400,48.7800,,1.1160
2019-10-03,4.4500,6.2300,27.9400,48.7800,,1.1160
2019-10-04,4.4500,6.2300,27.9400,48.7800,,1.1160
2019-10-05,4.4500,6.2300,27.9400,48.7800,,1.1160
2019-10-06,4.4500,6.2300,27.9400,48.7800,,1.1160
2019-10-07,4.4500,6.2300,27.9400,48.7800,,1.1160
2019-10-08,4.4600,6.1600,26.5200,48.4200,,1.1310
2019-10-09,4.5200,6.2600,26.4900,48.0900,,1.1200
2019-10-10,4.6000,6.3300,26.6100,49.0000,,1.1230
2019-10-11,4.5800,6.2900,26.3200,48.4300,,1.1240
2019-10-12,4.5800,6.2900,26.3200,48.4300,,1.1240
2019-10-13,4.5800,6.2900,26.3200,48.4300,,1.1240
2019-10-14,4.6300,6.3900,26.3600,48.8500,,1.1250
2019-10-15,4.5500,6.2700,27.6500,48.0000,,1.1440
2019-10-16,4.5100,6.2700,28.5600,47.5200,,1.1210
2019-10-17,4.5000,6.1000,28.8700,47.5200,,1.1240
2019-10-18,4.4400,6.1100,28.6400,46.9000,,1.1050
2019-10-19,4.4400,6.1100,28.6400,46.9000,,1.1050
2019-10-20,4.4400,6.1100,28.6400,46.9000,,1.1050
2019-10-21,4.4600,5.9700,28.8000,46.5700,,1.1080
2019-10-22,4.5200,5.9800,28.8700,46.8000,,1.1090
2019-10-23,4.4600,5.9300,28.6100,46.6000,,1.0900
2019-10-24,4.4700,6.0100,28.2900,46.6600,,1.0770
2019-10-25,4.4700,5.9600,28.6000,47.0400,,1.0930
2019-10-26,4.4700,5.9600,28.6000,47.0400,,1.0930
2019-10-27,4.4700,5.9600,28.6000,47.0400,,1.0930
2019-10-28,4.5500,6.1100,29.1200,47.3000,,1.1140
2019-10-29,4.5100,5.9200,29.8300,47.1500,,1.1220
2019-10-30,4.4300,5.5700,29.5500,43.9600,,1.1140
2019-10-31,4.3900,5.3900,29.6000,42.8500,,1.1160
2019-11-01,4.4100,5.9300,29.1200,43.5700,,1.1340
2019-11-02,4.4100,5.9300,29.1200,43.5700,,1.1340
2019-11-03,4.4100,5.9300,29.1200,43.5700,,1.1340
2019-11-04,4.4000,5.8300,29.8900,43.4300,,1.1430
2019-11-05,4.4300,5.9300,29.1900,43.9500,,1.1450
2019-11-06,4.4800,6.0000,29.0200,44.3100,,1.1360
2019-11-07,4.4400,5.9700,29.3600,44.6800,,1.1480
2019-11-08,4.4600,5.9000,29.1600,44.8800,,1.1520
2019-11-09,4.4600,5.9000,29.1600,44.8800,,1.1520
2019-11-10,4.4600,5.9000,29.1600,44.8800,,1.1520
2019-11-11,4.3400,5.6200,28.7900,43.9500,,1.1400
2019-11-12,4.3200,5.5800,28.9900,44.1000,,1.1490
2019-11-13,4.3000,5.4900,29.1000,43.2800,,1.1620
2019-11-14,4.3100,6.0400,29.3800,43.5200,,1.1760
2019-11-15,4.2400,5.9600,28.6100,43.1200,,1.1690
2019-11-16,4.2400,5.9600,28.6100,43.1200,,1.1690
2019-11-17,4.2400,5.9600,28.6100,43.1200,,1.1690
2019-11-18,4.2500,6.1900,28.8500,42.8300,,1.1760
2019-11-19,4.3200,6.1700,29.1200,43.7400,,1.1840
2019-11-20,4.2500,6.1100,29.2300,43.1000,,1.1870
2019-11-21,4.2200,6.2200,28.5100,43.6200,,1.1810
2019-11-22,4.2700,6.0800,27.6300,43.8200,,1.1510
2019-11-23,4.2700,6.0800,27.6300,43.8200,,1.1510
2019-11-24,4.2700,6.0800,27.6300,43.8200,,1.1510
2019-11-25,4.2400,6.2500,27.0500,44.8700,,1.1520
2019-11-26,4.1500,6.0500,28.1600,44.6000,,1.1590
2019-11-27,4.2100,5.5000,27.5000,43.9000,,1.1610
2019-11-28,4.1000,6.0300,27.4000,43.1800,,1.1610
2019-11-29,4.0500,5.9200,27.3400,43.3900,,1.1310
2019-11-30,4.0500,5.9200,27.3400,43.3900,,1.1310
2019-12-01,4.0500,5.9200,27.3400,43.3900,,1.1310
2019-12-02,4.0100,5.8000,27.3600,43.1500,,1.1320
2019-12-03,4.0500,5.7300,27.8600,43.7900,,1.1270
2019-12-04,4.1200,5.7300,27.5800,44.1300,,1.1360
2019-12-05,4.1600,5.7600,28.1300,44.0400,,1.1360
2019-12-06,4.2300,5.7200,28.1600,43.7100,,1.1620
2019-12-07,4.2300,5.7200,28.1600,43.7100,,1.1620
2019-12-08,4.2300,5.7200,28.1600,43.7100,,1.1620
2019-12-09,4.2100,5.7400,28.6000,43.3800,,1.1540
2019-12-10,4.3500,5.8100,28.5500,43.4300,,1.1520
2019-12-11,4.3400,5.6900,28.5400,44.1200,,1.1440
2019-12-12,4.3500,5.7100,28.7800,43.4800,,1.1410
2019-12-13,4.3500,5.8000,28.9000,43.3700,,1.1580
2019-12-14,4.3500,5.8000,28.9000,43.3700,,1.1580
2019-12-15,4.3500,5.8000,28.9000,43.3700,,1.1580
2019-12-16,4.3700,6.2100,29.2800,44.1300,,1.1530
2019-12-17,4.4300,6.3300,29.6900,45.0400,,1.1610
2019-12-18,4.3900,6.3800,30.0200,44.7000,,1.1600
2019-12-19,4.4200,6.3800,29.7000,44.9700,,1.1530
2019-12-20,4.4400,6.2500,29.7300,46.6200,,1.1480
2019-12-21,4.4400,6.2500,29.7300,46.6200,,1.1480
2019-12-22,4.4400,6.2500,29.7300,46.6200,,1.1480
2019-12-23,4.4400,6.1100,30.0900,45.5400,,1.1420
2019-12-24,4.8500,6.1900,30.2400,46.7800,,1.1450
2019-12-25,4.7600,6.1500,30.4100,46.8500,,1.1360
2019-12-26,4.8000,6.1800,31.2600,46.4100,,1.1420
2019-12-27,4.8300,6.1900,31.0100,46.0000,,1.1550
2019-12-28,4.8300,6.1900,31.0100,46.0000,,1.1550
2019-12-29,4.8300,6.1900,31.0100,46.0000,,1.1550
2019-12-30,4.8900,6.2500,30.8000,47.6400,,1.1930
2019-12-31,4.8700,6.3200,30.9100,47.6700,,1.1940
2020-01-01,4.8700,6.3200,30.9100,47.6700,,1.1940
2020-01-02,4.8800,6.3900,32.2100,48.1700,,1.1830
2020-01-03,4.8900,6.7100,31.7100,48.0400,,1.1690
2020-01-04,4.8900,6.7100,31.7100,48.0400,,1.1690
2020-01-05,4.8900,6.7100,31.7100,48.0400,,1.1690
2020-01-06,5.1200,6.6500,32.7000,48.2800,,1.1600
2020-01-07,5.1800,6.7600,32.7000,48.0500,,1.1750
2020-01-08,5.1900,6.5100,32.0800,47.2800,,1.1700
2020-01-09,5.2000,6.7000,32.8800,47.6500,,1.1910
2020-01-10,5.1500,6.6300,32.8400,46.9200,,1.2240
2020-01-11,5.1500,6.6300,32.8400,46.9200,,1.2240
2020-01-12,5.1500,6.6300,32.8400,46.9200,,1.2240
2020-01-13,5.2600,6.6700,32.5000,51.6100,,1.2460
2020-01-14,5.7900,6.9100,32.8300,53.4400,,1.2210
2020-01-15,5.6600,6.8600,31.7300,53.3100,,1.2250
2020-01-16,5.7400,6.8900,31.4500,54.0900,,1.2270
2020-01-17,5.6500,6.8500,31.4000,57.9500,,1.2310
2020-01-18,5.6500,6.8500,31.4000,57.9500,,1.2310
2020-01-19,5.6500,6.8500,31.4000,57.9500,,1.2310
2020-01-20,5.8400,6.7800,28.7200,58.7600,,1.2290
2020-01-21,5.6500,6.5800,28.0500,56.7200,,1.1910
2020-01-22,5.9000,6.5500,28.0500,59.2700,,1.1950
2020-01-23,5.7700,6.2000,26.9400,59.8300,,1.1610
2020-01-24,5.7700,6.2000,26.9400,59.8300,,1.1610
2020-01-25,5.7700,6.2000,26.9400,59.8300,,1.1610
2020-01-26,5.7700,6.2000,26.9400,59.8300,,1.1610
2020-01-27,5.7700,6.2000,26.9400,59.8300,,1.1610
2020-01-28,5.7700,6.2000,26.9400,59.8300,,1.1610
2020-01-29,5.7700,6.2000,26.9400,59.8300,,1.1610
2020-01-30,5.7700,6.2000,26.9400,59.8300,,1.1610
2020-01-31,5.7700,6.2000,26.9400,59.8300,,1.1610
2020-02-01,5.7700,6.2000,26.9400,59.8300,,1.1610
2020-02-02,5.7700,6.2000,26.9400,59.8300,,1.1610
2020-02-03,5.1900,5.5800,25.7000,53.8500,,1.0450
2020-02-04,5.7100,5.3900,26.1700,56.3600,,1.0520
2020-02-05,6.1900,5.4200,26.9300,60.8100,,1.0620
2020-02-06,6.3600,5.5400,26.9600,60.7500,,1.0700
2020-02-07,6.1600,5.8300,27.5300,57.9000,,1.0850
2020-02-08,6.1600,5.8300,27.5300,57.9000,,1.0850
2020-02-09,6.1600,5.8300,27.5300,57.9000,,1.0850
2020-02-10,6.3600,5.7600,27.9000,60.9300,,1.0840
2020-02-11,6.1100,5.6600,28.3600,59.0400,,1.1090
2020-02-12,6.4500,5.7700,28.1300,59.1900,,1.1140
2020-02-13,6.2400,5.6800,27.4500,57.5500,,1.1040
2020-02-14,6.2900,5.6200,27.2900,56.9000,,1.1010
2020-02-15,6.2900,5.6200,27.2900,56.9000,,1.1010
2020-02-16,6.2900,5.6200,27.2900,56.9000,,1.1010
2020-02-17,6.3700,5.8500,28.0100,58.4800,,1.1160
2020-02-18,6.3800,5.9700,27.7700,59.4700,,1.1080
2020-02-19,5.8900,5.9800,28.1600,61.9100,,1.1260
2020-02-20,5.8200,6.1200,30.0000,68.1000,,1.1680
2020-02-21,5.8900,6.0500,29.3100,67.5000,,1.1650
2020-02-22,5.8900,6.0500,29.3100,67.5000,,1.1650
2020-02-23,5.8900,6.0500,29.3100,67.5000,,1.1650
2020-02-24,5.9100,6.0400,28.5900,66.2000,,1.1400
2020-02-25,5.8100,5.8900,28.2900,70.8500,,1.1320
2020-02-26,5.6000,5.9300,28.1800,71.7000,,1.1200
2020-02-27,5.5100,6.0700,28.0000,70.0500,,1.1280
2020-02-28,5.3500,5.6100,27.5800,65.3700,,1.0780
2020-02-29,5.3500,5.6100,27.5800,65.3700,,1.0780
2020-03-01,5.3500,5.6100,27.5800,65.3700,,1.0780
2020-03-02,5.4500,5.9700,27.9100,66.8500,,1.1100
2020-03-03,5.4800,5.9700,27.4400,67.8700,,1.1180
2020-03-04,5.5000,6.0300,27.2700,66.5800,,1.1270
2020-03-05,5.7300,6.3000,28.5600,66.8100,,1.1850
2020-03-06,5.6200,6.3400,28.5400,65.3600,,1.1600
2020-03-07,5.6200,6.3400,28.5400,65.3600,,1.1600
2020-03-08,5.6200,6.3400,28.5400,65.3600,,1.1600
2020-03-09,5.3600,6.0000,26.8400,59.4500,,1.1130
2020-03-10,5.4000,5.9800,28.6000,60.1700,,1.1520
2020-03-11,5.2000,5.8200,29.7100,58.7500,,1.1400
2020-03-12,5.0500,5.7000,29.2500,57.0300,,1.1190
