,Symbol,Latest Bond Rating,Coupon Description,calculated_dirty_price,FULL,fv_bond
1653,188524.SH,AAA,4.20%,107.58371829431809,102.0482,110.24569103048566
1654,143745.SH,AAA,4.20%,104.51736873400064,104.5378,107.1034699622994
1655,163714.SH,AA+,4.20%,104.67833045983588,103.1279,107.26841440719781
1656,167028.SH,AA+,4.20%,104.79817004713978,102.6005,107.39121921748503
1657,188308.SH,AAA,4.20%,105.979218358397,104.5021,108.6014905232112
1658,147704.SH,AAA,4.20%,104.86177007396336,102.6926,107.45639291679463
1659,147899.SH,AAA,4.20%,104.86177007396336,102.6926,107.45639291679463
1660,147884.SH,AAA,4.20%,107.21189165298185,102.7616,109.86466418304471
1661,140681.SH,AAA,4.20%,106.07888034986738,103.5662,108.70361847801071
1662,188247.SH,AAA,4.20%,106.12153237709418,102.8077,108.74732585576287
1663,140655.SH,AAA,4.20%,103.49284847398418,102.9918,106.05359972328003
1664,140909.SH,AAA,4.20%,103.50160503953302,103.0378,106.0625729548739
1665,140611.SH,AAA,4.20%,103.53997200065292,103.0723,106.10188923998157
1666,140613.SH,AAA,4.20%,103.53997200065292,103.0723,106.10188923998157
1667,155378.SH,AAA,4.20%,103.67493583483905,103.9425,106.24019252043959
1668,188054.SH,AAA,4.20%,108.36753812544681,105.637,111.04890512548268
1669,151454.SH,AAA,4.20%,103.72486586823354,103.3715,106.29135798601395
1670,151459.SH,AAA,4.20%,103.72486586823354,103.3715,106.29135798601395
1671,178396.SH,AA+,4.20%,106.56737572873504,103.4175,109.2042008287818
1672,151427.SH,AAA,4.20%,103.73784188279394,103.4405,106.3046550695756
1673,175994.SH,AAA,4.20%,108.47515580009265,105.5421,111.15918561305578
1674,152417.SH,AAA,4.20%,108.88139523980526,103.6247,111.57547674395377
1675,147248.SH,AAA,4.20%,108.91633552814189,101.6915,111.61128156919635
1676,155215.SH,AAA,4.20%,106.85794853966586,103.1433,109.50196336054427
1677,155207.SH,AAA,4.20%,104.0275474397371,103.9008,106.6015288886529
1678,151198.SH,AAA,4.20%,104.06915754790295,104.0044,106.64416856686188
1679,120601.SH,AAA,4.20%,109.07717554633797,108.521,111.77610129501095
1680,175689.SH,AAA,4.20%,102.96076798036671,100.069,105.50835381959946
1681,184218.SH,AA+,4.20%,105.42129006287004,100.2301,108.02975725854044
1682,163102.SH,AAA,4.20%,104.35195903926743,93.8567,106.93396749121804
1683,196161.SH,AAA,4.20%,104.35195903926743,100.3567,106.93396749121804
1684,147731.SH,AAA,4.20%,107.6648644578151,104.6058,110.32884501522456
1685,175550.SH,AAA,4.19%,103.3951890242447,100.6543,105.95352385963743
1686,155788.SH,AA+,4.19%,102.40568839707626,101.2053,104.93953975361453
1687,188783.SH,AA+,4.19%,106.35096459546884,102.9201,108.9824349769235
1688,147038.SH,AAA,4.19%,102.47348979432726,101.3431,105.00901877898453
1689,197111.SH,AA+,4.19%,105.23742393825454,101.6186,107.84134168519243
1690,167701.SH,AA+,4.19%,104.09023672491072,101.6186,106.66576931158815
1691,196879.SH,AAA,4.19%,107.07327466358328,102.0433,109.72261735637707
1692,163795.SH,AAA,4.19%,104.43311095737505,102.1007,107.01712737295544
1693,152946.SH,AA+,4.19%,107.26525212390484,102.1811,109.9193449663815
1694,140624.SH,AAA,4.19%,108.09563644559802,100.9872,110.77027570959582
1695,188104.SH,AAA,4.19%,108.13466347142611,104.9939,110.81026839156944
1696,155312.SH,AA+,4.19%,103.77535216067805,103.5127,106.34309347430491
1697,163400.SH,AAA,4.19%,103.77535216067805,103.4127,106.34309347430491
1698,152420.SH,AAA,4.19%,108.74630344639424,104.2538,111.43704233814152
1699,136234.SH,AAA,4.19%,108.95916896079778,107.5178,111.65517484094067
1700,147504.SH,AAA,4.19%,107.04112256805811,101.9515,109.68966971294697
1701,175561.SH,AAA,4.18%,101.99798927809667,100.5612,104.52175282621477
1702,175518.SH,AAA,4.18%,103.4203039492628,100.71,105.97926020996718
1703,155042.SH,AAA,4.18%,103.56085836885296,102.7391,106.12329240518017
1704,177127.SH,AA+,4.18%,103.60819462184536,100.9734,106.17179991174973
1705,188996.SH,AAA,4.18%,106.36671858071823,100.9849,108.99857876724641
1706,147120.SH,AAA,4.18%,104.80262337651078,101.0536,107.39578273677657
1707,152624.SH,AAA,4.18%,106.201577931325,103.9597,108.82935199856594
1708,139261.SH,AAA,4.18%,106.36236706948375,101.0948,108.9941195854048
1709,175170.SH,AAA,4.18%,106.24221359625889,104.7962,108.87099312263328
1710,175134.SH,AAA,4.18%,104.13643507599839,103.9064,106.71311076084162
1711,152534.SH,AAA,4.18%,106.60700416167604,104.0128,109.24480979864548
1712,163776.SH,AAA,4.18%,104.47833001146856,102.1873,107.0634652942071
1713,127902.SH,AAA,4.18%,104.71120619621053,108.5895,107.30210359671668
1714,147710.SH,AAA,4.18%,107.76269019191596,100.6528,110.42909127764702
1715,155920.SH,AAA,4.18%,103.37222943914817,103.1558,105.92999617938182
1716,140672.SH,AAA,4.18%,103.37893966900066,102.8172,105.9368724422475
1717,147121.SH,AAA,4.18%,106.02141641389154,101.0536,108.64473269648701
1718,175981.SH,AAA,4.18%,108.7416595290057,103.3898,111.43228351506212
1719,120602.SH,AAA,4.18%,108.57455583388739,103.9532,111.26104512849076
1720,175645.SH,AAA,4.18%,103.08545723095143,100.2519,105.63612828968405
1721,197694.SH,AAA,4.17%,104.54231234366156,100.7312,107.1290307583702
1722,163044.SH,AAA,4.17%,104.55010329423665,101.5769,107.1370144825206
1723,155048.SH,AAA,4.17%,103.51711863373775,100.8683,106.0784704060922
1724,197602.SH,AA+,4.17%,104.66931323966301,100.9025,107.25917407153277
1725,175342.SH,AAA,4.17%,102.35019840764285,101.1425,104.88267676052085
1726,152308.SH,AAA,4.17%,104.87032408880192,103.9882,107.4651585859118
1727,175288.SH,AAA,4.17%,102.43632282477343,101.3796,104.97093217715542
1728,155890.SH,AAA,4.17%,105.30667260190741,103.4851,107.91230378706423
1729,155528.SH,AAA,4.17%,105.71416592144726,104.6649,108.32987982287364
1730,140608.SH,AAA,4.17%,108.06548384054886,101.0739,110.73937703056968
1731,163477.SH,AAA,4.17%,107.52724698146908,94.486,110.18782243282847
1732,166393.SH,AA+,4.17%,107.62812318756042,103.4388,110.29119464588628
1733,175644.SH,AA+,4.17%,103.05250983644001,102.0285,105.60236566897197
1734,147727.SH,AAA,4.17%,107.47476845317493,106.3027,110.13404541426304
1735,175034.SH,AAA,4.16%,104.26088604466426,102.4261,106.84064105313405
1736,147304.SH,AAA,4.16%,104.94136707487255,102.8949,107.53795940760116
1737,147282.SH,AAA,4.16%,107.30879120936075,103.0773,109.96396135108193
1738,140609.SH,AAA,4.16%,103.55629883956975,103.1684,106.11862005824356
1739,152479.SH,AA+,4.16%,108.04482296313155,103.1798,110.71820493553264
1740,152359.SH,AAA,4.15%,104.380125663005,100.6026,106.96283104926547
1741,175544.SH,AAA,4.15%,103.31522783579217,102.8167,105.87158417009768
1742,152042.SH,AAA,4.15%,103.33447727860823,102.3508,105.89130990702938
1743,163953.SH,AAA,4.15%,104.6144636324063,102.5996,107.20296730576341
1744,147168.SH,AAA,4.15%,102.18392279056042,100.9323,104.71228694134186
1745,147810.SH,AAA,4.15%,102.23063382724985,100.9778,104.76015376171412
1746,147142.SH,AAA,4.15%,102.23775237086005,100.9892,104.76744844135415
1747,147109.SH,AAA,4.15%,104.73021568519421,101.0688,107.32158344257408
1748,175344.SH,AAA,4.15%,103.67681048260188,102.5711,106.24211355311377
1749,175226.SH,AA+,4.15%,103.826029827948,101.3416,106.3950250726598
1750,167755.SH,AA+,4.15%,103.96541275200596,101.569,106.5378567857131
1751,175203.SH,AAA,4.15%,102.58536377241892,101.569,105.12366088485878
1752,155887.SH,AAA,4.15%,105.18813813969899,102.7282,107.79083639493204
1753,155892.SH,AAA,4.15%,105.28521567909269,104.9205,107.89031594986542
1754,188682.SH,AAA,4.15%,106.97505922974484,103.3819,109.62197175177215
1755,127906.SH,AAA,4.15%,104.25767302964182,104.0842,106.83734853762095
1756,155601.SH,AAA,4.15%,105.45135178129907,102.0579,108.06056280211446
1757,163709.SH,AAA,4.15%,104.52445728896208,103.2195,107.11073391127346
1758,147730.SH,AAA,4.15%,106.8396296857095,102.5127,109.48319123828152
1759,147719.SH,AAA,4.15%,104.75594289521314,105.6092,107.34794722783631
1760,155480.SH,AAA,4.15%,103.26412461257866,103.3919,105.81921648615459
1761,147303.SH,AAA,4.15%,107.14439064710024,102.8879,109.79549298170816
1762,155432.SH,AAA,4.15%,106.1021602735635,104.8948,108.72747442308963
1763,155391.SH,AAA,4.15%,103.45207075994178,82.4916,106.01181303534506
1764,188100.SH,AAA,4.15%,107.90309413847254,105.7585,110.57296927663187
1765,120605.SH,AAA,4.15%,107.96834847573739,107.9167,110.63983821942875
1766,178386.SH,AA+,4.15%,106.38808766854474,103.3314,109.02047659613238
1767,147962.SH,AAA,4.15%,106.09385000782214,101.2848,108.71895853421884
1768,155340.SH,AAA,4.15%,103.68819454387535,103.8696,106.25377929326223
1769,163402.SH,AAA,4.15%,108.40782608754644,106.7819,111.09018994341146
1770,166301.SH,AAA,4.15%,107.79350870486523,103.7407,110.46067234131066
1771,163935.SH,AAA,4.15%,108.66156404039575,103.6134,111.3502062023402
1772,140985.SH,AAA,4.15%,106.7280681976919,101.9215,109.36886935450684
1773,120702.SH,AAA,4.15%,104.07962628970532,105.0932,106.6548963395446
1774,162917.SH,AAA,4.15%,104.20933277028729,100.3525,106.7878121822911
1775,175596.SH,AAA,4.14%,101.92352674314625,101.1591,104.44544784483242
1776,163971.SH,AAA,4.14%,102.00928578031012,100.4738,104.53332884080594
1777,188954.SH,AA+,4.14%,105.92324212268555,101.1116,108.54412925251769
1778,147090.SH,AAA,4.14%,104.7594285495973,101.1456,107.35151912869982
1779,147093.SH,AAA,4.14%,104.7594285495973,101.1456,107.35151912869982
1780,175265.SH,AAA,4.14%,102.45791335044086,102.7684,104.99305692297806
1781,140986.SH,AAA,4.14%,105.32567917517319,101.9169,107.93178064505936
1782,147299.SH,AAA,4.14%,107.13886731710824,102.9264,109.78983298648387
1783,147882.SH,AAA,4.14%,107.17131778551894,102.9831,109.82308638551972
1784,147140.SH,AAA,4.14%,105.74675086782472,100.9868,108.36327102730057
1785,175841.SH,AAA,4.14%,108.5230303494134,107.7544,111.20824473516382
1786,152764.SH,AAA,4.14%,108.65653845627439,106.1791,111.34505626884587
1787,147799.SH,AAA,4.14%,107.00511051331138,100.1248,109.65276660229111
1788,163955.SH,AAA,4.13%,102.01563297360117,100.6789,104.5398330843994
1789,147166.SH,AAA,4.13%,102.16435196142551,100.9278,104.6922318659436
1790,175404.SH,AAA,4.13%,102.21100240452733,101.9731,104.74003659344493
1791,139426.SH,AAA,4.13%,102.59915495721675,101.5728,105.13779330863325
1792,147906.SH,AAA,4.13%,105.1886779560692,101.7991,107.79138956812318
1793,147337.SH,AAA,4.13%,104.66262797161309,104.0812,107.25232338810622
1794,147332.SH,AAA,4.13%,107.33322745647067,100.5318,109.98900223079437
1795,147898.SH,AAA,4.13%,104.7247154620202,102.6477,107.31594712590596
1796,166941.SH,AAA,4.13%,106.91625821481983,102.6817,109.56171580759698
1797,188210.SH,AAA,4.13%,105.93803991991209,102.7835,108.55929319560157
1798,140674.SH,AAA,4.13%,103.32932412874868,102.7835,105.88602925140363
1799,188164.SH,AAA,4.13%,107.65523049605976,102.8853,110.31897267777501
1800,140631.SH,AAA,4.13%,107.7627232883976,100.9618,110.42912519304373
1801,188031.SH,AAA,4.13%,105.20157728003558,103.3379,107.80460806351492
1802,163995.SH,AAA,4.13%,105.67938521238058,104.0395,108.29423852541358
1803,147798.SH,AAA,4.13%,106.94184643892567,103.5145,109.58793716798046
1804,162958.SH,AA+,4.13%,101.76837947755084,100.2829,104.28646172891976
1805,147743.SH,AAA,4.13%,107.17661402072052,100.3621,109.82851366688641
1806,175444.SH,AAA,4.12%,103.38701369377007,102.2466,105.94514624477276
1807,147805.SH,AAA,4.12%,104.58373696974655,100.9707,107.17148036506558
1808,147807.SH,AAA,4.12%,102.20118669316611,100.9707,104.72997800931034
1809,147809.SH,AAA,4.12%,102.20118669316611,100.9707,104.72997800931034
1810,175389.SH,AAA,4.12%,103.53621983609743,103.0259,106.09804423461424
1811,147615.SH,AAA,4.12%,106.35655138403895,104.5092,108.98816000089849
1812,155898.SH,AAA,4.12%,102.85369662258498,101.8705,105.39863316655486
1813,188302.SH,AAA,4.12%,104.64957559034079,103.3423,107.23894804827067
1814,147295.SH,AAA,4.12%,107.06256383425071,102.9122,109.71164150612763
1815,140627.SH,AAA,4.12%,107.70709512144015,100.9707,110.37212060346258
1816,140623.SH,AAA,4.12%,106.09607763748437,103.0477,108.72124128271803
1817,151552.SH,AAA,4.12%,103.46946113535454,103.059,106.02963370547114
1818,140872.SH,AAA,4.12%,106.42689245149484,101.7722,109.06024153621298
1819,163217.SH,AAA,4.12%,105.50968742988418,99.8491,108.12034186526586
1820,175359.SH,AAA,4.11%,103.58577841441796,103.1335,106.14882905410232
1821,147905.SH,AAA,4.11%,102.69607029725546,102.7404,105.23710665086958
1822,140944.SH,AAA,4.11%,105.59626019339944,102.421,108.20905672183967
1823,140707.SH,AAA,4.11%,105.77412608476634,102.6462,108.39132359656185
1824,147663.SH,AAA,4.11%,106.54747585865586,101.9368,109.1838085708911
1825,140973.SH,AAA,4.11%,106.66706270293658,102.0606,109.30635438446689
1826,175725.SH,AAA,4.11%,104.64716660551117,100.1351,107.23647945728466
1827,140942.SH,AAA,4.11%,107.00891156458991,105.7391,109.65666170399876
1828,147209.SH,AAA,4.10%,104.29244831612782,100.6852,106.87298427832795
1829,175429.SH,AAA,4.10%,103.38146745999457,100.8537,105.93946277905053
1830,155835.SH,AAA,4.10%,104.52631029817104,101.9385,107.11263276998524
1831,155853.SH,AAA,4.10%,102.18476076200027,102.5185,104.7131456469333
1832,155859.SH,AAA,4.10%,102.23855249288673,102.1559,104.76826836101428
1833,175372.SH,AAA,4.10%,103.55534883840569,102.9296,106.11764655094642
1834,175238.SH,AAA,4.10%,102.38520531306112,101.3142,104.91854985116937
1835,167668.SH,AAA,4.10%,103.97257414259006,101.6625,106.54519537250113
1836,155884.SH,AAA,4.10%,105.04442079809562,103.6074,107.64356301667993
1837,167568.SH,AA+,4.10%,104.09510834153544,101.831,106.67076146792688
1838,175064.SH,AAA,4.10%,104.09738213673401,103.9647,106.67309152424863
1839,140984.SH,AAA,4.10%,105.21023763489367,101.8984,107.81348270385118
1840,155894.SH,AAA,4.10%,105.22404143354223,104.8308,107.82762805358423
1841,188429.SH,AAA,4.10%,104.41381166742984,102.269,106.99735055551373
1842,188385.SH,AA+,4.10%,107.01412433004447,102.3589,109.66200345030416
1843,147753.SH,AAA,4.10%,106.58304265404567,102.3814,109.22025540501858
1844,188297.SH,AA+,4.10%,105.68677584001055,103.1386,108.3018120213211
1845,188272.SH,AA+,4.10%,105.71463832484481,103.6136,108.33036391507488
1846,152910.SH,AAA,4.10%,107.25972449625557,104.276,109.91368056716186
1847,147325.SH,AAA,4.10%,104.65805364288822,102.6173,107.24763587554139
1848,147701.SH,AAA,4.10%,104.66597777118743,102.6285,107.25575607266799
1849,147894.SH,AAA,4.10%,104.66597777118743,102.6285,107.25575607266799
1850,155475.SH,AAA,4.10%,105.74239734241677,104.781,108.35880978144824
1851,136495.SH,AAA,4.10%,107.4136843730044,106.1847,110.07144991434791
1852,147885.SH,AAA,4.10%,107.25467752891316,100.6403,109.90850872135569
1853,178871.SH,AAA,4.10%,107.34852231023896,102.6959,110.00467552922308
1854,155466.SH,AAA,4.10%,103.25489198591123,103.1571,105.80975541413447
1855,151616.SH,AAA,4.10%,103.35312057429755,102.8307,105.91041449877378
1856,155435.SH,AAA,4.10%,105.92069090976058,105.7756,108.5415149142485
1857,136450.SH,AAA,4.10%,107.55809113534795,104.8293,110.2194297718621
1858,140635.SH,AAA,4.10%,107.59620468993162,100.9548,110.2584863803278
1859,140626.SH,AAA,4.10%,106.0380152165199,103.0329,108.6617422077314
1860,127352.SH,AAA,4.10%,107.74427997298693,104.9603,110.41022552974358
1861,152877.SH,AAA,4.10%,107.87169413858055,103.1452,110.54079233813844
1862,147094.SH,AAA,4.10%,105.68527522818023,101.1345,108.30027427945062
1863,188020.SH,AA+,4.10%,106.2509576316958,103.6925,108.8799535140793
1864,152818.SH,AAA,4.10%,108.10540798712589,103.3811,110.78028903099104
1865,120608.SH,AAA,4.10%,108.10022504403949,103.471,110.77497784495667
1866,147254.SH,AAA,4.10%,107.43284146596315,103.5047,110.09108101638508
1867,178095.SH,AA+,4.10%,106.4984766424079,103.6282,109.13359695392106
1868,151271.SH,AAA,4.10%,103.82870722895821,103.6732,106.39776872131982
1869,175871.SH,AAA,4.10%,108.40497705409912,103.6844,111.08727041556703
1870,175819.SH,AAA,4.10%,108.30234211069609,103.6844,110.98209594828948
1871,155244.SH,AA+,4.10%,103.86027698915474,104.1656,106.43011962054243
1872,175857.SH,AAA,4.10%,108.43825363214226,103.7181,111.12137036488706
1873,155223.SH,AAA,4.10%,106.56651065145564,106.2618,109.20331434666375
1874,175766.SH,AAA,4.10%,108.6043009223782,103.8866,111.2915262076673
1875,147455.SH,AAA,4.10%,106.40633929988415,101.8422,109.039179832471
1876,147662.SH,AAA,4.10%,106.48439327908073,107.4321,109.11916512216574
1877,175669.SH,AAA,4.10%,104.88549137114379,103.1797,107.4807011563801
1878,185336.SH,AAA,4.10%,103.94810476788362,100.1797,106.52012054550718
1879,175657.SH,AAA,4.10%,104.80792066574959,101.9371,107.40121109826082
1880,140719.SH,AAA,4.10%,106.9536739369818,100.3482,109.60005731698658
1881,139438.SH,AAA,4.10%,104.06398092740946,100.3595,106.63886385986204
1882,147189.SH,AAA,4.09%,102.07556587479122,100.8404,104.60124892140443
1883,147119.SH,AAA,4.09%,102.21446665543232,101.0309,104.74358656123724
1884,188757.SH,AA+,4.09%,106.25370234964353,101.6472,108.88276614531783
1885,155634.SH,AAA,4.09%,102.77519363597445,100.4385,105.31818775953558
1886,167435.SH,AA+,4.09%,104.19161697392084,102.017,106.7696580392336
1887,127904.SH,AAA,4.09%,104.36707609308002,104.2999,106.94945859033915
1888,147335.SH,AAA,4.09%,104.58455572450404,105.0461,107.17231937849118
1889,140677.SH,AAA,4.09%,103.24058454273167,102.7229,105.79509395805896
1890,147867.SH,AAA,4.09%,107.0092538188142,106.0195,109.65701242671095
1891,147989.SH,AAA,4.09%,105.45118510756947,100.9525,108.06039200433217
1892,188063.SH,AAA,4.09%,106.1040947102238,103.9775,108.72945672403397
1893,175868.SH,AA+,4.09%,106.50893946058898,103.6754,109.14431865641272
1894,151202.SH,AA+,4.09%,103.95958456457929,103.8883,106.53188438988504
1895,140838.SH,AAA,4.09%,106.47735798222091,101.9722,109.11195574907273
1896,147750.SH,AAA,4.09%,106.95666095211018,100.3922,109.60311824062977
1897,175479.SH,AAA,4.08%,103.30982117661176,102.6384,105.86604373250209
1898,147179.SH,AAA,4.08%,102.06578521704445,100.8384,104.59122625822528
1899,155855.SH,AAA,4.08%,102.14770408469708,103.949,104.67517206634555
1900,147079.SH,AAA,4.08%,104.63134202110069,101.1849,107.22026332094671
1901,147082.SH,AAA,4.08%,104.63134202110069,101.1849,107.22026332094671
1902,175211.SH,AAA,4.08%,105.81454188981644,105.1226,108.43273942069347
1903,184055.SH,AAA,4.08%,106.127131842688,102.4049,108.75306387043254
1904,152572.SH,AAA,4.08%,103.93365834569833,101.6544,106.50531667163125
1905,140845.SH,AAA,4.08%,105.09451234359916,101.8108,107.69489399070069
1906,147458.SH,AAA,4.08%,106.07792582656145,101.8332,108.70264033667917
1907,167440.SH,AA+,4.08%,102.81428708485137,102.0121,105.35824850808127
1908,188329.SH,AAA,4.08%,106.82640172545094,102.3809,109.46963597506186
1909,188349.SH,AA+,4.08%,106.98771690734743,102.4145,109.63494262167947
1910,147726.SH,AAA,4.08%,106.57350591531393,102.4704,109.21048269620793
1911,147333.SH,AAA,4.08%,104.59827518480881,102.571,107.18637830307424
1912,140695.SH,AAA,4.08%,105.73443521065448,102.6716,108.35065064052871
1913,147711.SH,AAA,4.08%,104.67427467544853,102.6827,107.26425826945184
1914,147883.SH,AAA,4.08%,104.67427467544853,102.6827,107.26425826945184
1915,140684.SH,AAA,4.08%,105.73458915390111,102.7051,108.3508083928343
1916,140680.SH,AAA,4.08%,103.23071836982848,102.7163,105.78498366379898
1917,140634.SH,AAA,4.08%,105.98267703959283,103.0069,108.60503478348156
1918,140606.SH,AAA,4.08%,103.47697173945652,103.1075,106.03733014646059
1919,166631.SH,AA+,4.08%,105.09128802670193,103.2752,107.6915898936675
1920,166608.SH,AA+,4.08%,107.24280196713444,103.3087,109.89633931937342
1921,175982.SH,AAA,4.08%,107.9434583934206,103.3758,110.61433227514345
1922,147258.SH,AAA,4.08%,107.91201971245523,101.442,110.58211569848052
1923,175887.SH,AAA,4.08%,108.16550927281689,105.1917,110.8418774188798
1924,175864.SH,AAA,4.08%,105.33250099841827,105.2429,107.93877126250283
1925,175883.SH,AAA,4.08%,106.47975401517425,103.6664,109.11441106771072
1926,147917.SH,AAA,4.08%,106.12783491265687,101.6767,108.75378433664984
1927,163941.SH,AAA,4.08%,108.1821133474321,106.0782,110.85889233255723
1928,167872.SH,AAA,4.08%,102.82097322088376,100.1453,105.36510008096703
1929,140723.SH,AAA,4.08%,106.84319868176549,100.3465,109.48684854296214
1930,163958.SH,AAA,4.07%,102.00646714081057,101.3471,104.53044045895484
1931,147187.SH,AAA,4.07%,102.0560045592977,100.8363,104.58120359504613
1932,167851.SH,AA+,4.07%,102.38868171662745,101.3158,104.92211227231958
1933,175205.SH,AAA,4.07%,105.76195076179576,101.5242,108.37884701631633
1934,157026.SH,AAA,4.07%,105.77292534752831,101.5053,108.39009314916096
1935,157016.SH,AAA,4.07%,105.78388441283965,101.5165,108.40132337755847
1936,175168.SH,AA+,4.07%,103.84569042829804,101.9668,106.41517214050641
1937,155622.SH,AAA,4.07%,105.13479774361328,105.6179,107.7361761831496
1938,175019.SH,AAA,4.07%,106.09563366928097,101.9291,108.72078632929055
1939,155896.SH,AAA,4.07%,105.19554668202673,104.9848,107.79842824880546
1940,163764.SH,AAA,4.07%,106.33321106891125,102.1967,108.96424217010663
1941,155490.SH,AA+,4.07%,103.13809478822363,103.4424,105.6900682721241
1942,147713.SH,AAA,4.07%,104.60409956226749,102.6204,107.19234679466325
1943,188284.SH,AAA,4.07%,105.6944057345666,102.6539,108.30963070440026
1944,140685.SH,AAA,4.07%,107.09698826229736,100.6579,109.74691770701102
1945,152488.SH,AAA,4.07%,107.36585910119842,105.1772,110.02244128904137
1946,155353.SH,AAA,4.07%,103.4714029898942,103.8176,106.03162360783739
1947,152476.SH,AAA,4.07%,107.54483909180743,101.691,110.20584982946139
1948,147104.SH,AAA,4.07%,105.44259255718147,101.0705,108.05158684617014
1949,157038.SH,AAA,4.07%,105.78253556297817,101.3938,108.39994115274384
1950,157040.SH,AAA,4.07%,105.78253556297817,101.3938,108.39994115274384
1951,157041.SH,AAA,4.07%,105.78253556297817,101.3938,108.39994115274384
1952,157042.SH,AAA,4.07%,105.78253556297817,101.3938,108.39994115274384
1953,157027.SH,AAA,4.07%,105.8941422923911,101.5053,108.51430939733379
1954,157031.SH,AAA,4.07%,105.8941422923911,101.5053,108.51430939733379
1955,157034.SH,AAA,4.07%,105.8941422923911,101.5053,108.51430939733379
1956,175906.SH,AAA,4.07%,108.07848748748455,103.5905,110.7527024302219
1957,140966.SH,AAA,4.07%,106.38982674132896,102.0071,109.02225869925996
1958,175432.SH,AAA,4.06%,102.04297031839836,101.9009,104.56784684443566
1959,147162.SH,AAA,4.06%,102.09585405945334,100.9121,104.62203910204971
1960,147991.SH,AAA,4.06%,102.13518263195664,100.9455,104.6623407919486
1961,147992.SH,AAA,4.06%,102.13518263195664,100.9455,104.6623407919486
1962,147808.SH,AAA,4.06%,102.14229242499873,100.9566,104.66962650450283
1963,147110.SH,AAA,4.06%,102.19926774649177,101.0456,104.72801158162484
1964,147103.SH,AAA,4.06%,104.46687903394651,101.0678,107.05173098208343
1965,175295.SH,AA+,4.06%,103.54938396145506,101.1791,106.11153408344893
1966,147561.SH,AAA,4.06%,105.78849830778377,101.5795,108.40605143534009
1967,147573.SH,AAA,4.06%,105.78847417570222,101.5906,108.40602670615196
1968,147574.SH,AAA,4.06%,105.78847417570222,101.5906,108.40602670615196
1969,147575.SH,AAA,4.06%,105.78847417570222,101.5906,108.40602670615196
1970,147484.SH,AAA,4.06%,105.78311945266522,104.4018,108.4005394897697
1971,147487.SH,AAA,4.06%,105.78311945266522,104.4018,108.4005394897697
1972,147490.SH,AAA,4.06%,105.78311945266522,101.6018,108.4005394897697
1973,147538.SH,AAA,4.06%,105.83433534792233,101.624,108.45302263363091
1974,147550.SH,AAA,4.06%,105.83433534792233,101.624,108.45302263363091
1975,147552.SH,AAA,4.06%,105.83433534792233,101.624,108.45302263363091
1976,147556.SH,AAA,4.06%,105.83433534792233,101.624,108.45302263363091
1977,152459.SH,AA+,4.06%,107.65080854802845,103.2591,110.31444131630005
1978,152723.SH,AAA,4.06%,104.57885980288884,100.1557,107.16648252116295
1979,185322.SH,AAA,4.06%,103.83702725225649,100.1891,106.40629460918139
1980,175484.SH,AAA,4.05%,104.97859203691112,100.6768,107.5761054368386
1981,155821.SH,AAA,4.05%,104.3281141196938,103.6377,106.9095325704174
1982,147990.SH,AAA,4.05%,102.12536760383517,103.5532,104.65228290795936
1983,147123.SH,AAA,4.05%,102.17518739069779,101.0208,104.70333539914243
1984,147108.SH,AAA,4.05%,102.18944655989303,101.043,104.71794738677748
1985,147112.SH,AAA,4.05%,102.18944655989303,101.043,104.71794738677748
1986,175332.SH,AAA,4.05%,102.23569825440231,102.1529,104.76534349934312
1987,175267.SH,AA+,4.05%,103.58773719261417,102.7538,106.15083629887171
1988,147033.SH,AAA,4.05%,102.33615837902438,101.2982,104.86828933571651
1989,147041.SH,AAA,4.05%,102.33615837902438,101.2982,104.86828933571651
1990,147042.SH,AAA,4.05%,102.33615837902438,101.2982,104.86828933571651
1991,167722.SH,AAA,4.05%,103.81522856785261,101.5756,106.38395655409496
1992,147544.SH,AAA,4.05%,105.82571673491715,101.6533,108.4441907679774
1993,147687.SH,AAA,4.05%,105.82571673491715,101.6533,108.4441907679774
1994,147688.SH,AAA,4.05%,105.82571673491715,101.6533,108.4441907679774
1995,147689.SH,AAA,4.05%,105.82571673491715,101.6533,108.4441907679774
1996,147690.SH,AAA,4.05%,105.82571673491715,101.6533,108.4441907679774
1997,147691.SH,AAA,4.05%,105.82571673491715,101.6533,108.4441907679774
1998,163907.SH,AA+,4.05%,104.15762763273896,102.0195,106.73482769068572
1999,151849.SH,AAA,4.05%,102.96083097297821,102.2525,105.50841837085402
2000,147742.SH,AAA,4.05%,106.42624401867415,102.3967,109.05957705904547
2001,147331.SH,AAA,4.05%,106.54992260339601,102.5521,109.18631585609124
2002,130122.SH,AAA,4.05%,105.57808513303925,100.5326,108.1904319510965
2003,155473.SH,AAA,4.05%,105.60039892427324,105.3475,108.21329785843919
2004,140917.SH,AAA,4.05%,106.91716200145967,100.5881,109.56264195687154
2005,140916.SH,AAA,4.05%,105.59774935425125,102.6186,108.21058272939699
2006,188270.SH,AAA,4.05%,107.08078822260653,102.6297,109.73031682540224
2007,140696.SH,AAA,4.05%,106.97446816323786,100.6214,109.62136606034841
2008,140682.SH,AAA,4.05%,105.64776106490791,103.1152,108.26183189319592
2009,155420.SH,AAA,4.05%,105.89550829444741,105.8748,108.51570919874459
2010,147280.SH,AAA,4.05%,106.88904291665548,102.9959,109.53382711402608
