,Symbol,Latest Bond Rating,Coupon Description,calculated_dirty_price,FULL,fv_bond
339,152596.SH,AAA,6.03%,116.70483471246585,102.2964,119.59249367340301
340,177605.SH,AA+,6.01%,103.60257357667776,100.3787,106.16603978355708
341,196103.SH,AA+,6.00%,109.57327538988312,100.674,112.28447626976437
342,184184.SH,AAA,6%,116.91623174070116,100.7233,119.80912135488764
343,197990.SH,AAA,6.00%,106.79040199177858,100.7397,109.43274549034405
344,152371.SH,AAA,6.00%,113.88684071576458,103.2726,116.70477329701497
345,177452.SH,AA+,6%,103.77987006602272,100.8055,106.34772316739071
346,152705.SH,AAA,6%,115.45881541370142,100.8219,118.31564378563648
347,197013.SH,AAA,6.00%,109.65881256542445,100.8219,112.37212991453383
348,184145.SH,AAA,6.00%,114.05410847773439,100.9534,116.87617980998785
349,197538.SH,AAA,6.00%,109.85114685155037,101.2,112.56922317937897
350,184129.SH,AAA,6.00%,117.31282233571866,101.2493,120.21552489714375
351,197636.SH,AA+,6.00%,109.87723464295857,101.2493,112.5959564679923
352,152329.SH,AA+,6.00%,114.41398793417221,101.4301,117.2449638601368
353,152652.SH,AA+,6%,115.90649259815241,101.463,118.77439796648162
354,177076.SH,AA+,6%,107.18324584859548,101.4795,109.83530958785346
355,177041.SH,AAA,6%,107.25258228613582,101.6274,109.90636163542551
356,167942.SH,AA+,6.00%,107.31421011856054,101.8082,109.96951434180241
357,167820.SH,AAA,6%,107.37389366046122,101.9233,110.03067464955443
358,188688.SH,AAA,6.00%,110.37262070691924,102.1863,113.10360000192192
359,152601.SH,AAA,6%,116.47906372809405,102.2027,119.36113637713807
360,155746.SH,AA+,6%,104.40277744029964,102.2685,106.98604330554838
361,162185.SH,AA+,6%,104.40277744029964,102.2685,106.98604330554838
362,197091.SH,AAA,6.00%,107.61719861093836,102.3014,110.27999975954096
363,184015.SH,AAA,6%,118.18761480913132,102.4164,121.11196259486125
364,197074.SH,AA+,6.00%,110.49451310543809,102.4164,113.2285084166814
