1,600519.SH,14.586193430206894
2,000858.SZ,13.135419544374246
3,000568.SZ,11.63151793306673
4,600809.SH,10.964672226466314
5,002304.SZ,7.34325017318627
6,000799.SZ,6.991496156133649
7,600132.SH,3.513828883752969
8,000596.SZ,3.3783286108761073
9,600600.SH,3.353475577657428
10,002568.SZ,3.280592394775457
11,688660.SH,0.007570553353156591
12,688383.SH,0.004652957644689188
13,688772.SH,0.0023779387261646094
14,688630.SH,0.002375677931686841
15,688766.SH,0.002160296187003536
1,600519.SH,14.586193430206894
2,000858.SZ,13.135419544374246
3,000568.SZ,11.63151793306673
4,600809.SH,10.964672226466314
5,002304.SZ,7.34325017318627
6,000799.SZ,6.991496156133649
7,600132.SH,3.513828883752969
8,000596.SZ,3.3783286108761073
9,600600.SH,3.353475577657428
10,002568.SZ,3.280592394775457
11,688660.SH,0.007570553353156591
12,688383.SH,0.004652957644689188
13,688772.SH,0.0023779387261646094
14,688630.SH,0.002375677931686841
15,688766.SH,0.002160296187003536
