,Symbol,estimated_clean_price_SHCH,zero_curve_clean_price,log_linear_clean_price,cubic_zero_curve_clean_price,natural_cubic_curve_clean_price,log_cubic_curve_clean_price,monotonic_cubic_curve_clean_price
58,1920031.IB,100.3167,100.3484258397535,100.34847719985824,100.34779662629981,100.3479853516947,100.34779788211,100.3479853516947
59,1920033.IB,100.3146,100.3703006343238,100.37030394288313,100.37012919509557,100.36993111217372,100.37012871406579,100.36993111217372
60,1920035.IB,100.3491,100.39537814867643,100.39541662331132,100.39403624902738,100.3922109256719,100.39402428786482,100.3922109256719
61,1920036.IB,100.355,100.393227369286,100.3932700607599,100.39182209643198,100.38984631931118,100.39180802964866,100.38984631931118
62,1920037.IB,102.4967,102.94622798706949,102.95141795242257,102.9589040165165,102.98003814170077,102.95928672846472,102.98003814170077
63,1920038.IB,100.3428,100.41192579112446,100.41196985423186,100.41050407998135,100.40848177988978,100.41048932165474,100.40848177988978
64,1920041.IB,100.3982,100.43552475543892,100.43557719185932,100.4340710573487,100.43180445258615,100.43405204184215,100.43180445258615
65,1920042.IB,102.5136,102.96978196768097,102.97493743543984,102.9827574730041,103.00338637539839,102.98311816997293,103.00338637539839
66,1920043.IB,100.5023,100.45572047590177,100.4557783741183,100.45433972127744,100.45196819273681,100.45431814463306,100.45196819273681
67,1920044.IB,100.4904,100.69078430652652,100.69084746941247,100.68972506092484,100.68739810304365,100.68970227534196,100.68739810304365
68,1920045.IB,100.4915,100.50907724487438,100.50912989798691,100.50880203211835,100.5072134235882,100.50878816214257,100.5072134235882
69,1920047.IB,100.5633,100.54597825350199,100.54605479013446,100.54612039276618,100.54725587721079,100.54612993269889,100.54725587721079
70,1920050.IB,100.6637,100.70071789349038,100.70085154785453,100.70018933576257,100.70216852646477,100.7002163413616,100.70216852646477
71,1920052.IB,100.7416,101.06536030537157,101.06549478274067,101.06482849293802,101.06681987092458,101.06485566482972,101.06681987092458
72,1920053.IB,100.6518,100.75017242474281,100.75032501301318,100.74899817441853,100.75125650999789,100.74903131799377,100.75125650999789
73,1920054.IB,100.6363,100.6765130714636,100.67666818833371,100.6751087316205,100.67740415942288,100.67514224512132,100.67740415942288
74,1920056.IB,100.6615,100.69454585237196,100.69469988719077,100.69278567333909,100.69506465087798,100.6928173596081,100.69506465087798
75,1920057.IB,100.6974,100.71968792031502,100.71984201432055,100.7179270649468,100.7202069181654,100.71795876339105,100.7202069181654
76,1920060.IB,100.7948,101.07584999597995,101.07591939687268,101.07442154486593,101.07544956628858,101.07442670838543,101.07544956628858
77,1920061.IB,100.7836,100.6980956797689,100.69816469943927,100.69667507520366,100.69769744965654,100.69668021035969,100.69769744965654
78,1920062.IB,102.8085,102.85610703078446,102.8594603817264,102.86825217217753,102.87837816306295,102.86836685765847,102.87837816306295
79,1920063.IB,100.5586,100.88537693087159,100.88539987862926,100.88484727061068,100.88518956058543,100.88484756392023,100.88518956058543
80,1920064.IB,100.7099,101.32167347580192,101.32168899839309,101.32130834992235,101.32154107894613,101.32130832239237,101.32154107894613
81,1920067.IB,100.8852,101.01679788319151,101.01682268811362,101.01570166274513,101.01420083146809,101.01568768854685,101.01420083146809
82,1920068.IB,100.8,100.89402804138881,100.89405280807601,100.89293351068493,100.891434992828,100.89291955802686,100.891434992828
83,1920069.IB,100.8511,101.06571707151271,101.0657460319315,101.06447589384314,101.06274576074665,101.06445664184093,101.06274576074665
84,1920072.IB,100.7037,101.07258137893209,101.0726252569958,101.07096607455621,101.06848883212612,101.07091673076,101.06848883212612
85,1920075.IB,100.9603,101.23937215691114,101.23941687898197,101.23774483875277,101.23523006414781,101.23769311921016,101.23523006414781
86,1920077.IB,100.7381,100.87814400082307,100.87818776453284,100.87653290621482,100.87406211991471,100.87648369101723,100.87406211991471
87,1920080.IB,100.6475,100.8052124510569,100.80526061750479,100.80358257543209,100.8009389405312,100.80351778099775,100.8009389405312
88,1920081.IB,102.3604,103.06397695813278,103.066014037813,103.07195396237996,103.07741358184308,103.0720214091361,103.07741358184308
89,1920083.IB,100.7169,100.83074737070463,100.8307980393285,100.82926839088817,100.82661050555483,100.82918326858501,100.82661050555483
90,1920084.IB,100.8827,101.1191734204597,101.11922401115396,101.117611328718,101.1149130850039,101.11753241348383,101.1149130850039
91,1920086.IB,100.6412,100.80492332272411,100.80497397665434,100.80344477180466,100.80078765724521,100.80335967418654,100.80078765724521
92,1920087.IB,102.268,102.9768613772718,102.9785530865354,102.98354212319421,102.98800288100793,102.98359992238504,102.98800288100793
93,1920089.IB,101.0059,101.2322263846062,101.23227671907388,101.23084198111837,101.22824558810817,101.23075146318138,101.22824558810817
94,1920090.IB,100.9758,101.23907113028883,101.23911847586564,101.2379082947465,101.23553781171296,101.237813530136,101.23553781171296
95,1921002.IB,100.0096,100.04614175240219,100.04617270013722,100.04592126120811,100.04598739511746,100.04595253942634,100.04598739511746
96,1921003.IB,100.128,100.23770726836402,100.23791311154056,100.23593557523643,100.2364669723604,100.23609884621725,100.2364669723604
97,1921005.IB,100.1495,100.16664517604559,100.16695114857765,100.16374642026508,100.16461586229919,100.16394037562354,100.16461586229919
98,1921007.IB,100.1886,100.20801846448283,100.2083720795182,100.20441101705016,100.20549301882276,100.2045825981196,100.20549301882276
99,1921008.IB,100.1693,100.18751902326389,100.18786121887767,100.18411841657476,100.18513838016379,100.18430338799762,100.18513838016379
100,1921010.IB,100.1844,100.22341783694691,100.22376436636726,100.21995126808193,100.220991015882,100.22013383260564,100.220991015882
101,1921012.IB,100.1736,100.21019757695963,100.21055386796763,100.20649244042815,100.2076037422569,100.20665024488305,100.2076037422569
102,1921014.IB,100.1108,100.3226271796987,100.32298564040731,100.3188759037232,100.320001044325,100.31902956273454,100.320001044325
103,1921018.IB,100.2983,100.34594386932224,100.34594717469656,100.34577259512983,100.34557470289235,100.3457721145631,100.34557470289235
104,1921019.IB,102.7811,103.33808651098288,103.34333922489564,103.34994034854559,103.37233680569754,103.3503836591255,103.37233680569754
105,1921020.IB,100.3584,100.35182687617304,100.3518530123909,100.35150416015759,100.35160095524421,100.35150425737321,100.35160095524421
106,1921023.IB,100.5134,100.65796332374764,100.65800466574201,100.65793291489837,100.65679129138692,100.65792461612499,100.65679129138692
107,1921026.IB,100.554,100.62518878684124,100.62528145095028,100.62523366390889,100.62660749056525,100.62524745667469,100.62660749056525
108,1921029.IB,100.5335,100.6380449789483,100.63817849185851,100.63751698062303,100.63949407663576,100.6375439576405,100.63949407663576
109,1921034.IB,100.7264,100.67543035727296,100.67553495886187,100.67352656764807,100.67507444364678,100.67353928290623,100.67507444364678
110,1921035.IB,100.7222,100.9506521189046,100.95067507979157,100.95012215560412,100.9504646414165,100.95012244908148,100.9504646414165
111,1921039.IB,100.6067,101.3670694048648,101.36710691344447,101.36557612248403,101.36339822213405,101.36554245101087,101.36339822213405
112,1921042.IB,100.8019,100.93228976716784,100.93233957216414,100.93068879211721,100.9279994641647,100.93061564879453,100.9279994641647
113,1921044.IB,103.1216,105.12495528888742,105.1270392216761,105.13301085610593,105.13866259810608,105.13308387390616,105.13866259810608
114,1921045.IB,100.917,101.79851572631519,101.79856672431828,101.7969410580757,101.79422109063361,101.79686150749006,101.79422109063361
115,1921046.IB,100.958,101.03415584241705,101.03420638450135,101.03259525160821,101.02989960049642,101.03251641219957,101.02989960049642
116,1921047.IB,100.8292,100.88138051182237,100.88143086214316,100.87997447147988,100.87736629074931,100.87988540673821,100.87736629074931
117,1921050.IB,100.9331,101.00441742881672,101.00446525020743,101.00322281805732,101.00081821755474,101.00312847599625,101.00081821755474
118,1921051.IB,100.9118,101.06993683985665,101.0699840988368,101.06877613117948,101.06640998383882,101.0686815398966,101.06640998383882
119,1926001.IB,100.152,100.1574192898782,100.15770468036584,100.1547724310147,100.15556632070388,100.15496432497409,100.15556632070388
120,1926004.IB,100.4648,100.51727182810498,100.5173347260646,100.51633817830984,100.51409128280328,100.51631609712979,100.51409128280328
121,1926005.IB,100.5817,100.6582198025608,100.65837487449122,100.65681586957618,100.65911063235842,100.6568493733676,100.65911063235842
122,1928005.IB,100.1953,100.19123339327193,100.19158927275836,100.18753253622992,100.18864255448801,100.18769015841828,100.18864255448801
123,1928015.IB,100.4827,100.46095067726189,100.46099377004487,100.46089128994149,100.45968568578084,100.46088221865656,100.45968568578084
124,1928017.IB,100.5775,100.5249391987922,100.52496674547488,100.52502571997407,100.52432391748897,100.52502194049129,100.52432391748897
125,1928027.IB,100.5954,100.61080081040777,100.61095526281439,100.60908820681723,100.61137341417773,100.60912030567926,100.61137341417773
126,1928030.IB,100.6159,100.56766216260228,100.56780865478943,100.56569043090767,100.56785760777497,100.56571807072287,100.56785760777497
127,1928034.IB,100.8908,100.70746052540824,100.70750420060831,100.7058526891499,100.70338689987867,100.7058035734873,100.70338689987867
128,1928037.IB,100.9347,100.73846947375517,100.73851998393553,100.73693119413724,100.73424836288773,100.7368508793112,100.73424836288773
129,2020003.IB,100.8555,101.18790693068013,101.18791621061374,101.18778293085765,101.18736272064368,101.18775674870815,101.18736272064368
130,2020004.IB,100.5495,100.58150308850169,100.58194507901274,100.58078726008368,100.58416400931156,100.58099933860282,100.58416400931156
131,2020005.IB,100.4082,100.43873390838326,100.4392790584255,100.43788105255146,100.44201494160595,100.43813701031327,100.44201494160595
132,2020006.IB,101.2091,101.04630078440837,101.04946928948914,101.05632015682026,101.05459019941384,101.05639025503986,101.05459019941384
133,2020007.IB,100.59,100.36850322684411,100.36919780681599,100.3674761633348,100.37268940533555,100.36779207575616,100.37268940533555
134,2020008.IB,101.6443,101.0397221677861,101.0437388025707,101.05224075585434,101.04999427746887,101.05234994144857,101.04999427746887
135,2020010.IB,100.6317,100.44344659268512,100.44409672103117,100.44246560925625,100.44735896985182,100.44276413669932,100.44735896985182
136,2020011.IB,99.9496,101.42360633128943,101.42437114304228,101.42248112253226,101.42818559591629,101.42282507296976,101.42818559591629
137,2020014.IB,100.5613,101.4442844433161,101.44515662314579,101.44305234348849,101.44951323774595,101.44343483674415,101.44951323774595
138,2020015.IB,100.7122,101.45605036734163,101.45698375494536,101.4547725304469,101.46166183781575,101.45517654278343,101.46166183781575
139,2020017.IB,100.0082,100.32192758360915,100.32299973771097,100.32061700195324,100.3284744158707,100.32106643889499,100.3284744158707
140,2020018.IB,99.9526,99.85428552118982,99.85539796441614,99.85297437393154,99.86110743767986,99.85343666118501,99.86110743767986
141,2020019.IB,99.9436,100.56041272171376,100.56159282687238,100.55907216930217,100.5676652946836,100.55955643061534,100.5676652946836
142,2020024.IB,99.7552,100.56613103547292,100.56741558927618,100.5648025293793,100.57409993719037,100.56531959010024,100.57409993719037
143,2020025.IB,99.5533,99.72309631543234,99.72441715306961,99.72178332340738,99.7313161368694,99.72231065993314,99.7313161368694
144,2020026.IB,100.4662,100.5107069755284,100.51209888758045,100.50936897455648,100.51936252486952,100.50991779528688,100.51936252486952
145,2020027.IB,100.4233,101.48528265400675,101.4866850244116,101.48391679349159,101.49396052466035,101.48446950099589,101.49396052466035
146,2020028.IB,99.82,100.70089325660906,100.70239716948146,100.6995276945509,100.71021705606121,100.70010764101274,100.71021705606121
147,2020032.IB,100.6297,101.48498117049941,101.48682632771492,101.4836311655473,101.49637000233085,101.48429563022844,101.49637000233085
148,2020040.IB,100.4034,101.29796003753157,101.30045875463945,101.2971465315322,101.31361165494225,101.29792930315311,101.31361165494225
149,2020041.IB,101.4172,101.84519559974227,101.84785721318946,101.84457448612207,101.86192267188596,101.84538020731789,101.86192267188596
150,2020045.IB,101.3425,101.25862275030687,101.26175435369697,101.25878328701091,101.27843875873015,101.25962809268917,101.27843875873015
151,2020047.IB,101.4455,101.80528324894715,101.8085282999398,101.80564026045612,101.82583107277638,101.80649321028615,101.82583107277638
152,2020049.IB,101.6105,101.70818626291097,101.71148706772061,101.70866259265244,101.72909315559214,101.70951730228467,101.72909315559214
153,2020053.IB,101.7489,101.90474420240604,101.90819025274006,101.9055247942988,101.9265781348091,101.90638387413807,101.9265781348091
154,2020057.IB,101.7207,101.85223246776575,101.85573360101117,101.85314841917379,101.8744232718878,101.85400790262379,101.8744232718878
155,2020059.IB,101.5836,102.42448143291642,102.42807766126293,102.4256005251603,102.4472802016962,102.42646296821208,102.4472802016962
156,2020072.IB,101.7256,101.95066790440613,101.95483172995777,101.9537387256367,101.97718864596362,101.95456648677765,101.97718864596362
157,2020076.IB,102.0121,102.10834442774448,102.11266917182952,102.11204430408243,102.13585871320868,102.11285242677117,102.13585871320868
158,2020077.IB,101.6131,101.80585641005653,101.81048449513824,101.81110531066106,101.83542438766278,101.81185510003961,101.83542438766278
159,2020079.IB,101.7562,102.28501133933469,102.28941548084691,102.28904833429921,102.31303629345594,102.28984560113739,102.31303629345594
160,2020084.IB,101.745,102.49666153777451,102.50124173254046,102.50155828566747,102.52586833356501,102.50232477276388,102.52586833356501
161,2020086.IB,101.6312,101.9995127664569,102.00411776208568,102.00460848435726,102.0289120056013,102.00536497568389,102.0289120056013
162,2020089.IB,101.6688,102.19941615959627,102.20409062362423,102.2048839131424,102.22929318099006,102.20562689396675,102.22929318099006
163,2021001.IB,100.6671,100.66151846215607,100.66154688577447,100.66102260298234,100.65969991887559,100.66095203513132,100.65969991887559
164,2021003.IB,100.5381,100.48468792498612,100.4852931623728,100.48376108711413,100.48833116008903,100.48404177484997,100.48833116008903
165,2021004.IB,100.5412,102.13279614028765,102.13335348617478,102.13189555338997,102.1361031355864,102.1321582097452,102.1361031355864
166,2021005.IB,100.4827,100.5595146394286,100.56010543980936,100.55860396279378,100.56306897731483,100.55887886453998,100.56306897731483
167,2021007.IB,100.5987,100.46519080698506,100.46584118990073,100.4642084153795,100.46910308968785,100.46450708217955,100.46910308968785
168,2021008.IB,100.3675,100.41243528807222,100.41313025759638,100.41140667790809,100.41662229151231,100.41172278576518,100.41662229151231
169,2021010.IB,100.2794,100.58105435337916,100.58181147380569,100.57995398327756,100.58561021175339,100.58029381830808,100.58561021175339
170,2021013.IB,99.7366,101.77956095185456,101.78091954105864,101.77821945725935,101.78800922837385,101.77876015851334,101.78800922837385
171,2021015.IB,101.1145,101.85516041969623,101.85751440718123,101.85416557050607,101.86983225853406,101.85492807073078,101.86983225853406
172,2021023.IB,101.2759,101.6718158101173,101.674807706026,101.67171171370887,101.69072569336959,101.67254891124131,101.69072569336959
173,2021025.IB,101.5723,101.64528371848633,101.64876639824831,101.64616720137214,101.6673567358078,101.64702546862034,101.6673567358078
174,2021027.IB,101.5933,101.949963775974,101.95356284498475,101.95111973446387,101.97278319224242,101.95197949813591,101.97278319224242
175,2021030.IB,101.7224,101.76413179596443,101.76820827735837,101.76690362577251,101.79012210637211,101.76773860778376,101.79012210637211
176,2021031.IB,101.6076,101.73523175891246,101.73942455646204,101.73842591660613,101.76192095242966,101.73924856713379,101.76192095242966
177,2021032.IB,101.8139,102.12372749505697,102.1279747982115,102.12710339574645,102.15074741785567,102.12792213809256,102.15074741785567
178,2021033.IB,102.0087,102.03068684776977,102.03505338487227,102.03457683547292,102.05847578777572,102.0353783026537,102.05847578777572
179,2021034.IB,101.7422,102.2142108516511,102.21861452319342,102.21824999273862,102.24224179498879,102.21904747945437,102.24224179498879
180,2021036.IB,101.8795,102.04825102783367,102.05269147946892,102.05248191497212,102.07652528175781,102.05327137097305,102.07652528175781
181,2021040.IB,101.6516,102.18139134392428,102.18600081568776,102.18649064529313,102.21081509713864,102.18724778073899,102.21081509713864
182,2026001.IB,100.2811,100.76399738768662,100.76481689289295,100.76283418383557,100.76893062884146,100.76319733540865,100.76893062884146
183,2026002.IB,100.5553,100.53390169820896,100.53584336932019,100.53261862511857,100.54592985739117,100.53330225090878,100.54592985739117
184,2026003.IB,101.7401,101.87773493299503,101.88137358456778,101.87900166034586,101.90081315505552,101.87986071237667,101.90081315505552
185,2026004.IB,101.4641,102.34994476659114,102.35439256682835,102.35418000344433,102.37825871239662,102.35497066434908,102.37825871239662
186,2026005.IB,102.1747,102.7009090839901,102.70555928871596,102.70617663955099,102.73059904214819,102.7069295589786,102.73059904214819
187,2026006.IB,104.4176,105.28903270214256,105.30816351027985,105.31903982598317,105.32643411908799,105.3214490434519,105.32643411908799
188,2028001.IB,100.9126,100.92136744358922,100.92139084127349,100.92098841790954,100.91991263600329,100.92092828830076,100.91991263600329
189,2028002.IB,100.692,100.76047204136289,100.7608119087596,100.7599040660536,100.7625210433755,100.76007056263971,100.7625210433755
190,2028004.IB,100.4959,100.470845896669,100.47139133607183,100.46999161394109,100.4741270583826,100.47024774062744,100.4741270583826
191,2028005.IB,100.5167,100.14895230591114,100.14960002505377,100.14798059855514,100.15285914370236,100.14827789600116,100.15285914370236
192,2028007.IB,100.3011,100.25946880418851,100.26022262753074,100.25838631049321,100.26402339527206,100.25872489727949,100.26402339527206
193,2028008.IB,100.3409,100.25959635412862,100.26035033999861,100.25850910326554,100.26414644643098,100.2588474387956,100.26414644643098
194,2028009.IB,99.9503,99.97289052685082,99.97395874547321,99.97159298230267,99.979424760937,99.97204091681935,99.979424760937
195,2028010.IB,99.8902,99.47326702146745,99.47443493036816,99.47195823344029,99.48046886340894,99.4724379561419,99.48046886340894
196,2028011.IB,99.8401,99.35961999312215,99.36084712139234,99.35830391673606,99.36721118215365,99.35880211376976,99.36721118215365
197,2028012.IB,99.6774,99.45100111773313,99.45238117764094,99.44967587843348,99.45958613794986,99.45022004047361,99.45958613794986
198,2028015.IB,99.7666,99.55114731340464,99.55263745150418,99.54980020364361,99.5603999232574,99.55037491546663,99.5603999232574
199,2028016.IB,100.069,99.67933329651177,99.68694778298106,99.70133846939673,99.69760555319723,99.70173139695633,99.69760555319723
200,2028019.IB,99.9042,99.69341928919742,99.69519233790098,99.69209109410936,99.70441044490462,99.69273634825153,99.70441044490462
201,2028020.IB,99.9568,100.05164973961149,100.05347496190345,100.05032892122533,100.06295968614691,100.05098666056739,100.06295968614691
202,2028021.IB,100.6057,100.52130712457394,100.53039747443714,100.54646475234148,100.54269833060783,100.54702974975814,100.54269833060783
203,2028027.IB,100.9218,100.86614042021039,100.86905662790095,100.86593436911636,100.88455293187148,100.86676242855205,100.88455293187148
204,2028028.IB,100.9985,100.92883417461708,100.93179635094049,100.92870418140103,100.94754958440787,100.92953613955532,100.94754958440787
205,2028029.IB,101.0811,100.91078018433862,100.91369694133188,100.91057409636825,100.92919982527124,100.91140226319315,100.92919982527124
206,2028030.IB,101.1971,101.32118803522464,101.32421756597758,101.3211610282883,101.34034310657428,101.32199955411738,101.34034310657428
207,2028031.IB,101.2507,101.48505862306757,101.48819491763058,101.48521914080213,101.50490542520839,101.48606519733156,101.50490542520839
208,2028036.IB,101.3809,101.2585459776443,101.26207473093012,101.25956330078903,101.2809145395541,101.26041955287023,101.2809145395541
209,2028043.IB,101.5179,101.54444411376541,101.54851450692931,101.54720286919564,101.57037424131013,101.54803653128253,101.57037424131013
210,2028046.IB,101.6519,101.53096133769854,101.53516077338406,101.53419734923486,101.55769421387296,101.5350177340591,101.55769421387296
211,2028047.IB,101.6037,101.57137174405474,101.57560589601079,101.57474131539713,101.59831829637857,101.5755576036264,101.59831829637857
212,2028054.IB,101.6906,101.70913541954907,101.71373323920653,101.7142257992021,101.73849656476276,101.71498128497818,101.73849656476276
213,2120003.IB,101.6294,101.70656286091385,101.7114689584106,101.71374511078251,101.73820266091455,101.71441586939139,101.73820266091455
214,2120004.IB,101.6654,101.80833618336584,101.8132660719968,101.81567147987133,101.8401339257496,101.81633710916343,101.8401339257496
215,2120005.IB,101.7322,101.72281931771248,101.7277929505458,101.7305174210077,101.7549272263989,101.73116670326962,101.7549272263989
216,2120009.IB,101.7954,101.96774614221779,101.97287887457531,101.97683929249654,102.00090594776094,101.97742663808859,102.00090594776094
217,2120010.IB,101.7188,101.95137757798909,101.9565612810495,101.96114353117844,101.98488077695127,101.96169526410505,101.98488077695127
218,2120011.IB,101.5968,101.82828165838117,101.8334617725836,101.83804415199664,101.86176411270047,101.8385952800209,101.86176411270047
219,2120012.IB,101.7184,101.93097948537522,101.93616323908704,101.94073392969416,101.96447686697661,101.94128615384685,101.96447686697661
220,2120016.IB,101.7043,102.21161153984856,102.21682184863654,102.22171172093782,102.24529234866668,102.22224624342155,102.24529234866668
221,2120021.IB,101.3993,102.84353746298058,102.8487752107831,102.85383664700922,102.87739056675312,102.85436327631777,102.87739056675312
222,2120025.IB,101.6551,101.82015117049703,101.82537110531793,101.83095361033911,101.85398250919673,101.83144406433665,101.85398250919673
