,Symbol,estimated_clean_price_SHCH,zero_curve_clean_price,log_linear_clean_price,cubic_zero_curve_clean_price,natural_cubic_curve_clean_price,log_cubic_curve_clean_price,monotonic_cubic_curve_clean_price
223,2120026.IB,101.7064,101.7822516482457,101.7874721908371,101.79319528413961,101.81610566465652,101.79367746518716,101.81610566465652
224,2120027.IB,101.1925,102.45896622219654,102.46420706775615,102.46993054930842,102.49293894278881,102.47041578765291,102.49293894278881
225,2120028.IB,101.7064,101.7822516482457,101.7874721908371,101.79319528413961,101.81610566465652,101.79367746518716,101.81610566465652
226,2120029.IB,101.5354,101.82454630911761,101.82976812064453,101.83549123821267,101.85840774453978,101.83597361034126,101.85840774453978
227,2120030.IB,101.5367,101.83042173495971,101.83564233470145,101.8415748523131,101.86433006192357,101.84204575261215,101.86433006192357
228,2120032.IB,101.2778,102.1472301174984,102.15246199272318,102.158330159873,102.18117457422278,102.15880563578187,102.18117457422278
229,2120033.IB,101.6051,101.60494595497191,101.61015385974865,101.61645291664023,101.63887317185154,101.61690392034184,101.63887317185154
230,2120034.IB,101.5838,101.58352121966442,101.58872849615983,101.59502725093331,101.6174444514738,101.59547816250853,101.6174444514738
231,2120035.IB,101.647,101.80602172850888,101.81122890362583,101.81781587186526,101.83999414607268,101.81825197027933,101.83999414607268
232,2120039.IB,101.3957,102.49652372819133,102.50175123237837,102.50834611395213,102.53062016961131,102.50878528769069,102.53062016961131
233,2120043.IB,101.2254,102.66958771367766,102.6747514773257,102.68241748921372,102.70324171160347,102.68278704127293,102.70324171160347
234,2120048.IB,101.3724,101.5188329722744,101.52392590868016,101.53186881266446,101.55206953704742,101.53221364849476,101.55206953704742
235,2120049.IB,101.4553,101.69111476053342,101.69613953529415,101.70452859435434,101.72396258707252,101.70484356063216,101.72396258707252
236,2120050.IB,101.4023,101.41727213079099,101.42228852519406,101.43067252693973,101.45006859925786,101.43098627129845,101.45006859925786
237,2120053.IB,101.4712,102.41164717702615,102.41664611568982,102.42526937989757,102.44435310904379,102.425571472859,102.44435310904379
238,2120054.IB,101.7892,102.73348288966586,102.73849159463472,102.74712109097852,102.7662474467627,102.74742453062899,102.7662474467627
239,2120056.IB,101.6501,101.8884883312261,101.89344165795062,101.90217559693144,101.92093615934813,101.90246683529647,101.92093615934813
240,2120061.IB,101.238,102.41519372778231,102.42007979384204,102.42909863885323,102.44726272318012,102.42937063333879,102.44726272318012
241,2120063.IB,101.4738,102.65725230991646,102.66210894305266,102.671232021181,102.68916003258657,102.6714968351074,102.68916003258657
242,2120065.IB,100.6622,101.67586984016448,101.68066861588298,101.68983392585503,101.70742692161986,101.69008875689536,101.70742692161986
243,2120067.IB,101.0566,102.81483831740604,102.8195099559351,102.82897937529826,102.84565811031804,102.82920928808599,102.84565811031804
244,2120068.IB,101.042,102.72228480423679,102.72679301539293,102.73640939228665,102.75208473860778,102.73661537603637,102.75208473860778
245,2120070.IB,100.7035,101.17741660124253,101.18172643535351,101.19134280316024,101.20594246754021,101.19152439515533,101.20594246754021
246,2120071.IB,100.5965,100.85850634590179,100.86285010323957,100.87245083678978,100.88724769822382,100.87263598521574,100.88724769822382
247,2120073.IB,100.656,100.90865323987958,100.91289543706128,100.92249895657616,100.93673976631081,100.92267315657519,100.93673976631081
248,2120076.IB,100.8895,103.13710786166152,103.14132134913501,103.15096415294224,103.16501717884647,103.15113804156783,103.16501717884647
249,2120079.IB,100.6561,102.1587714767598,102.16282304827189,102.17236448930396,102.18561279935643,102.17252264699404,102.18561279935643
250,2120081.IB,101.5171,102.47026886044,102.47420545272374,102.48366497672855,102.49635571646814,102.48381456180552,102.49635571646814
251,2120082.IB,101.2904,102.49539892364699,102.4993362373958,102.5087962689437,102.52149042519541,102.50894595103095,102.52149042519541
252,2120084.IB,100.6815,101.74838129196586,101.75216586896933,101.76149206355251,101.77347252430687,101.76162946036472,101.77347252430687
253,2120086.IB,100.8359,100.78680602316776,100.79050531629426,100.79975473144657,100.81134474055317,100.79988476642033,100.81134474055317
254,2120087.IB,100.8338,101.01524095085098,101.01894668288773,101.02820048065489,101.03982081728967,101.02833137405383,101.03982081728967
255,2120094.IB,100.965,101.15689380952517,101.1596448550349,101.16739571547376,101.17516849055676,101.16748179617178,101.17516849055676
256,2120096.IB,101.1361,102.92825343888936,102.93104870231231,102.9388377408786,102.94680063233298,102.93892949061913,102.94680063233298
257,2120097.IB,100.6464,101.74081740880294,101.74350415219652,101.75109708360912,101.75865598180116,101.75118243182948,101.75865598180116
258,2120098.IB,100.7552,101.05149024592687,101.05415996294067,101.06173846867064,101.0692243304254,101.06182162925127,101.0692243304254
259,2120101.IB,101.0617,103.46545104124459,103.4678792120019,103.47479906096508,103.4814997203796,103.47487931081888,103.4814997203796
260,2120103.IB,100.5516,100.86690466445022,100.86918675325616,100.87585230297303,100.88202354526163,100.87592230174775,100.88202354526163
261,2120106.IB,101.0226,101.85462323099577,101.8562568424355,101.86113784134642,101.86540283419234,101.8611917758681,101.86540283419234
262,2120109.IB,100.2582,100.24133351089746,100.24318541219307,100.2487529096566,100.25359281100596,100.24880947330418,100.25359281100596
263,2120111.IB,100.4838,101.60295437076348,101.60480452429792,101.6103069248479,101.61517515939359,101.61036596358998,101.61517515939359
264,2120112.IB,100.703,102.01482425860496,102.0165895634794,102.02183445922797,102.0264727086805,102.02189232891718,102.0264727086805
265,2120116.IB,100.7181,100.78488411669797,100.78629963371607,100.79058845028673,100.79423472613298,100.79063518152223,100.79423472613298
266,2120117.IB,101.2544,100.99088008782986,100.99592212824845,100.98991552322299,100.99855027372199,100.9901705827338,100.99855027372199
267,2120120.IB,100.5219,101.89426030783272,101.8954621743209,101.89904283074418,101.90217862326242,101.89908660240187,101.90217862326242
268,2121001.IB,101.2818,102.06490609866567,102.06974471512787,102.07150436029549,102.09601434958483,102.07220093960481,102.09601434958483
269,2121004.IB,101.7041,101.92220974474287,101.92732756351138,101.93116083312148,101.95527414358419,101.9317546609571,101.95527414358419
270,2121005.IB,101.6855,101.90051219952582,101.90567535771227,101.90997857313464,101.93386397800181,101.91054586425287,101.93386397800181
271,2121010.IB,101.6512,102.22557763286562,102.23080208157405,102.2360061523437,102.25937163081134,102.23652154352602,102.25937163081134
272,2121013.IB,101.6217,101.84542304371168,101.8506310270131,101.8556961691653,101.87910668488979,101.85621795880681,101.87910668488979
273,2121015.IB,101.7313,102.19737565246258,102.20260733513243,102.20813524516478,102.23125462932012,102.2086308308808,102.23125462932012
274,2121022.IB,101.4148,101.62230162030943,101.62743379978166,101.63508558190092,101.65576899260392,101.63545062093336,101.65576899260392
275,2121024.IB,101.2148,101.43151865789002,101.43659378551948,101.44464094368027,101.46465314586712,101.44497824549734,101.46465314586712
276,2121025.IB,101.2148,101.43151865789002,101.43659378551948,101.44464094368027,101.46465314586712,101.44497824549734,101.46465314586712
277,2121027.IB,101.2428,101.9483631828985,101.9532351281558,101.96224314528293,101.98034449087851,101.96251318889807,101.98034449087851
278,2121035.IB,100.7176,101.21700191848113,101.22155534356163,101.23106101389291,101.24707162861273,101.23127349949644,101.24707162861273
279,2121036.IB,100.8302,101.267415226851,101.27191952118702,101.28146967913827,101.29717886459964,101.28167506830361,101.29717886459964
280,2121037.IB,100.9155,101.15160946263174,101.15596191341048,101.16557015269059,101.18040814555353,101.16575648769869,101.18040814555353
281,2121040.IB,100.6291,101.08541433496352,101.08945302618615,101.0989864635966,101.11217786905293,101.09914210696317,101.11217786905293
282,2121041.IB,100.6842,101.16281313809705,101.16673030713656,101.17618478403051,101.18878362048669,101.17633081109989,101.18878362048669
283,2121042.IB,100.8219,101.51532645857536,101.51923563518494,101.52867587255291,101.54123678483268,101.52882177123882,101.54123678483268
284,2121043.IB,100.8433,102.04305778592159,102.04698211329845,102.056433009071,102.0690656681049,102.05658094497302,102.0690656681049
285,2121046.IB,101.3228,105.72145417248016,105.72535130758777,105.73475400930836,105.74726526523287,105.73490641986818,105.74726526523287
286,2121050.IB,100.7831,102.35809788095925,102.36113068772424,102.3694289972586,102.37826670058647,102.36952840448807,102.37826670058647
287,2121063.IB,100.2841,102.16460062235181,102.16601023905581,102.1702180695813,102.17389284453203,102.17026711501975,102.17389284453203
288,2126002.IB,101.7094,102.0170088389443,102.02222726453634,102.0274257553844,102.05076868086854,102.02794038476719,102.05076868086854
289,2126003.IB,101.5674,101.8854023678617,101.89055352849037,101.89810023969207,101.91898312076275,101.89847352572467,101.91898312076275
290,2126004.IB,101.2496,101.6436971232869,101.64608179796642,101.65296927318013,101.65948926192561,101.65304414370712,101.65948926192561
291,2126005.IB,100.4169,101.73917137501194,101.74102455760399,101.7465289760353,101.75140960923277,101.74658836623863,101.75140960923277
292,2126006.IB,100.8012,101.88725694140128,101.88869415609378,101.8929914732969,101.89672815360231,101.89304104356968,101.89672815360231
293,2126007.IB,100.5989,103.15839193316332,103.16379076597921,103.15752298743931,103.16669949366128,103.15780650413905,103.16669949366128
294,2128003.IB,101.3175,101.32256603658034,101.32746265129198,101.32973446210964,101.35414496160855,101.33040393828745,101.35414496160855
295,2128004.IB,101.5595,101.57842042023121,101.58358418698784,101.58802695867355,101.61179249086494,101.58858484812818,101.61179249086494
296,2128005.IB,101.5715,101.61984432175359,101.62478956798839,101.62733125034934,101.65175348267941,101.62798920134914,101.65175348267941
297,2128006.IB,101.4339,101.44686380367382,101.45181122943058,101.45439678814193,101.47879130479976,101.45505181847645,101.47879130479976
298,2128007.IB,101.6524,101.68478368333639,101.68996023752399,101.69453157597897,101.71823965497707,101.69508257042635,101.71823965497707
299,2128010.IB,101.6611,101.69434519621751,101.6995403078077,101.70442846386746,101.72793740272525,101.70496047354364,101.72793740272525
300,2128012.IB,101.7318,101.75648911189965,101.76168639855516,101.76656829674089,101.79009206877711,101.7671009733711,101.79009206877711
301,2128013.IB,101.5836,101.60820706774285,101.61342093180743,101.61894829970474,101.64198845887172,101.61944129292154,101.64198845887172
302,2128014.IB,101.7355,101.92390392243836,101.92912727895691,101.9346540148443,101.95774007900876,101.93514848160743,101.95774007900876
303,2128015.IB,101.4884,101.57415708400758,101.57937213798873,101.58523576140476,101.60799712534359,101.5857087698288,101.60799712534359
304,2128018.IB,101.6857,101.91397684794624,101.9191872934297,101.92577190753768,101.94796352838463,101.92620858261847,101.94796352838463
305,2128020.IB,101.1946,101.1833570760405,101.18842469115586,101.1964680336464,101.21644730489392,101.19680428360562,101.21644730489392
306,2128023.IB,101.1759,101.20781211821524,101.212864700067,101.22100968315712,101.24081643251651,101.22133919929506,101.24081643251651
307,2128024.IB,100.522,100.49698609767282,100.5015995873825,100.51099204810555,100.52741524602013,100.51121428685632,100.52741524602013
308,2128027.IB,100.6383,100.5398259433649,100.54407304263222,100.55367133266309,100.56794456131236,100.55384575723949,100.56794456131236
309,2128031.IB,100.3296,100.27917285053832,100.2828578349754,100.29209751098357,100.30362012558307,100.29222563834581,100.30362012558307
310,2128035.IB,100.7931,100.86607153662163,100.86873684399431,100.87631018668432,100.88377426661269,100.87639267162255,100.88377426661269
311,2128037.IB,100.8432,100.83977112191602,100.84240940250483,100.84991933764975,100.85727931882533,100.85000052265917,100.85727931882533
312,2128041.IB,100.875,100.86624767658962,100.86872455391695,100.87586573887788,100.8826812139394,100.87594204598085,100.8826812139394
313,2128046.IB,100.6375,100.70440862413201,100.70636178501597,100.71218413452458,100.71733315377683,100.71224437128194,100.71733315377683
314,2128048.IB,100.7968,100.84013914697205,100.84197233778373,100.8474634381985,100.85226224029408,100.84752050875746,100.85226224029408
315,2220001.IB,100.2774,101.62624916363688,101.62694335636738,101.62889525522279,101.63081654022585,101.62892736541033,101.63081654022585
316,2220003.IB,100.3604,101.40330323185597,101.40384241813176,101.40528030158731,101.40684805826601,101.40530879111392,101.40684805826601
317,2220004.IB,100.2002,101.34769434385085,101.34811816615996,101.34915530658927,101.35046769921937,101.34918115105312,101.35046769921937
318,2220009.IB,100.0333,100.6392525513342,100.6393920379738,100.63945577415872,100.64014643043026,100.6394742842499,100.64014643043026
319,2221001.IB,100.8603,102.47490662278389,102.47546509742556,102.47691360911863,102.47857075810259,102.4769444677524,102.47857075810259
320,2226001.IB,99.9654,102.18053859082433,102.18163542346802,102.18152435947782,102.18317655159598,102.18163680466826,102.18317655159598
321,2228007.IB,99.9399,99.89953258579332,99.89965975601488,99.89971804340841,99.9003477845022,99.89973489748253,99.9003477845022
322,2228008.IB,99.9399,99.89953258579332,99.89965975601488,99.89971804340841,99.9003477845022,99.89973489748253,99.9003477845022
