,WINDCODE,YOYEPS_BASIC,YOYEPS_DILUTED,YOYOCFPS,YOY_TR,YOY_OR,YOYOP,YOYOP2,YOYEBT,YOYPROFIT,YOYNETPROFIT,YOYNETPROFIT_DEDUCTED,DP_YOY,YOYROE,YOYOCF,MAINTENANCE,YOY_CASH,YOY_FIXEDASSETS,FA_RDEXP_YOY,YOY_EQUITY,YOYCF,YOYDEBT,YOY_ASSETS,ROE_AVG,ROE_BASIC,ROE_DILUTED,ROE_DEDUCTED,ROE_EXBASIC,ROE_EXDILUTED,ROE_ADD,ROA2,ROA,ROIC,ROP,ROE_YEARLY,ROA2_YEARLY,ROA_YEARLY,NETPROFITMARGIN,NETPROFITMARGIN_DEDUCTED,GROSSPROFITMARGIN,COGSTOSALES,NPTOCOSTEXPENSE,EXPENSETOSALES,OPTOEBT,PROFITTOGR,OPTOGR,EBITTOGR,GCTOGR,OPERATEEXPENSETOGR,ADMINEXPENSETOGR,FINAEXPENSETOGR,IMPAIRTOOP,EBITDATOSALES
2021-06-30,002460.SZ,766.6666666666667,766.6666666666667,198.7057,70.2729,70.2729,755.1779,,763.0097,835.9691462590657,805.2944,380.62,380.62,310.2379,232.1523,2516.6525030844023,155.44351844853833,26.138944574089116,95.56555868352208,120.67549244329084,444.59939633607286,15.708710451446473,88.22058387176448,9.8031,11.43,7.7853,5.7804,6.74,4.5906,6.74,6.5812,5.6089,6.6583,1010.7676404063423,19.6062,13.1624,11.2178,35.9891,20.55290920505639,35.125,64.875,49.622192014569656,7.6513,100.00728647659074,35.9891,40.3457,42.2279,73.4589,0.5885,4.9097,2.153,-0.5189563456748367,46.27800346453676
2021-09-30,002460.SZ,608.0,608.0,327.7667,81.1924,81.1924,583.5467,,584.7343,660.2578427273571,648.236,435.58,435.58,284.4508,361.4056,,61.2523263546311,34.92656247091731,157.00618377680763,94.62466562173184,81.55868338036633,8.504983393551141,54.355566932458245,16.4673,16.8,12.7945,9.5089,,7.388,,10.3811,9.0917,10.581,888.5869887806236,21.9564,13.8415,12.1223,36.0317,20.242952417038275,35.5474,64.4526,48.71187628694146,9.5163,100.25260035457475,36.0317,40.022,41.1418,74.7726,0.5368,6.873,2.1065,-0.15846609414523183,
2021-12-31,002460.SZ,,,,,,,,,,,,435.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-02-18,002460.SZ,,,,,,,,,,,,435.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000-03-31,600111.SH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000-06-30,600111.SH,,,371.4706,87.6179,87.6179,83.6065,,70.6597,70.66073496688644,70.6607,,,8.3862,400.7877,,327.2845144356432,,,57.45608103158026,,64.76839304336403,58.09396661599596,5.2255,,4.36,5.2255,,4.3553,,5.2066,4.641,5.0728,741.4157874802925,10.451,10.4132,9.282,23.265,23.264979435324122,32.9165,67.0835,30.568243257842013,9.0248,87.27784173585191,23.265,23.3508,26.1004,77.1079,1.2037,8.4403,-0.6192,,32.30545856040417
2000-09-29,600111.SH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000-12-29,600111.SH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2001-03-30,600111.SH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2001-06-29,600111.SH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2001-09-28,600111.SH,,,,,,,,,,,,7.6635,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2001-12-31,600111.SH,-19.6787,,-98.0541,-19.6435,-19.6435,-28.5677,,-20.9061,-20.206302857981136,-20.2063,-26.8338,-26.8338,-23.3508,-98.0545,,-17.651397261794603,,,4.102484547330427,,35.63576614671975,7.701450377775898,7.9695,7.9,7.9,7.4539,7.39,7.39,7.39,6.3359,6.4024,7.4332,238.4490164702271,7.9695,6.3359,6.4024,25.5427,23.89020831499271,35.0412,64.9588,32.74888421280851,13.0369,90.13365370712154,25.5427,23.3577,25.2771,78.5251,2.0927,11.5651,-0.6209,0.0,33.15788781548954
2002-03-29,600111.SH,,,,,,,,,,,,-26.8338,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2002-06-28,600111.SH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2002-09-27,600111.SH,,,,,,,,,,,,-30.5839,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2002-12-31,600111.SH,-19.5,,1429.2683,-3.932,-3.932,-11.4468,,-16.7439,-19.08790699190376,-19.0879,-14.2468,-14.2468,-22.5068,1429.5742,155.12808631293842,-88.02960521147148,5.748398792228708,,4.411816092470479,,22.291932318589673,8.348873355123533,6.2524,6.32,6.12,6.1978,6.27,6.067,6.27,5.2363,4.837,5.4805,239.57650451250112,6.2524,5.2363,4.837,21.513,21.325111076911682,30.6531,69.3469,27.51373283469626,8.8432,95.86838443809984,21.513,21.5306,23.2889,78.722,1.1694,6.5052,1.1686,,31.14007303985863
2003-03-31,600111.SH,,,,60.7765,60.7765,-86.3946,,-40.8598,-47.3801940457189,-47.3802,,,-49.4186,,396.949813482439,-61.905646149766014,6.030833586907252,,4.029964165999707,,106.66633883924857,15.18213890300831,0.3826,,0.382,,,0.241,,0.4722,0.286,0.3249,481.16582956160585,1.5304,1.8888,1.144,4.7702,,16.6206,83.3794,4.772422451896007,16.5746,23.025316654122626,4.7702,1.4523,7.8754,100.1568,2.5542,12.4525,1.5679,,15.27093402972328
2003-06-30,600111.SH,,,24.4898,59.2798,59.2798,-34.4803,,-27.789,-32.108022279501206,-35.4232,-39.5738,-39.5738,-37.4302,24.6359,1770.1168658232064,21.873979524769773,61.20113212282106,,3.2076520243473343,,295.62049296305395,43.15507027620045,1.9237,1.928,1.905,1.8206,,1.803,,1.7356,1.3287,1.4647,227.7491119521488,3.8474,3.4712,2.6574,10.117,9.107202098482867,23.2187,76.7813,11.066572664979937,14.6384,83.2051720511701,10.117,9.4451,13.2149,91.8577,2.0185,10.6442,1.9757,,20.175789388565942
2003-09-30,600111.SH,,,,64.0675,64.0675,-37.4706,,-28.9977,-29.536483121812417,-32.9512,-36.1758,-36.1758,-34.9058,,1027.8556192343926,383.9385347650456,63.73205590687788,,3.0027090260736435,,205.98881655612576,39.28074409141877,2.5161,,2.48,2.4169,,2.39,,2.4336,1.7191,1.9003,187.14751552586816,3.3548,3.2448,2.2921,8.6476,7.903855372448974,23.1608,76.8392,9.29699836331943,16.1758,82.48097420926833,8.6476,7.8441,12.2415,93.3427,2.5183,10.9261,2.7313,,20.599368603404937
2003-12-31,600111.SH,-41.6149,,-53.429,65.3694,65.3694,-43.9523,,-36.8728,-39.44454420126212,-41.8949,-42.8828,-42.8828,-42.8442,-53.404,1216.1295730898787,60.02852941193003,105.21199756654454,,1.6609698327456162,,209.42062313717065,43.29965756052863,3.4936,3.461,3.433,3.4042,3.373,3.345,3.373,3.2808,2.315,2.6449,124.14549585756698,3.4936,3.2808,2.315,7.8777,7.365511013500268,21.4871,78.5129,8.502988405381002,14.1334,85.11710893645014,7.8777,7.2972,11.1642,92.8907,2.4568,9.0185,2.6581,,19.710937325533997
2004-03-31,600111.SH,,,828.2443,105.2337,105.2337,454.2369,,48.1362,55.34232730016444,24.0064,,,19.6323,825.9265,2888.0250390602546,34.34871152055584,105.47115936080485,,3.6562722330442914,,173.55654309939678,42.064954161609066,0.4578,,0.457,0.4568,,0.458,,0.7205,0.3114,0.3101,389.4258201741239,1.8312,2.882,1.2456,3.6106,2.875554086166948,17.8128,82.1872,3.7797983573449114,13.3366,86.14691937520227,3.6106,3.922,8.3528,95.8001,2.4248,7.1117,3.8001,,16.91313322768992
2004-06-30,600111.SH,,,400.0,85.9235,85.9235,-15.3904,,-22.6271,-21.639268759848825,-39.1632,-36.0889,-36.0889,-40.8196,399.6681,898.4001381742565,-24.203402513929433,45.346611370787684,,2.7989108684759816,,19.290616945401908,9.156912393434983,1.1341,,1.128,1.1276,,1.121,,1.4421,0.8412,0.7762,185.47872597268693,2.2682,2.8842,1.6824,4.264,3.1305943515269092,18.0691,81.9309,4.470452854179808,13.451,90.9873621991664,4.264,4.2982,7.3096,95.783,2.5456,7.9804,2.925,,14.882739832895107
2004-09-30,600111.SH,,,-45.5782,76.1305,76.1305,9.7718,,-1.5572,-3.4746895884027857,-19.9987,-15.4173,-15.4173,-22.3454,-45.473,540.2834109454225,-64.74289187533311,41.159179445307025,,3.0219544141895076,,10.348504183849741,6.336680444578382,1.9486,,1.93,1.9789,,1.96,,2.4026,1.3607,1.328,128.7947266526945,2.5981,3.2035,1.8143,4.7392,3.7956481517555187,18.0739,81.9261,4.987229553390401,13.1,91.97308981769261,4.7392,4.8888,8.3678,95.3237,2.575,7.4726,3.0524,,16.44858156364628
2004-12-31,600111.SH,-42.5532,,77.0548,58.6936,58.6936,0.3544,,-16.0497,-34.48484538129687,-42.2431,-21.536,-21.536,-43.386,76.9281,67.45872749892729,-21.46916806800238,4.513275690690703,,2.018833501862497,,2.340638069710405,2.3622106805909904,1.963,1.963,1.944,2.5986,2.599,2.573,1.963,2.6663,1.2725,1.3351,94.17832570328906,1.963,2.6663,1.2725,3.2522,3.6417825060129805,16.9189,83.0811,3.412987415721907,12.2089,101.7491805269182,3.2522,4.6146,6.8143,95.6233,2.6631,7.2224,2.3234,,16.199920802741374
2005-03-31,600111.SH,,,-101.8092,13.1236,13.1236,-74.2048,,-78.0283,-85.39923086895926,-56.0113,-46.1391,-46.1391,-56.7694,-101.7858,242.818925620424,-46.88443490479765,4.177171942709754,,1.7537507328527404,,-6.743456929787746,-1.7690249760183765,0.1977,,0.197,0.2415,,0.241,,0.322,0.0453,0.1357,306.537433568575,0.7908,1.288,0.1812,0.466,1.3691216459901516,13.2731,86.7269,0.4710024462615129,12.2149,101.138487692438,0.466,0.8943,3.3087,99.3096,2.0023,7.7881,2.4245,,12.391178138813402
2005-06-30,600111.SH,,,-67.9344,7.2187,7.2187,-65.8248,,-66.7636,-68.45246702750494,-42.74,-49.4869,-49.4869,-43.5748,-67.9225,-72.3752451725448,-3.2502459279697,-2.553582485077172,,1.479529933720429,,7.770345978519439,3.471886268923142,0.6383,,0.636,0.5598,,0.558,,0.7944,0.2578,0.427,124.35469859487272,1.2766,1.5888,0.5156,1.2546,1.474892849796859,13.1449,86.8551,1.273954864858969,11.6272,93.55741478659284,1.2546,1.37,3.8652,98.9335,1.9568,7.1563,2.5141,,11.615401361744597
2005-09-30,600111.SH,,,393.125,13.2777,13.2777,-33.8568,,-35.8189,-39.70194709870756,-17.5099,-25.2161,-25.2161,-18.8127,392.4786,-27.08938027581773,138.15661442032885,-1.6124467799998197,,1.6046528124201642,,3.3338131308291254,1.877957942007359,1.5788,,1.57,1.4536,,1.44,,1.7504,0.8035,1.0787,85.93813133349879,2.1051,2.3339,1.0713,2.5227,2.505819587430357,13.5152,86.4848,2.60285851962474,10.4346,94.78486741660944,2.5227,2.8546,5.4959,97.4666,1.762,6.1883,2.4842,,12.837595506841648
2005-12-30,600111.SH,,,,,,,,,,,,-25.2161,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2006-03-31,600111.SH,,,6086.3636,7.0215,7.0215,274.2877,,151.2716,231.28346098405294,47.5117,106.1273,106.1273,44.9333,6162.2909,-133.870831776854,115.67911929623929,-1.8741151818906,,1.7790713821102815,,-4.9033885398711945,-0.2810035760333682,0.2866,,0.286,0.4893,,0.489,,0.4574,0.1518,0.3931,245.7535315595237,1.1464,1.8296,0.6072,1.4426,2.6369769844529287,14.0166,85.9834,1.4985588681819872,10.2792,150.6532400856413,1.4426,3.1277,4.347,96.8897,1.9204,6.0878,2.2709,,11.677758179573937
2006-06-30,600111.SH,,,313.9059,31.9204,31.9204,447.2135,,412.0939,455.27591514958505,186.9119,268.9182,268.9182,178.9139,313.899,-76.81758782819095,163.6550220854735,-2.234240456041117,,2.8675230836985164,,18.262680202696583,9.650689844628051,1.7905,,1.775,2.0193,,2.0012,,2.0108,1.3764,2.3499,169.6810709040919,3.581,4.0216,2.7528,5.2809,4.124568607106097,16.6476,83.3524,5.67644875708833,9.6796,99.97362004784043,5.2809,5.683,7.7147,94.3061,1.5123,6.1195,2.0479,9.859411235171702,13.201082727975505
2006-09-29,600111.SH,,,,,,,,,,,,268.9182,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2006-12-29,600111.SH,,,,,,,,,,,,132.8353,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007-03-30,600111.SH,,,,,,,,,,,,517.1666,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007-06-29,600111.SH,,,,,,,,,,,,1007.5919,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007-09-28,600111.SH,,,,,,,,,,,,608.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007-12-28,600111.SH,,,,,,,,,,,,584.4069,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2008-03-31,600111.SH,110.3225806451613,110.3225806451613,-19.55,8.4964,8.4964,55.3472,,56.0379,73.26771818733626,110.11,101.1876,101.1876,3.684,-19.55,,29.384433800389676,75.38817453154327,,26.675378814645644,127.5909057020639,48.210992365827224,40.241519829853644,8.3219,,7.99,7.8924,,7.58,,5.3242,4.2559,6.5836,1224.5284300343633,33.2876,21.2968,17.0236,22.1892,17.570560285153196,35.1226,64.8774,29.751832788916214,9.7035,95.41965954532208,22.1892,25.1541,27.759,75.019,1.4192,6.8868,1.3975,,
2008-06-30,600111.SH,62.76595744680851,62.76595744680851,-128.2051,6.5155,6.5155,44.5851,,141.9122,245.40336992381543,224.8004,41.9808,41.9808,133.1574,-157.5536,1219.406959020604,154.69322758918344,82.20752138879791,,33.047480384054936,685.669869695706,127.81660148594113,78.19558898788286,15.2463,15.12,14.331,14.4685,14.41,13.6,14.41,8.9823,7.4623,11.1732,752.3781916477217,30.4926,17.9646,14.9246,23.8371,18.14374313998043,36.7748,63.2252,32.014833887000194,11.2314,95.452982228129,23.8371,25.4238,28.6924,74.6995,1.6044,7.5695,2.0575,-0.8555942649371213,33.65317064896268
2008-09-26,600111.SH,,,,,,,,,,,,41.9808,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2008-12-31,600111.SH,-72.64397905759162,-72.90575916230367,-168.29,29.0036,29.0036,-58.3345,,-48.3329,-43.14984479519282,-45.1128,-60.01,-60.01,-49.1481,-168.2934,255.73232746869016,180.1291401126938,14.799626619993742,,7.935301258280392,25060.036387640128,99.08439797817155,55.968129633263786,10.7204,10.715,10.326,9.8195,9.814,9.459,9.814,7.4066,4.8332,8.8368,145.08844481839955,10.7204,7.4066,4.8332,7.1028,4.80436881200009,22.7139,77.2861,8.041818765699958,11.0374,91.09885990703968,7.1028,7.5182,10.8846,92.4616,0.8327,7.4256,2.7791,46.66004549908933,14.658370559299621
2009-03-31,600111.SH,-130.06134969325154,-130.06134969325154,221.52,-47.3292,-47.3292,-166.6428,,-155.1864,-166.23030160699022,-159.8862,-174.8771,-174.8771,-163.3502,221.5228,,233.4861305348526,17.8576367723408,,-5.468135557907674,390.9567544020836,118.42508085523377,53.73084250417768,-4.9366,,-5.06,-5.8537,,-6.0,,-1.3668,-1.8203,-1.7968,102.45001154467373,-19.7464,-5.4672,-7.2812,-27.9016,-24.978423671049192,-3.3874,103.3874,-21.177661953590814,28.3627,115.22827593438787,-27.9016,-31.8267,-20.9508,131.6556,1.2461,20.4469,6.6697,7.98732467755965,
2009-06-30,600111.SH,-127.12418300653596,-127.12418300653596,277.12,-30.0052,-30.0052,-136.5074,,-128.8182,-135.35683144050324,-127.1864,-136.07,-136.07,-129.7333,277.1234,363.74977669627464,108.82094866296077,17.80742203291576,,-8.565878272084591,-68.34753877632028,59.482470230407756,33.769267997120004,-4.1801,-4.19,-4.261,-5.2624,-5.27,-5.36,-5.27,-0.7518,-1.8358,-1.1403,-35.92464597822744,-8.3602,-1.5036,-3.6716,-12.041,-9.34866182524619,11.3522,88.6478,-10.615426000629075,24.7813,120.92161276169013,-12.041,-13.2604,-4.9309,112.9212,1.0082,17.4451,6.3281,16.183111581752982,2.8328527891580175
2009-09-30,600111.SH,-104.87106017191978,-104.87106017191978,-140.99,-36.9368,-36.9368,-108.8154,,-102.0825,-108.11047947262193,-104.8482,41.84,41.84,-105.2305,-140.9913,,143.1728277986678,11.279752744286565,,-7.30833601404072,-97.50353297226363,44.198046469161866,27.30061349818377,-0.8352,,-0.837,-2.0944,,-2.099,,1.3663,-0.4863,6.3565,-9.434790240805436,-1.1136,1.8217,-0.6484,-1.846,-2.185767148671709,18.6857,81.3143,-1.8019566440503347,21.1322,411.08397067080784,-1.846,-2.2297,5.1869,102.0071,0.8881,14.5147,5.7293,79.99532527788084,
2009-12-31,600111.SH,-66.66666666666666,-66.66666666666666,3.08,-19.5873,-19.5873,-46.8387,,-24.3489,-42.38041312529169,-62.7807,-87.7317,-87.7317,-64.472,3.0826,119.06092228063588,11.266960401553087,9.594558087840952,,4.76050025893083,-93.58325506028525,12.152185574960296,13.4357588285278,3.7078,3.347,3.6228,1.1332,0.755,1.1072,0.755,4.9826,2.0935,4.4861,84.0038914783552,3.7078,4.9826,2.0935,4.9756,0.7329846268875444,24.1479,75.8521,5.301193938920684,18.0069,63.85192711310299,4.9756,4.8302,11.8425,95.072,1.0367,12.5347,4.4354,6.827169950942211,17.473066836814102
2010-03-31,600111.SH,262.2448979591837,262.2448979591837,-73.63,161.4412,161.4412,326.6784,,366.2497,296.7576495534674,262.6602,233.96,233.96,238.964,-73.6321,,-40.680100921837706,7.925480828311933,,17.05201897546057,-830.213452093669,-7.401912294739331,5.527402216375638,7.2486,,7.03,7.0786,,6.87,,4.7817,3.2707,5.0829,642.6508212472197,28.9944,19.1268,13.0828,20.9984,12.798474217668025,40.7088,59.2912,29.312085832022895,12.3462,98.10248799175608,20.9984,27.5948,30.6995,72.424,0.6398,9.1355,2.5709,,
2010-06-30,600111.SH,627.710843373494,451.80722891566256,108.18,157.3328,157.3328,705.2261,,840.6452,611.2397241272705,626.7736,512.33,512.33,513.0009,108.1792,123.93952583175023,-48.31754724731678,5.334387446274417,,27.54780564326443,-377.3652306555962,-4.5895340324692135,8.912183740361519,18.9892,19.032,17.599,18.712,18.755,17.342,18.755,11.9155,8.4466,12.1701,579.5648442729783,37.9784,23.831,16.8932,23.9217,14.9795451536822,42.2701,57.7299,35.19889455521372,10.2315,98.81238446253712,23.9217,31.1874,33.746,68.821,0.739,7.2923,2.2002,-0.0801487207983936,37.0553554432354
2010-09-30,600111.SH,4505.882352941176,3035.2941176470586,272.17,134.418,134.418,3601.815,,14627.513,3351.092374649013,4531.8257,1846.5189,1846.5189,3288.2842,272.1663,,-19.677520838217074,14.845150116887975,,39.00349267667364,-995.8706730533438,12.422257886877606,32.31455436035057,30.3738,,26.691,30.0159,,26.377,,17.9519,12.8374,18.9308,474.3596330290308,40.4984,23.9359,17.1165,25.6023,16.284943421733384,44.6183,55.3817,38.99272752437571,10.2775,99.09060329630393,25.6023,33.308,35.8023,66.7127,0.7561,7.3328,2.1887,-0.05252677972188614,
2010-12-31,600111.SH,1247.6811594202898,798.550724637681,576.79,102.7777,102.7777,1677.3669,,962.5653,1150.2635246534232,1246.8592,3825.2414,3825.2414,837.3228,576.7894,235.94439604221122,20.1997245732214,6.247037680453565,,43.69215051249926,623.0132865511188,13.808914820482986,37.36266991340831,36.1662,36.66,30.8199,35.9212,36.41,30.6111,36.41,25.332,17.7874,25.9357,361.7156739487308,36.1662,25.332,17.7874,26.0983,14.188646848325051,49.2662,50.7338,41.49152517800434,12.1666,98.90861488069413,26.0983,34.6778,37.168,65.4836,0.7579,9.3242,2.0845,5.129272100292957,40.57427614080519
2011-03-31,600111.SH,276.7295597484277,151.57232704402517,2222.54,116.0506,116.0506,235.0502,,237.5021,253.14384670907555,276.9617,278.92,278.92,136.7793,2222.5443,,137.7813886905737,5.5410184191319996,,59.203784137981685,240.53980130957325,43.04498505793581,61.89592498002342,18.1132,18.203,16.6532,17.7805,17.868,16.3473,17.868,10.2921,7.7957,10.8524,2025.4847967436717,72.4528,41.1684,31.1828,34.3228,22.446669133682935,50.0212,49.9788,60.7479419334917,6.5215,97.3897758573619,34.3228,42.7939,45.3142,57.2745,0.4389,4.7093,1.3733,,
2011-06-30,600111.SH,458.9041095890411,179.45205479452056,285.41,156.8107,156.8107,434.2418,,432.7942,438.44541210747406,458.5091,460.53,460.53,171.2643,285.4128,579.6450561664712,133.8901445569404,6.888766617102124,,105.89109596360873,248.89444065490557,62.439832125284276,88.90578716359137,60.1029,58.522,47.74,59.44,57.87,47.213,57.87,37.1317,28.0063,39.5834,1837.7146447061098,120.2058,74.2634,56.0126,50.1556,32.695339850443474,71.2636,28.7364,149.63855604820665,4.7815,99.08086741942951,50.1556,64.879,66.498,35.1664,0.3801,3.4993,0.9021,0.7641358983176914,68.01206412266131
2011-09-30,600111.SH,417.8356713426854,158.9178356713427,460.47,174.9093,174.9093,477.7812,,476.9708,451.26313160055844,417.3913,419.0135,419.0135,121.4631,460.4684,,115.72643822144195,1.7016687576331406,,133.62413107988982,2747.751412837097,37.16663249779058,79.35070692418988,80.9547,,59.111,80.2516,,58.597,,61.6462,44.3009,58.0913,1634.438420460396,107.9396,82.1949,59.0679,51.3392,30.745066861999543,76.235,23.765,181.15468708456436,4.5749,99.22977853990166,51.3392,70.0039,71.4402,30.0347,0.375,3.307,0.893,0.45841610003451705,
2011-12-30,600111.SH,,,,,,,,,,,,419.0135,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-03-30,600111.SH,,,,,,,,,,,,367.41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-06-29,600111.SH,,,,,,,,,,,,150.6721,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-09-28,600111.SH,,,,,,,,,,,,-20.66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-12-31,600111.SH,-56.94444444444444,-56.94444444444444,-125.2363,-19.834,-19.834,-72.1625,,-71.1915,-70.1766737358511,-56.5785,-58.11,-58.11,-63.9351,-150.4616,100.11612501804122,15.365684963156074,5.801317182468119,,20.398125858555627,-75.22401258755603,36.42342845817147,20.45353196330975,24.2074,23.642,22.2686,23.4021,22.855,21.5277,22.855,14.265,10.2766,13.3722,296.0991306083762,24.2074,14.265,10.2766,18.0998,15.799330747029677,41.2908,58.7092,25.69381486836771,11.7349,96.5067807003527,18.0998,21.8872,25.1244,78.0605,0.4985,8.7504,2.486,29.535684468175695,27.395735553011374
2013-03-29,600111.SH,,,,,,,,,,,,-58.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-06-28,600111.SH,,,,,,,,,,,,-79.6189,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-09-30,600111.SH,-21.63323782234956,-35.53008595988538,799.57,-18.1679,-18.1679,-69.346,,-67.6859,-67.3274755547011,-21.6389,-22.24,-22.24,-28.4973,799.5655,,70.80560887620915,1.7896748461924377,,9.591805287838463,2492.919851012449,18.143485522076567,6.097259133541321,18.4535,18.473,17.498,17.8998,17.919,16.9732,17.919,6.3687,3.7422,5.7548,106.61419057747774,24.6047,8.4916,4.9896,10.0242,18.99327467103345,31.8765,68.1235,12.370221902498358,12.9114,93.17791444962293,10.0242,12.2065,17.0599,87.6943,0.5109,8.4408,3.9597,51.78127634914894,
2013-12-31,600111.SH,4.8387096774193585,0.6451612903225813,215.451,-8.3298,-8.3298,-48.5426,,-42.3428,-43.2018399626582,4.2243,-0.11,-0.11,-10.4412,215.4362,19.521759759576156,35.47125588638049,1.9770494606072844,,16.375219610351284,487.5440954678273,5.559886140638133,4.606606456317563,21.5599,21.79,20.1294,19.9751,20.188,18.6497,20.188,8.4978,5.2488,7.4234,201.37304668103005,21.5599,8.4978,5.2488,11.2145,17.21533630413283,36.3697,63.6303,14.294828073399865,14.821,86.1295178226412,11.2145,12.286,18.156,87.6401,0.6058,10.2282,3.9871,71.42306699183189,20.910613206348025
2014-03-31,600111.SH,-71.2871287128713,-71.2871287128713,108.75,-52.7622,-52.7622,-92.2381,,-91.5116,-92.0898002379997,-71.713,-72.29,-72.29,-75.0262,108.8013,,-3.2369867401597032,3.2899247296054988,,13.26670211689502,-979.2569111480583,-23.16834917450704,-10.072623689270994,0.8832,0.883,0.879,0.856,0.856,0.8523,0.856,0.5754,0.0869,0.4068,594.830234515353,3.5328,2.3016,0.3476,1.4332,6.200465309325462,28.164,71.836,1.4653867658561712,25.9693,88.76094283582606,1.4332,1.9655,9.4914,97.9619,0.8798,17.8126,7.2769,-15.764104199153712,
2014-06-30,600111.SH,-74.4186046511628,-83.72093023255813,-93.6941,-50.6426,-50.6426,-86.9353,,-81.7775,-83.99277191689873,-73.5184,-75.24,-75.24,-74.6557,-93.6998,63.58685821109212,-40.01172632900412,3.060325876237324,,4.487370173133071,-188.22927326616667,-27.098498822676742,-13.36651325152613,3.6064,3.53,3.65,3.2751,3.21,3.32,3.21,1.4148,0.4085,1.0659,252.83903633896188,7.2128,2.8296,0.817,3.0587,10.599394539558139,31.3398,68.6602,3.349377193668026,22.6615,66.17536849747974,3.0587,2.9467,10.5942,96.9988,0.9761,15.5216,6.1638,182.11450020398604,14.990994861431375
2014-09-30,600111.SH,-63.555555555555564,-75.77777777777777,-80.0805,-43.8535,-43.8535,-73.596,,-69.9017,-72.26756671959753,-63.5815,-65.65,-65.65,-71.805,-80.18,,-27.349350680525408,3.9997601175634743,,6.319815799538074,-194.03943473645694,-13.624743750875732,-6.349575068269568,5.0032,4.89,4.9336,4.5473,,4.4841,,2.8157,1.0508,2.1817,148.51966631860984,6.6709,3.7543,1.4011,4.9512,9.50167303070135,30.8623,69.1377,5.469899106621553,21.3804,81.74117264830876,4.9512,5.7403,13.2666,94.3197,0.9762,14.1602,6.244,61.00753828915304,
2014-12-31,600111.SH,-57.53205128205128,-57.53205128205128,-38.5486,-31.0921,-31.0921,-64.4514,,-64.6649,-72.26999817167268,-57.4424,-57.9259,-57.9259,-58.0134,-38.5386,-21.70587983830227,-48.44929106856373,-0.7562771666391724,-60.47890478653508,1.3600960100816408,-263.61008094673673,-15.118406518807554,-7.900084102191834,7.976,7.858,7.7438,7.6115,7.499,7.3899,7.499,4.0719,1.4822,2.8015,88.71952900424499,7.976,4.0719,1.4822,4.5129,10.51142941400526,32.7846,67.2154,5.214345469682005,19.3332,86.64977497842399,4.5129,6.3382,12.3977,93.6469,0.9973,13.1791,5.1568,106.62976019533306,16.62491363608248
2015-03-31,600111.SH,6.896551724137925,-27.586206896551722,2169.2857,55.9984,55.9984,787.1547,,745.1629,819.6296437014181,9.226,0.77,0.77,2.8385,2209.3054,,-11.108427506606008,-2.362730491663082,,6.211158101461007,141.21931166120606,-5.4784580914267265,-2.296739001570382,0.9084,0.908,0.9042,0.8123,,0.8086,,1.5066,0.8408,1.2052,420.5071378716208,3.6336,6.0264,3.3632,8.449,4.00528577990832,26.6854,73.3146,9.582480532239785,14.8571,93.17102131607591,8.449,11.178,15.1402,88.7915,1.1513,10.5628,3.143,-0.7656225265621849,
