date,GLM,BYD,ETF500,ETFW,SCYY,SJHB
2021-05-02,10.0000,158.5700,2.6630,1.0010,21.7300,5.3400
2021-05-09,10.6400,143.9500,2.5440,0.9950,19.4500,5.5000
2021-05-16,10.2300,153.5300,2.6440,1.0100,18.8900,5.6300
2021-05-23,10.4800,173.2000,1.3980,1.0110,18.1400,5.5200
2021-05-30,10.8900,181.6800,1.4790,1.0310,17.8700,5.9500
2021-06-06,10.7300,189.4000,1.5230,1.0380,17.9900,5.8500
2021-06-13,9.4800,227.0200,1.4390,1.0440,16.9500,6.1500
2021-06-20,9.2700,245.0000,1.4340,1.0330,17.1400,5.5300
2021-06-27,9.3900,244.9900,1.4170,1.0610,17.1300,5.9400
2021-07-04,9.3100,239.0400,1.3780,1.0380,16.1600,5.9400
2021-07-11,11.4300,248.8200,1.3230,1.0610,15.9000,6.5500
2021-07-18,11.8300,222.9200,1.3960,1.0820,16.7900,6.4700
2021-07-25,12.6300,258.6800,1.3530,1.0940,15.7700,6.6200
2021-08-01,11.9500,264.7100,1.1250,1.0580,12.6700,5.7900
2021-08-08,12.1600,303.4800,1.1580,1.0850,12.6000,5.6700
2021-08-15,12.2900,300.0200,1.2210,1.1110,12.8100,5.8400
2021-08-22,11.3700,285.0900,1.0850,1.0850,13.6100,6.1200
2021-08-29,13.4000,288.1500,1.1250,1.1240,14.5300,6.2000
2021-09-05,12.5100,254.1100,1.1370,1.1430,16.0700,6.6400
2021-09-12,13.4900,265.6100,1.1800,1.1930,16.4500,7.0100
2021-09-19,12.2400,255.1200,1.1690,1.1630,14.4500,7.1000
2021-09-26,12.1600,251.7700,1.1730,1.1600,14.4500,7.0000
2021-10-03,11.1800,249.5100,1.2320,1.1160,14.0800,6.8200
2021-10-10,11.2200,253.0000,1.2650,1.1140,14.8700,6.9000
2021-10-17,11.1600,283.3300,1.2960,1.1040,15.4700,6.1700
2021-10-24,11.2200,300.0000,1.2560,1.1030,14.1800,6.0800
2021-10-31,10.9000,311.3100,1.2460,1.1010,14.0000,6.0800
2021-11-07,10.3200,314.0000,1.2550,1.0980,13.4700,6.5000
2021-11-14,10.3500,306.7800,1.2030,1.1220,14.5500,6.8700
2021-11-21,10.4800,296.8200,1.2590,1.1240,14.3200,7.3000
2021-11-28,11.1600,297.6600,1.2890,1.1320,13.9800,7.2400
2021-12-05,10.9900,306.9000,1.3240,1.1430,13.3200,7.1900
2021-12-12,11.0800,301.4200,1.3930,1.1480,13.8700,6.8300
2021-12-19,10.6100,278.9800,1.3400,1.1510,14.0600,8.3300
2021-12-26,10.1500,270.0000,1.3730,1.1440,13.9800,7.9500
2022-01-02,10.3500,268.1200,0.9650,1.1540,14.3200,7.9300
2022-01-09,10.0000,246.5000,0.9120,1.1270,15.1300,7.7400
2022-01-16,9.7800,253.1400,0.8650,1.1110,14.7400,7.8700
2022-01-23,9.1900,250.4000,0.9000,1.1010,15.8700,7.8100
2022-01-27,9.0700,249.4900,0.8790,1.0670,15.0500,8.0500
