,open,high,low,close,volume,expma_expma
2021-12-14 10:03:00,6.93,6.94,6.92,6.93,129400.0,6.9382385
2021-12-14 10:04:00,6.93,6.93,6.92,6.92,160700.0,6.9354326
2021-12-14 10:05:00,6.93,6.93,6.92,6.92,94900.0,6.9330583
2021-12-14 10:06:00,6.92,6.92,6.9,6.91,214500.0,6.9295109
2021-12-14 10:07:00,6.9,6.91,6.9,6.91,167500.0,6.9265092
2021-12-14 10:08:00,6.9,6.92,6.89,6.91,451300.0,6.9239693
2021-12-14 10:09:00,6.91,6.92,6.9,6.92,45500.0,6.9233587
2021-12-14 10:10:00,6.92,6.94,6.92,6.94,81200.0,6.9259189
2021-12-14 10:11:00,6.94,6.94,6.93,6.93,36900.0,6.9265467
2021-12-14 10:12:00,6.93,6.93,6.92,6.92,16200.0,6.9255396
2021-12-14 10:13:00,6.92,6.92,6.92,6.92,38900.0,6.9246873
2021-12-14 10:14:00,6.91,6.93,6.91,6.92,43300.0,6.9239662
2021-12-14 10:15:00,6.92,6.92,6.9,6.91,140500.0,6.9218175
2021-12-14 10:16:00,6.9,6.91,6.9,6.91,32700.0,6.9199995
2021-12-14 10:17:00,6.91,6.91,6.89,6.89,206500.0,6.9153842
2021-12-14 10:18:00,6.89,6.9,6.89,6.89,150200.0,6.9114789
2021-12-14 10:19:00,6.9,6.9,6.88,6.89,215500.0,6.9081745
2021-12-14 10:20:00,6.88,6.89,6.88,6.88,219300.0,6.9038399
2021-12-14 10:21:00,6.89,6.89,6.88,6.89,163073.0,6.9017107
2021-12-14 10:22:00,6.88,6.89,6.87,6.87,95200.0,6.8968321
2021-12-14 10:23:00,6.87,6.89,6.87,6.88,88058.0,6.8942426
2021-12-14 10:24:00,6.89,6.9,6.89,6.89,42300.0,6.8935899
2021-12-14 10:25:00,6.9,6.91,6.89,6.91,51000.0,6.8961145
2021-12-14 10:26:00,6.9,6.91,6.9,6.9,50900.0,6.8967123
2021-12-14 10:27:00,6.9,6.91,6.89,6.9,110600.0,6.8972181
2021-12-14 10:28:00,6.9,6.9,6.89,6.89,28600.0,6.8961076
2021-12-14 10:29:00,6.89,6.9,6.89,6.9,158000.0,6.8967064
2021-12-14 10:30:00,6.9,6.9,6.88,6.88,263000.0,6.8941362
2021-12-14 10:31:00,6.88,6.9,6.88,6.89,121900.0,6.8934999
2021-12-14 10:32:00,6.9,6.9,6.89,6.89,55800.0,6.8929614
2021-12-14 10:33:00,6.9,6.9,6.89,6.89,73600.0,6.8925058
2021-12-14 10:34:00,6.9,6.9,6.89,6.9,102400.0,6.8936588
2021-12-14 10:35:00,6.89,6.9,6.89,6.89,40300.0,6.8930959
2021-12-14 10:36:00,6.9,6.9,6.89,6.9,154800.0,6.8941581
2021-12-14 10:37:00,6.9,6.91,6.9,6.9,26000.0,6.8950568
2021-12-14 10:38:00,6.91,6.92,6.9,6.9,40800.0,6.8958173
2021-12-14 10:39:00,6.92,6.92,6.9,6.91,59000.0,6.8979993
2021-12-14 10:40:00,6.9,6.92,6.9,6.9,55900.0,6.8983071
2021-12-14 10:41:00,6.92,6.92,6.9,6.92,37800.0,6.9016444
2021-12-14 10:42:00,6.93,6.93,6.9,6.91,73000.0,6.9029299
2021-12-14 10:43:00,6.91,6.91,6.9,6.9,8900.0,6.9024792
2021-12-14 10:44:00,6.9,6.91,6.9,6.9,39200.0,6.9020978
2021-12-14 10:45:00,6.91,6.91,6.9,6.91,8800.0,6.9033135
2021-12-14 10:46:00,6.91,6.91,6.9,6.9,36500.0,6.9028037
2021-12-14 10:47:00,6.91,6.91,6.91,6.91,33500.0,6.9039108
2021-12-14 10:48:00,6.91,6.91,6.9,6.9,120100.0,6.9033092
2021-12-14 10:49:00,6.9,6.9,6.89,6.89,67300.0,6.9012616
2021-12-14 10:50:00,6.89,6.9,6.89,6.89,29700.0,6.8995291
2021-12-14 10:51:00,6.9,6.9,6.89,6.89,176600.0,6.898063
2021-12-14 10:52:00,6.89,6.89,6.88,6.88,70200.0,6.8952841
2021-12-14 10:53:00,6.89,6.9,6.88,6.89,16900.0,6.8944712
2021-12-14 10:54:00,6.89,6.9,6.89,6.89,40900.0,6.8937833
2021-12-14 10:55:00,6.88,6.9,6.88,6.9,16200.0,6.8947397
2021-12-14 10:56:00,6.88,6.89,6.88,6.88,11500.0,6.8924721
2021-12-14 10:57:00,6.88,6.89,6.88,6.89,123400.0,6.8920918
2021-12-14 10:58:00,6.88,6.89,6.88,6.89,25300.0,6.8917699
2021-12-14 10:59:00,6.88,6.9,6.88,6.89,116300.0,6.8914976
2021-12-14 11:00:00,6.89,6.89,6.89,6.89,69400.0,6.8912672
2021-12-14 11:01:00,6.88,6.9,6.88,6.89,48320.0,6.8910723
2021-12-14 11:02:00,6.9,6.9,6.89,6.9,82800.0,6.8924458
2021-12-14 11:03:00,6.89,6.9,6.88,6.88,31680.0,6.890531
2021-12-14 11:04:00,6.89,6.89,6.88,6.89,8500.0,6.8904493
2021-12-14 11:05:00,6.9,6.9,6.89,6.9,16600.0,6.8919187
2021-12-14 11:06:00,6.89,6.9,6.89,6.89,44400.0,6.8916235
2021-12-14 11:07:00,6.9,6.9,6.89,6.9,31900.0,6.8929122
2021-12-14 11:08:00,6.9,6.91,6.9,6.91,59500.0,6.8955411
2021-12-14 11:09:00,6.91,6.92,6.9,6.91,49000.0,6.8977655
2021-12-14 11:10:00,6.9,6.91,6.9,6.9,79000.0,6.8981093
2021-12-14 11:11:00,6.9,6.9,6.89,6.9,19000.0,6.8984002
2021-12-14 11:12:00,6.9,6.92,6.9,6.91,36500.0,6.9001848
2021-12-14 11:13:00,6.92,6.92,6.91,6.91,38400.0,6.9016948
2021-12-14 11:14:00,6.91,6.92,6.91,6.92,62000.0,6.904511
2021-12-14 11:15:00,6.92,6.92,6.9,6.9,154700.0,6.903817
2021-12-14 11:16:00,6.9,6.9,6.89,6.9,54500.0,6.9032298
2021-12-14 11:17:00,6.9,6.9,6.9,6.9,19600.0,6.9027329
2021-12-14 11:18:00,6.9,6.91,6.89,6.91,104700.0,6.9038509
2021-12-14 11:19:00,6.9,6.92,6.9,6.92,16900.0,6.9063354
2021-12-14 11:20:00,6.91,6.91,6.91,6.91,24300.0,6.9068992
2021-12-14 11:21:00,6.9,6.92,6.9,6.92,24600.0,6.9089147
2021-12-14 11:22:00,6.9,6.91,6.9,6.9,47000.0,6.9075432
2021-12-14 11:23:00,6.9,6.91,6.9,6.91,58400.0,6.9079212
2021-12-14 11:24:00,6.91,6.91,6.91,6.91,19900.0,6.908241
2021-12-14 11:25:00,6.91,6.91,6.9,6.9,16800.0,6.9069731
2021-12-14 11:26:00,6.9,6.91,6.9,6.91,9800.0,6.9074388
2021-12-14 11:27:00,6.9,6.91,6.9,6.91,12500.0,6.9078328
2021-12-14 11:28:00,6.91,6.92,6.9,6.91,27000.0,6.9081663
2021-12-14 11:29:00,6.91,6.92,6.9,6.91,52500.0,6.9084484
2021-12-14 11:30:00,,,,,0.0,
2021-12-14 13:00:00,6.91,6.91,6.9,6.91,229330.0,6.9086871
2021-12-14 13:01:00,6.91,6.91,6.9,6.91,12300.0,6.9088891
2021-12-14 13:02:00,6.91,6.91,6.89,6.89,234870.0,6.9059831
2021-12-14 13:03:00,6.89,6.9,6.89,6.89,34630.0,6.9035241
2021-12-14 13:04:00,6.89,6.9,6.89,6.9,67800.0,6.902982
2021-12-14 13:05:00,6.9,6.9,6.89,6.89,85000.0,6.9009847
2021-12-14 13:06:00,6.9,6.91,6.89,6.9,23500.0,6.9008332
2021-12-14 13:07:00,6.9,6.91,6.9,6.91,57000.0,6.9022435
2021-12-14 13:08:00,6.9,6.91,6.9,6.9,73300.0,6.9018984
2021-12-14 13:09:00,6.9,6.92,6.9,6.91,105800.0,6.9031448
2021-12-14 13:10:00,6.92,6.93,6.92,6.93,133800.0,6.9072763
2021-12-14 13:11:00,6.93,6.97,6.92,6.93,283800.0,6.9107723
2021-12-14 13:12:00,6.94,6.98,6.93,6.96,170700.0,6.9183458
2021-12-14 13:13:00,6.96,6.97,6.95,6.97,399800.0,6.9262926
2021-12-14 13:14:00,6.97,6.99,6.97,6.98,196770.0,6.9345553
2021-12-14 13:15:00,6.98,6.99,6.98,6.98,81500.0,6.9415468
2021-12-14 13:16:00,6.98,6.98,6.96,6.97,45800.0,6.9459242
2021-12-14 13:17:00,6.97,6.98,6.97,6.98,83500.0,6.9511666
2021-12-14 13:18:00,6.98,6.98,6.97,6.97,163200.0,6.9540641
2021-12-14 13:19:00,6.97,6.98,6.96,6.98,60300.0,6.9580542
2021-12-14 13:20:00,6.97,6.97,6.96,6.96,95600.0,6.9583536
2021-12-14 13:21:00,6.96,6.98,6.95,6.98,101500.0,6.9616838
2021-12-14 13:22:00,6.96,6.98,6.96,6.98,68100.0,6.9645017
2021-12-14 13:23:00,6.98,6.98,6.97,6.97,100000.0,6.9653476
2021-12-14 13:24:00,6.96,6.97,6.96,6.97,56900.0,6.9660633
2021-12-14 13:25:00,6.97,6.98,6.96,6.98,143000.0,6.9682074
2021-12-14 13:26:00,6.98,7.01,6.98,7.01,441690.0,6.9746371
2021-12-14 13:27:00,7.0,7.01,6.99,7.01,204800.0,6.9800775
2021-12-14 13:28:00,7.0,7.04,6.99,7.03,581800.0,6.9877579
2021-12-14 13:29:00,7.01,7.05,7.01,7.04,330000.0,6.9957951
2021-12-14 13:30:00,7.04,7.06,7.03,7.06,410200.0,7.0056728
2021-12-14 13:31:00,7.06,7.07,7.05,7.06,451200.0,7.0140308
2021-12-14 13:32:00,7.06,7.08,7.05,7.07,314800.0,7.0226415
2021-12-14 13:33:00,7.07,7.11,7.07,7.1,962137.0,7.0345428
2021-12-14 13:34:00,7.1,7.1,7.08,7.09,461573.0,7.0430747
2021-12-14 13:35:00,7.09,7.09,7.07,7.07,218900.0,7.047217
2021-12-14 13:36:00,7.07,7.07,7.06,7.06,145600.0,7.0491836
2021-12-14 13:37:00,7.07,7.07,7.05,7.07,89100.0,7.0523862
2021-12-14 13:38:00,7.06,7.07,7.06,7.07,204150.0,7.055096
2021-12-14 13:39:00,7.07,7.07,7.06,7.06,103400.0,7.0558504
2021-12-14 13:40:00,7.06,7.06,7.04,7.05,139300.0,7.0549504
2021-12-14 13:41:00,7.05,7.06,7.04,7.04,66500.0,7.0526503
2021-12-14 13:42:00,7.05,7.07,7.05,7.07,150900.0,7.0553195
2021-12-14 13:43:00,7.06,7.06,7.05,7.05,44300.0,7.0545011
2021-12-14 13:44:00,7.04,7.07,7.04,7.07,115800.0,7.0568856
2021-12-14 13:45:00,7.07,7.08,7.06,7.07,231900.0,7.0589032
2021-12-14 13:46:00,7.07,7.07,7.06,7.06,130600.0,7.0590719
2021-12-14 13:47:00,7.06,7.07,7.06,7.06,41200.0,7.0592147
2021-12-14 13:48:00,7.06,7.07,7.06,7.06,62500.0,7.0593355
2021-12-14 13:49:00,7.06,7.07,7.05,7.05,27200.0,7.0578993
2021-12-14 13:50:00,7.05,7.06,7.04,7.06,58700.0,7.0582225
2021-12-14 13:51:00,7.05,7.06,7.05,7.05,76600.0,7.0569575
2021-12-14 13:52:00,7.05,7.05,7.03,7.03,143200.0,7.0528102
2021-12-14 13:53:00,7.03,7.05,7.03,7.04,115300.0,7.0508394
2021-12-14 13:54:00,7.04,7.04,7.03,7.04,181200.0,7.0491718
2021-12-14 13:55:00,7.04,7.05,7.04,7.04,71500.0,7.0477607
2021-12-14 13:56:00,7.04,7.04,7.02,7.02,56700.0,7.0434899
2021-12-14 13:57:00,7.04,7.04,7.02,7.03,52800.0,7.0414145
2021-12-14 13:58:00,7.04,7.04,7.03,7.04,41300.0,7.0411969
2021-12-14 13:59:00,7.04,7.05,7.03,7.04,65300.0,7.0410127
2021-12-14 14:00:00,7.04,7.04,7.03,7.04,56100.0,7.0408569
2021-12-14 14:01:00,7.03,7.05,7.03,7.03,115600.0,7.0391866
2021-12-14 14:02:00,7.04,7.05,7.04,7.05,86400.0,7.0408502
2021-12-14 14:03:00,7.05,7.05,7.04,7.04,142000.0,7.0407194
2021-12-14 14:04:00,7.04,7.05,7.04,7.04,58300.0,7.0406088
2021-12-14 14:05:00,7.04,7.04,7.03,7.03,61400.0,7.0389766
2021-12-14 14:06:00,7.03,7.04,7.03,7.04,47100.0,7.0391341
2021-12-14 14:07:00,7.03,7.04,7.03,7.03,32800.0,7.0377288
2021-12-14 14:08:00,7.03,7.04,7.03,7.03,74300.0,7.0365398
2021-12-14 14:09:00,7.04,7.04,7.03,7.03,55100.0,7.0355337
2021-12-14 14:10:00,7.03,7.04,7.03,7.03,110200.0,7.0346823
2021-12-14 14:11:00,7.03,7.03,7.02,7.02,151200.0,7.0324235
2021-12-14 14:12:00,7.02,7.02,7.01,7.01,44600.0,7.0289737
2021-12-14 14:13:00,7.02,7.03,7.01,7.03,54468.0,7.0291316
2021-12-14 14:14:00,7.03,7.03,7.02,7.03,92232.0,7.0292652
2021-12-14 14:15:00,7.02,7.03,7.02,7.02,110900.0,7.0278398
2021-12-14 14:16:00,7.02,7.02,7.01,7.01,113500.0,7.0250952
2021-12-14 14:17:00,7.0,7.01,7.0,7.01,64700.0,7.0227729
2021-12-14 14:18:00,7.01,7.02,7.0,7.02,87599.0,7.0223463
2021-12-14 14:19:00,7.02,7.02,7.01,7.02,54300.0,7.0219853
2021-12-14 14:20:00,7.02,7.02,7.02,7.02,56000.0,7.0216799
2021-12-14 14:21:00,7.01,7.02,7.01,7.02,44100.0,7.0214214
2021-12-14 14:22:00,7.02,7.02,7.02,7.02,183700.0,7.0212028
2021-12-14 14:23:00,7.02,7.02,7.02,7.02,24000.0,7.0210177
2021-12-14 14:24:00,7.02,7.03,7.02,7.03,29200.0,7.0223996
2021-12-14 14:25:00,7.02,7.03,7.02,7.03,43200.0,7.0235689
2021-12-14 14:26:00,7.03,7.03,7.01,7.02,77100.0,7.0230198
2021-12-14 14:27:00,7.02,7.02,7.01,7.01,28200.0,7.0210168
2021-12-14 14:28:00,7.01,7.02,7.01,7.02,103400.0,7.0208604
2021-12-14 14:29:00,7.02,7.02,7.01,7.02,38700.0,7.020728
2021-12-14 14:30:00,7.02,7.03,7.01,7.02,54200.0,7.020616
2021-12-14 14:31:00,7.02,7.03,7.02,7.03,54600.0,7.0220597
2021-12-14 14:32:00,7.02,7.04,7.02,7.03,391100.0,7.0232813
2021-12-14 14:33:00,7.03,7.04,7.03,7.04,70300.0,7.0258534
2021-12-14 14:34:00,7.03,7.06,7.03,7.04,209000.0,7.0280298
2021-12-14 14:35:00,7.04,7.06,7.04,7.05,233600.0,7.0314098
2021-12-14 14:36:00,7.06,7.06,7.04,7.04,120000.0,7.0327314
2021-12-14 14:37:00,7.04,7.05,7.04,7.05,30200.0,7.0353881
2021-12-14 14:38:00,7.05,7.05,7.04,7.05,25700.0,7.0376361
2021-12-14 14:39:00,7.04,7.05,7.04,7.04,75000.0,7.0379998
2021-12-14 14:40:00,7.05,7.06,7.04,7.05,137700.0,7.039846
2021-12-14 14:41:00,7.06,7.07,7.05,7.07,104400.0,7.044485
2021-12-14 14:42:00,7.06,7.07,7.05,7.06,104800.0,7.046872
2021-12-14 14:43:00,7.06,7.08,7.06,7.07,274400.0,7.0504301
2021-12-14 14:44:00,7.07,7.07,7.05,7.06,100100.0,7.0519024
2021-12-14 14:45:00,7.06,7.07,7.05,7.06,258674.0,7.0531482
2021-12-14 14:46:00,7.05,7.07,7.05,7.06,72300.0,7.0542023
2021-12-14 14:47:00,7.06,7.06,7.05,7.05,49100.0,7.0535558
2021-12-14 14:48:00,7.05,7.06,7.04,7.04,304326.0,7.0514703
2021-12-14 14:49:00,7.05,7.05,7.04,7.04,106900.0,7.0497056
2021-12-14 14:50:00,7.05,7.05,7.04,7.04,223500.0,7.0482125
2021-12-14 14:51:00,7.05,7.05,7.04,7.04,100300.0,7.046949
2021-12-14 14:52:00,7.05,7.05,7.04,7.05,66300.0,7.0474184
2021-12-14 14:53:00,7.05,7.06,7.05,7.05,354100.0,7.0478156
2021-12-14 14:54:00,7.06,7.07,7.05,7.06,168200.0,7.0496901
2021-12-14 14:55:00,7.06,7.07,7.06,7.07,250500.0,7.0528147
2021-12-14 14:56:00,7.06,7.07,7.05,7.07,173989.0,7.0554586
2021-12-14 14:57:00,,,,,0.0,
2021-12-14 14:58:00,,,,,0.0,
2021-12-14 14:59:00,,,,,0.0,
2021-12-14 15:00:00,7.06,7.06,7.06,7.06,523599.0,7.0561573
2021-12-15 09:30:00,7.03,7.11,7.03,7.08,582573.0,7.0598254
2021-12-15 09:31:00,7.07,7.09,7.07,7.08,308200.0,7.0629292
2021-12-15 09:32:00,7.08,7.08,7.06,7.06,155200.0,7.0624785
2021-12-15 09:33:00,7.06,7.09,7.06,7.09,251000.0,7.0667126
2021-12-15 09:34:00,7.08,7.1,7.08,7.09,221600.0,7.0702953
2021-12-15 09:35:00,7.09,7.09,7.08,7.09,171800.0,7.0733268
2021-12-15 09:36:00,7.09,7.11,7.08,7.11,542030.0,7.0789688
2021-12-15 09:37:00,7.1,7.1,7.07,7.09,514200.0,7.0806659
2021-12-15 09:38:00,7.09,7.09,7.08,7.08,123100.0,7.0805635
2021-12-15 09:39:00,7.08,7.08,7.05,7.05,233400.0,7.0758614
2021-12-15 09:40:00,7.05,7.05,7.04,7.05,169800.0,7.0718827
2021-12-15 09:41:00,7.05,7.06,7.05,7.05,103770.0,7.0685162
2021-12-15 09:42:00,7.05,7.05,7.01,7.03,260430.0,7.0625906
2021-12-15 09:43:00,7.04,7.04,7.02,7.02,153670.0,7.0560382
2021-12-15 09:44:00,7.02,7.03,7.02,7.03,216700.0,7.0520323
2021-12-15 09:45:00,7.02,7.04,7.02,7.04,108800.0,7.0501812
2021-12-15 09:46:00,7.04,7.05,7.03,7.05,265100.0,7.0501533
2021-12-15 09:47:00,7.05,7.06,7.04,7.06,150700.0,7.0516682
2021-12-15 09:48:00,7.06,7.07,7.05,7.07,71100.0,7.0544885
2021-12-15 09:49:00,7.06,7.07,7.06,7.06,58800.0,7.0553364
2021-12-15 09:50:00,7.06,7.11,7.06,7.11,412337.0,7.0637462
2021-12-15 09:51:00,7.11,7.11,7.09,7.09,212963.0,7.0677852
2021-12-15 09:52:00,7.1,7.1,7.09,7.09,53700.0,7.0712029
2021-12-15 09:53:00,7.09,7.1,7.09,7.1,52800.0,7.0756332
2021-12-15 09:54:00,7.1,7.1,7.08,7.09,93700.0,7.0778435
2021-12-15 09:55:00,7.09,7.1,7.08,7.1,33000.0,7.0812522
2021-12-15 09:56:00,7.09,7.1,7.09,7.1,53100.0,7.0841365
2021-12-15 09:57:00,7.09,7.1,7.09,7.09,51000.0,7.0850385
2021-12-15 09:58:00,7.09,7.09,7.08,7.09,195500.0,7.0858018
2021-12-15 09:59:00,7.08,7.1,7.08,7.1,115200.0,7.0879862
2021-12-15 10:00:00,7.1,7.1,7.08,7.09,159600.0,7.088296
2021-12-15 10:01:00,7.09,7.1,7.08,7.1,80600.0,7.0900966
2021-12-15 10:02:00,7.1,7.1,7.09,7.09,116200.0,7.0900818
2021-12-15 10:03:00,7.09,7.09,7.08,7.08,49100.0,7.0885307
2021-12-15 10:04:00,7.09,7.09,7.08,7.09,102200.0,7.0887568
2021-12-15 10:05:00,7.08,7.09,7.08,7.09,236000.0,7.088948
2021-12-15 10:06:00,7.08,7.1,7.08,7.1,101900.0,7.0906483
2021-12-15 10:07:00,7.09,7.11,7.09,7.1,239000.0,7.0920871
2021-12-15 10:08:00,7.09,7.1,7.09,7.1,89700.0,7.0933044
2021-12-15 10:09:00,7.1,7.1,7.09,7.09,54000.0,7.0927961
2021-12-15 10:10:00,7.09,7.1,7.09,7.09,110100.0,7.0923659
2021-12-15 10:11:00,7.1,7.11,7.1,7.1,308180.0,7.0935404
2021-12-15 10:12:00,7.1,7.12,7.09,7.12,229437.0,7.0976111
2021-12-15 10:13:00,7.11,7.11,7.1,7.11,155463.0,7.0995171
2021-12-15 10:14:00,7.1,7.1,7.09,7.09,84500.0,7.0980529
2021-12-15 10:15:00,7.09,7.1,7.09,7.1,44800.0,7.0983525
2021-12-15 10:16:00,7.1,7.1,7.09,7.1,38300.0,7.0986059
2021-12-15 10:17:00,7.09,7.1,7.09,7.09,47700.0,7.0972819
2021-12-15 10:18:00,7.09,7.1,7.09,7.1,18700.0,7.0977001
2021-12-15 10:19:00,7.1,7.1,7.08,7.09,95200.0,7.0965155
2021-12-15 10:20:00,7.09,7.09,7.08,7.08,91500.0,7.0939746
2021-12-15 10:21:00,7.08,7.09,7.08,7.08,212700.0,7.0918247
2021-12-15 10:22:00,7.08,7.09,7.07,7.08,60100.0,7.0900055
2021-12-15 10:23:00,7.08,7.09,7.07,7.08,28800.0,7.0884662
2021-12-15 10:24:00,7.07,7.09,7.07,7.09,47100.0,7.0887022
2021-12-15 10:25:00,7.09,7.09,7.08,7.09,13000.0,7.0889018
2021-12-15 10:26:00,7.09,7.09,7.08,7.09,59700.0,7.0890708
2021-12-15 10:27:00,7.08,7.09,7.08,7.08,47700.0,7.0876753
2021-12-15 10:28:00,7.07,7.08,7.07,7.08,22000.0,7.0864945
2021-12-15 10:29:00,7.07,7.08,7.07,7.07,18400.0,7.0839569
2021-12-15 10:30:00,7.08,7.09,7.08,7.08,191900.0,7.0833481
2021-12-15 10:31:00,7.09,7.09,7.08,7.09,67100.0,7.0843715
2021-12-15 10:32:00,7.09,7.09,7.08,7.08,27800.0,7.0836989
2021-12-15 10:33:00,7.09,7.1,7.08,7.1,11800.0,7.0862068
2021-12-15 10:34:00,7.1,7.1,7.08,7.09,45300.0,7.0867904
2021-12-15 10:35:00,7.08,7.09,7.08,7.09,56100.0,7.0872842
2021-12-15 10:36:00,7.09,7.09,7.08,7.09,21900.0,7.087702
2021-12-15 10:37:00,7.09,7.09,7.08,7.09,32300.0,7.0880555
2021-12-15 10:38:00,7.08,7.09,7.08,7.09,15300.0,7.0883547
2021-12-15 10:39:00,7.09,7.09,7.08,7.09,15000.0,7.0886078
2021-12-15 10:40:00,7.09,7.1,7.08,7.1,183600.0,7.0903604
2021-12-15 10:41:00,7.1,7.1,7.09,7.09,50600.0,7.090305
2021-12-15 10:42:00,7.1,7.1,7.09,7.09,52400.0,7.0902581
2021-12-15 10:43:00,7.1,7.1,7.08,7.09,63700.0,7.0902184
2021-12-15 10:44:00,7.08,7.09,7.08,7.09,74600.0,7.0901848
2021-12-15 10:45:00,7.09,7.1,7.09,7.1,118500.0,7.0916948
2021-12-15 10:46:00,7.09,7.1,7.09,7.1,31800.0,7.0929725
2021-12-15 10:47:00,7.1,7.1,7.09,7.1,54600.0,7.0940537
2021-12-15 10:48:00,7.1,7.11,7.1,7.1,95085.0,7.0949685
2021-12-15 10:49:00,7.1,7.11,7.1,7.11,186837.0,7.097281
2021-12-15 10:50:00,7.12,7.12,7.11,7.12,37000.0,7.1007763
2021-12-15 10:51:00,7.12,7.12,7.11,7.12,86800.0,7.1037338
2021-12-15 10:52:00,7.12,7.12,7.11,7.12,138000.0,7.1062363
2021-12-15 10:53:00,7.12,7.13,7.12,7.13,44700.0,7.1098922
2021-12-15 10:54:00,7.12,7.13,7.12,7.13,123900.0,7.1129857
2021-12-15 10:55:00,7.13,7.13,7.12,7.13,64700.0,7.1156033
2021-12-15 10:56:00,7.13,7.13,7.12,7.13,45000.0,7.1178182
2021-12-15 10:57:00,7.13,7.13,7.12,7.12,40600.0,7.1181539
2021-12-15 10:58:00,7.13,7.13,7.12,7.13,33300.0,7.1199763
2021-12-15 10:59:00,7.13,7.13,7.12,7.12,35900.0,7.11998
2021-12-15 11:00:00,7.13,7.13,7.12,7.13,53000.0,7.1215215
2021-12-15 11:01:00,7.13,7.13,7.12,7.13,11100.0,7.1228259
2021-12-15 11:02:00,7.13,7.13,7.12,7.13,50000.0,7.1239296
2021-12-15 11:03:00,7.13,7.14,7.12,7.13,94600.0,7.1248635
2021-12-15 11:04:00,7.13,7.15,7.13,7.15,137000.0,7.1287307
2021-12-15 11:05:00,7.15,7.15,7.14,7.15,263900.0,7.1320029
2021-12-15 11:06:00,7.15,7.16,7.14,7.16,162500.0,7.1363101
2021-12-15 11:07:00,7.16,7.18,7.15,7.18,319800.0,7.1430316
2021-12-15 11:08:00,7.18,7.2,7.18,7.18,364500.0,7.1487191
2021-12-15 11:09:00,7.19,7.2,7.18,7.19,287700.0,7.15507
2021-12-15 11:10:00,7.2,7.26,7.2,7.24,876600.0,7.1681362
2021-12-15 11:11:00,7.24,7.24,7.22,7.22,507400.0,7.1761152
2021-12-15 11:12:00,7.22,7.22,7.22,7.22,315900.0,7.1828667
2021-12-15 11:13:00,7.21,7.23,7.21,7.21,126000.0,7.1870411
2021-12-15 11:14:00,7.21,7.23,7.21,7.23,226300.0,7.1936501
2021-12-15 11:15:00,7.23,7.28,7.22,7.28,589700.0,7.2069347
2021-12-15 11:16:00,7.28,7.3,7.28,7.29,629400.0,7.219714
2021-12-15 11:17:00,7.29,7.29,7.26,7.27,426800.0,7.2274503
2021-12-15 11:18:00,7.26,7.29,7.26,7.28,206000.0,7.2355349
