wind_code,date,i_weight
000651.SZ,2018-06-01,2.0431
000671.SZ,2018-06-01,0.0945
000709.SZ,2018-06-01,0.1216
000723.SZ,2018-06-01,0.061
000725.SZ,2018-06-01,0.8728
000728.SZ,2018-06-01,0.1544
000768.SZ,2018-06-01,0.193
000776.SZ,2018-06-01,0.3849
000783.SZ,2018-06-01,0.2226
000792.SZ,2018-06-01,0.1557
000826.SZ,2018-06-01,0.1322
000839.SZ,2018-06-01,0.1583
000858.SZ,2018-06-01,1.36
000876.SZ,2018-06-01,0.1364
000895.SZ,2018-06-01,0.2585
000898.SZ,2018-06-01,0.1039
000938.SZ,2018-06-01,0.0875
000959.SZ,2018-06-01,0.0561
000961.SZ,2018-06-01,0.1259
000963.SZ,2018-06-01,0.3325
000983.SZ,2018-06-01,0.1116
001979.SZ,2018-06-01,0.4597
002007.SZ,2018-06-01,0.1785
002008.SZ,2018-06-01,0.419
002024.SZ,2018-06-01,0.5373
002027.SZ,2018-06-01,0.5476
002044.SZ,2018-06-01,0.2676
002065.SZ,2018-06-01,0.1705
002074.SZ,2018-06-01,0.0995
002081.SZ,2018-06-01,0.174
002142.SZ,2018-06-01,0.399
002146.SZ,2018-06-01,0.146
002153.SZ,2018-06-01,0.0826
002202.SZ,2018-06-01,0.2887
002230.SZ,2018-06-01,0.5003
002236.SZ,2018-06-01,0.3757
002241.SZ,2018-06-01,0.2005
002252.SZ,2018-06-01,0.2655
002294.SZ,2018-06-01,0.1588
002304.SZ,2018-06-01,0.7679
002310.SZ,2018-06-01,0.1836
002352.SZ,2018-06-01,0.0965
002385.SZ,2018-06-01,0.1022
002411.SZ,2018-06-01,0.0946
002415.SZ,2018-06-01,1.3024
002450.SZ,2018-06-01,0.3297
002456.SZ,2018-06-01,0.3021
002460.SZ,2018-06-01,0.2949
002466.SZ,2018-06-01,0.3439
002468.SZ,2018-06-01,0.0653
002470.SZ,2018-06-01,0.1176
002475.SZ,2018-06-01,0.3268
002500.SZ,2018-06-01,0.1148
002508.SZ,2018-06-01,0.1586
002555.SZ,2018-06-01,0.039
002558.SZ,2018-06-01,0.1328
002572.SZ,2018-06-01,0.1803
002594.SZ,2018-06-01,0.4206
002601.SZ,2018-06-01,0.0801
002602.SZ,2018-06-01,0.1396
002608.SZ,2018-06-01,0.0452
002624.SZ,2018-06-01,0.1167
002673.SZ,2018-06-01,0.1388
002714.SZ,2018-06-01,0.1641
002736.SZ,2018-06-01,0.2278
002739.SZ,2018-06-01,0.2228
002797.SZ,2018-06-01,0.1366
300003.SZ,2018-06-01,0.3634
300015.SZ,2018-06-01,0.267
300017.SZ,2018-06-01,0.1449
300024.SZ,2018-06-01,0.1868
300027.SZ,2018-06-01,0.1241
300033.SZ,2018-06-01,0.0901
300059.SZ,2018-06-01,0.4334
300070.SZ,2018-06-01,0.2723
300072.SZ,2018-06-01,0.2132
300122.SZ,2018-06-01,0.1835
300124.SZ,2018-06-01,0.2898
300136.SZ,2018-06-01,0.2395
300144.SZ,2018-06-01,0.1523
300251.SZ,2018-06-01,0.0839
600000.SH,2018-06-01,1.1428
600008.SH,2018-06-01,0.0982
600009.SH,2018-06-01,0.4628
600010.SH,2018-06-01,0.2106
600011.SH,2018-06-01,0.2668
600015.SH,2018-06-01,0.4873
600016.SH,2018-06-01,1.6613
600018.SH,2018-06-01,0.1779
600019.SH,2018-06-01,0.6873
600023.SH,2018-06-01,0.1963
600028.SH,2018-06-01,0.6706
600029.SH,2018-06-01,0.3213
600030.SH,2018-06-01,1.3321
600031.SH,2018-06-01,0.3399
600036.SH,2018-06-01,2.6886
600038.SH,2018-06-01,0.0883
600048.SH,2018-06-01,0.8164
600050.SH,2018-06-01,0.4489
600061.SH,2018-06-01,0.0861
600066.SH,2018-06-01,0.2674
600068.SH,2018-06-01,0.1836
600085.SH,2018-06-01,0.1935
600089.SH,2018-06-01,0.2623
600100.SH,2018-06-01,0.1786
600104.SH,2018-06-01,1.1395
600109.SH,2018-06-01,0.1536
600111.SH,2018-06-01,0.2398
600115.SH,2018-06-01,0.2693
600118.SH,2018-06-01,0.1136
600153.SH,2018-06-01,0.1359
600157.SH,2018-06-01,0.1087
600170.SH,2018-06-01,0.1388
600177.SH,2018-06-01,0.1919
600188.SH,2018-06-01,0.0487
600196.SH,2018-06-01,0.3983
600208.SH,2018-06-01,0.1587
600219.SH,2018-06-01,0.1482
600221.SH,2018-06-01,0.3387
600233.SH,2018-06-01,0.0498
600271.SH,2018-06-01,0.2752
600276.SH,2018-06-01,1.4821
600297.SH,2018-06-01,0.1483
600309.SH,2018-06-01,0.454
600332.SH,2018-06-01,0.2083
600340.SH,2018-06-01,0.2943
600352.SH,2018-06-01,0.2692
600362.SH,2018-06-01,0.1555
600369.SH,2018-06-01,0.1073
600372.SH,2018-06-01,0.0664
600373.SH,2018-06-01,0.0796
600376.SH,2018-06-01,0.0983
600383.SH,2018-06-01,0.2199
600390.SH,2018-06-01,0.026
600406.SH,2018-06-01,0.2769
600415.SH,2018-06-01,0.1265
600436.SH,2018-06-01,0.2917
600482.SH,2018-06-01,0.1697
600489.SH,2018-06-01,0.1346
600498.SH,2018-06-01,0.1329
600518.SH,2018-06-01,0.6944
600519.SH,2018-06-01,3.4123
600522.SH,2018-06-01,0.1948
600535.SH,2018-06-01,0.2394
600547.SH,2018-06-01,0.1896
600549.SH,2018-06-01,0.083
600570.SH,2018-06-01,0.2599
600583.SH,2018-06-01,0.1195
600585.SH,2018-06-01,0.6244
600588.SH,2018-06-01,0.2148
600606.SH,2018-06-01,0.2226
600637.SH,2018-06-01,0.2087
600660.SH,2018-06-01,0.3206
600663.SH,2018-06-01,0.108
600674.SH,2018-06-01,0.1862
600682.SH,2018-06-01,0.1349
600688.SH,2018-06-01,0.076
600690.SH,2018-06-01,0.546
600703.SH,2018-06-01,0.4599
600704.SH,2018-06-01,0.0955
600705.SH,2018-06-01,0.2127
600739.SH,2018-06-01,0.1798
600741.SH,2018-06-01,0.35
600795.SH,2018-06-01,0.3052
600804.SH,2018-06-01,0.2037
600816.SH,2018-06-01,0.1647
600820.SH,2018-06-01,0.1186
600837.SH,2018-06-01,0.7803
600886.SH,2018-06-01,0.2768
600887.SH,2018-06-01,1.6736
600893.SH,2018-06-01,0.1959
600900.SH,2018-06-01,1.0094
600909.SH,2018-06-01,0.063
600919.SH,2018-06-01,0.4507
600926.SH,2018-06-01,0.0433
600958.SH,2018-06-01,0.2912
600959.SH,2018-06-01,0.0851
600977.SH,2018-06-01,0.1197
600999.SH,2018-06-01,0.3244
601006.SH,2018-06-01,0.4574
601009.SH,2018-06-01,0.3766
601012.SH,2018-06-01,0.3984
601018.SH,2018-06-01,0.1819
601021.SH,2018-06-01,0.0944
601088.SH,2018-06-01,0.3728
601099.SH,2018-06-01,0.1671
601111.SH,2018-06-01,0.1987
601117.SH,2018-06-01,0.1338
601155.SH,2018-06-01,0.2405
601166.SH,2018-06-01,1.8017
601169.SH,2018-06-01,0.897
601186.SH,2018-06-01,0.3846
601198.SH,2018-06-01,0.1445
601211.SH,2018-06-01,0.571
601212.SH,2018-06-01,0.0356
601216.SH,2018-06-01,0.1215
601225.SH,2018-06-01,0.3044
601228.SH,2018-06-01,0.0396
601229.SH,2018-06-01,0.121
601288.SH,2018-06-01,1.2543
601318.SH,2018-06-01,6.0857
601328.SH,2018-06-01,1.505
601333.SH,2018-06-01,0.1372
601336.SH,2018-06-01,0.3236
601377.SH,2018-06-01,0.2495
601390.SH,2018-06-01,0.3807
601398.SH,2018-06-01,1.1087
601555.SH,2018-06-01,0.1623
601600.SH,2018-06-01,0.2505
601601.SH,2018-06-01,0.9474
601607.SH,2018-06-01,0.272
601611.SH,2018-06-01,0.0632
601618.SH,2018-06-01,0.1801
601628.SH,2018-06-01,0.3723
601633.SH,2018-06-01,0.1206
601668.SH,2018-06-01,1.1183
601669.SH,2018-06-01,0.2451
601688.SH,2018-06-01,0.5022
601718.SH,2018-06-01,0.0531
601727.SH,2018-06-01,0.2034
601766.SH,2018-06-01,0.6053
601788.SH,2018-06-01,0.2192
601800.SH,2018-06-01,0.1698
601818.SH,2018-06-01,0.5762
601857.SH,2018-06-01,0.4722
601866.SH,2018-06-01,0.0847
601877.SH,2018-06-01,0.102
601878.SH,2018-06-01,0.0364
601881.SH,2018-06-01,0.0537
601888.SH,2018-06-01,0.6004
601898.SH,2018-06-01,0.0824
601899.SH,2018-06-01,0.348
601901.SH,2018-06-01,0.2236
601919.SH,2018-06-01,0.2109
601933.SH,2018-06-01,0.3301
601939.SH,2018-06-01,0.4333
601958.SH,2018-06-01,0.0584
601985.SH,2018-06-01,0.2579
601988.SH,2018-06-01,0.7223
601989.SH,2018-06-01,0.3795
601991.SH,2018-06-01,0.0746
601992.SH,2018-06-01,0.1201
601997.SH,2018-06-01,0.1665
601998.SH,2018-06-01,0.1771
603160.SH,2018-06-01,0.0296
603799.SH,2018-06-01,0.2808
603833.SH,2018-06-01,0.0531
603858.SH,2018-06-01,0.0356
603993.SH,2018-06-01,0.1732
000786.SZ,2018-06-11,
001965.SZ,2018-06-11,
002050.SZ,2018-06-11,
002085.SZ,2018-06-11,
002493.SZ,2018-06-11,
002625.SZ,2018-06-11,
002925.SZ,2018-06-11,
300408.SZ,2018-06-11,
300433.SZ,2018-06-11,
600025.SH,2018-06-11,
600176.SH,2018-06-11,
600339.SH,2018-06-11,
600346.SH,2018-06-11,
600398.SH,2018-06-11,
600438.SH,2018-06-11,
600487.SH,2018-06-11,
600516.SH,2018-06-11,
600809.SH,2018-06-11,
600867.SH,2018-06-11,
601108.SH,2018-06-11,
601238.SH,2018-06-11,
601360.SH,2018-06-11,
601808.SH,2018-06-11,
601828.SH,2018-06-11,
601838.SH,2018-06-11,
603260.SH,2018-06-11,
603288.SH,2018-06-11,
000001.SZ,2017-12-01,0.9828
000002.SZ,2017-12-01,1.842
000008.SZ,2017-12-01,0.1275
000060.SZ,2017-12-01,0.1602
000063.SZ,2017-12-01,0.7031
000069.SZ,2017-12-01,0.2558
000100.SZ,2017-12-01,0.2678
000157.SZ,2017-12-01,0.1706
000166.SZ,2017-12-01,0.2967
000333.SZ,2017-12-01,2.0159
000338.SZ,2017-12-01,0.3485
000402.SZ,2017-12-01,0.118
000413.SZ,2017-12-01,0.2136
000415.SZ,2017-12-01,0.0971
000423.SZ,2017-12-01,0.2761
000425.SZ,2017-12-01,0.1385
000503.SZ,2017-12-01,0.1579
000538.SZ,2017-12-01,0.4341
000540.SZ,2017-12-01,0.1824
000559.SZ,2017-12-01,0.12
000568.SZ,2017-12-01,0.3705
000623.SZ,2017-12-01,0.1877
000625.SZ,2017-12-01,0.2274
000627.SZ,2017-12-01,0.1185
000630.SZ,2017-12-01,0.1546
000651.SZ,2017-12-01,1.7643
000671.SZ,2017-12-01,0.0967
000686.SZ,2017-12-01,0.115
000709.SZ,2017-12-01,0.1545
000725.SZ,2017-12-01,1.126
000728.SZ,2017-12-01,0.2169
000738.SZ,2017-12-01,0.067
000750.SZ,2017-12-01,0.1359
000768.SZ,2017-12-01,0.212
000776.SZ,2017-12-01,0.4587
000783.SZ,2017-12-01,0.2594
000792.SZ,2017-12-01,0.1682
000826.SZ,2017-12-01,0.1507
000839.SZ,2017-12-01,0.2228
000858.SZ,2017-12-01,1.0914
000876.SZ,2017-12-01,0.1409
000895.SZ,2017-12-01,0.2168
000938.SZ,2017-12-01,0.0871
000959.SZ,2017-12-01,0.0885
000961.SZ,2017-12-01,0.0601
000963.SZ,2017-12-01,0.213
000983.SZ,2017-12-01,0.134
001979.SZ,2017-12-01,0.4055
002007.SZ,2017-12-01,0.1415
002008.SZ,2017-12-01,0.3757
002024.SZ,2017-12-01,0.3939
002027.SZ,2017-12-01,0.1951
002044.SZ,2017-12-01,0.1774
002065.SZ,2017-12-01,0.1573
002074.SZ,2017-12-01,0.1417
002081.SZ,2017-12-01,0.2046
002142.SZ,2017-12-01,0.3933
002146.SZ,2017-12-01,0.134
002153.SZ,2017-12-01,0.0807
002174.SZ,2017-12-01,0.0646
002202.SZ,2017-12-01,0.2856
002230.SZ,2017-12-01,0.5884
002236.SZ,2017-12-01,0.3128
002241.SZ,2017-12-01,0.3271
002252.SZ,2017-12-01,0.2597
002292.SZ,2017-12-01,0.0678
002304.SZ,2017-12-01,0.5577
002310.SZ,2017-12-01,0.197
002352.SZ,2017-12-01,0.1004
002385.SZ,2017-12-01,0.1132
002411.SZ,2017-12-01,0.1079
002415.SZ,2017-12-01,1.2191
002424.SZ,2017-12-01,0.0589
002426.SZ,2017-12-01,0.1119
002450.SZ,2017-12-01,0.5128
002456.SZ,2017-12-01,0.3725
002465.SZ,2017-12-01,0.1337
002466.SZ,2017-12-01,0.3191
002470.SZ,2017-12-01,0.1265
002475.SZ,2017-12-01,0.2655
002500.SZ,2017-12-01,0.1495
002508.SZ,2017-12-01,0.1909
002555.SZ,2017-12-01,0.0737
002558.SZ,2017-12-01,0.0849
002594.SZ,2017-12-01,0.3035
002602.SZ,2017-12-01,0.0872
002673.SZ,2017-12-01,0.2037
002714.SZ,2017-12-01,0.1441
002736.SZ,2017-12-01,0.2634
002739.SZ,2017-12-01,0.2153
002797.SZ,2017-12-01,0.0326
002831.SZ,2017-12-01,0.0243
002839.SZ,2017-12-01,0.0201
002841.SZ,2017-12-01,0.0287
300017.SZ,2017-12-01,0.1275
300024.SZ,2017-12-01,0.1896
300027.SZ,2017-12-01,0.1253
300033.SZ,2017-12-01,0.0975
300059.SZ,2017-12-01,0.3222
300070.SZ,2017-12-01,0.285
300072.SZ,2017-12-01,0.2744
300124.SZ,2017-12-01,0.2397
300144.SZ,2017-12-01,0.119
300251.SZ,2017-12-01,0.0758
300315.SZ,2017-12-01,0.1056
600000.SH,2017-12-01,1.278
600008.SH,2017-12-01,0.1144
600009.SH,2017-12-01,0.3569
600010.SH,2017-12-01,0.3155
600015.SH,2017-12-01,0.5245
600016.SH,2017-12-01,1.8383
600018.SH,2017-12-01,0.2131
600019.SH,2017-12-01,0.7093
600021.SH,2017-12-01,0.0745
600023.SH,2017-12-01,0.1922
600028.SH,2017-12-01,0.5572
600029.SH,2017-12-01,0.3336
600030.SH,2017-12-01,1.3128
600031.SH,2017-12-01,0.3058
600036.SH,2017-12-01,2.5987
600038.SH,2017-12-01,0.0936
600048.SH,2017-12-01,0.7989
600050.SH,2017-12-01,0.5623
600061.SH,2017-12-01,0.1076
600066.SH,2017-12-01,0.2782
600068.SH,2017-12-01,0.2212
600074.SH,2017-12-01,0.0892
600085.SH,2017-12-01,0.1565
600089.SH,2017-12-01,0.33
600100.SH,2017-12-01,0.1746
600104.SH,2017-12-01,0.9544
600109.SH,2017-12-01,0.2015
600111.SH,2017-12-01,0.2716
600115.SH,2017-12-01,0.1894
600118.SH,2017-12-01,0.1312
600153.SH,2017-12-01,0.1438
600157.SH,2017-12-01,0.1471
600170.SH,2017-12-01,0.1498
600177.SH,2017-12-01,0.1783
600188.SH,2017-12-01,0.0471
600196.SH,2017-12-01,0.3387
600208.SH,2017-12-01,0.1958
600221.SH,2017-12-01,0.1841
600233.SH,2017-12-01,0.0534
600271.SH,2017-12-01,0.2257
600276.SH,2017-12-01,0.9837
600297.SH,2017-12-01,0.1575
600309.SH,2017-12-01,0.4529
600332.SH,2017-12-01,0.1592
600340.SH,2017-12-01,0.3337
600352.SH,2017-12-01,0.22
600362.SH,2017-12-01,0.1686
600369.SH,2017-12-01,0.1283
600372.SH,2017-12-01,0.0663
600373.SH,2017-12-01,0.0883
600376.SH,2017-12-01,0.0931
600383.SH,2017-12-01,0.2462
600406.SH,2017-12-01,0.2447
600415.SH,2017-12-01,0.1467
600436.SH,2017-12-01,0.1645
600482.SH,2017-12-01,0.0783
600485.SH,2017-12-01,0.2254
600489.SH,2017-12-01,0.1474
600498.SH,2017-12-01,0.1531
600518.SH,2017-12-01,0.5565
600519.SH,2017-12-01,2.7539
600522.SH,2017-12-01,0.2863
600535.SH,2017-12-01,0.21
600547.SH,2017-12-01,0.1957
600549.SH,2017-12-01,0.0968
600570.SH,2017-12-01,0.2085
600583.SH,2017-12-01,0.1186
600585.SH,2017-12-01,0.5415
600588.SH,2017-12-01,0.1342
600606.SH,2017-12-01,0.2334
600637.SH,2017-12-01,0.2102
600649.SH,2017-12-01,0.0994
600660.SH,2017-12-01,0.3271
600663.SH,2017-12-01,0.142
600674.SH,2017-12-01,0.1934
600682.SH,2017-12-01,0.1495
600685.SH,2017-12-01,0.0771
600688.SH,2017-12-01,0.1225
600690.SH,2017-12-01,0.4653
600703.SH,2017-12-01,0.5452
600704.SH,2017-12-01,0.1109
600705.SH,2017-12-01,0.2387
600739.SH,2017-12-01,0.1877
600741.SH,2017-12-01,0.3557
600795.SH,2017-12-01,0.352
600804.SH,2017-12-01,0.1992
600816.SH,2017-12-01,0.2204
600820.SH,2017-12-01,0.1482
600827.SH,2017-12-01,0.0945
600837.SH,2017-12-01,1.019
600871.SH,2017-12-01,0.0474
600886.SH,2017-12-01,0.2678
600887.SH,2017-12-01,1.5391
600893.SH,2017-12-01,0.2193
600895.SH,2017-12-01,0.1083
600900.SH,2017-12-01,0.9572
600909.SH,2017-12-01,0.0763
600919.SH,2017-12-01,0.0868
600926.SH,2017-12-01,0.0425
600958.SH,2017-12-01,0.4249
600959.SH,2017-12-01,0.1238
600977.SH,2017-12-01,0.074
600999.SH,2017-12-01,0.3815
601006.SH,2017-12-01,0.464
601009.SH,2017-12-01,0.3617
601018.SH,2017-12-01,0.1991
601021.SH,2017-12-01,0.0802
601088.SH,2017-12-01,0.4008
601099.SH,2017-12-01,0.2257
601111.SH,2017-12-01,0.1918
601117.SH,2017-12-01,0.1096
601118.SH,2017-12-01,0.0792
601155.SH,2017-12-01,0.199
601163.SH,2017-12-01,0.047
601166.SH,2017-12-01,1.9154
601169.SH,2017-12-01,0.95
601186.SH,2017-12-01,0.4765
601198.SH,2017-12-01,0.1594
601211.SH,2017-12-01,0.8014
601216.SH,2017-12-01,0.148
601225.SH,2017-12-01,0.2232
601229.SH,2017-12-01,0.1147
601288.SH,2017-12-01,1.259
601318.SH,2017-12-01,6.4964
601328.SH,2017-12-01,1.5292
601333.SH,2017-12-01,0.1517
601336.SH,2017-12-01,0.4568
601375.SH,2017-12-01,0.05
601377.SH,2017-12-01,0.3253
601390.SH,2017-12-01,0.5679
601398.SH,2017-12-01,1.1187
601555.SH,2017-12-01,0.2268
601600.SH,2017-12-01,0.4685
601601.SH,2017-12-01,1.131
601607.SH,2017-12-01,0.2466
601608.SH,2017-12-01,0.0666
601611.SH,2017-12-01,0.0474
601618.SH,2017-12-01,0.2349
601628.SH,2017-12-01,0.4532
601633.SH,2017-12-01,0.1211
601668.SH,2017-12-01,1.2732
601669.SH,2017-12-01,0.2975
601688.SH,2017-12-01,0.5537
601718.SH,2017-12-01,0.0798
601727.SH,2017-12-01,0.2069
601766.SH,2017-12-01,0.9966
601788.SH,2017-12-01,0.2582
601800.SH,2017-12-01,0.1875
601818.SH,2017-12-01,0.5862
601857.SH,2017-12-01,0.3491
601866.SH,2017-12-01,0.0995
601872.SH,2017-12-01,0.0847
601877.SH,2017-12-01,0.0938
601881.SH,2017-12-01,0.0677
601888.SH,2017-12-01,0.3577
601899.SH,2017-12-01,0.36
601901.SH,2017-12-01,0.2766
601919.SH,2017-12-01,0.2142
601933.SH,2017-12-01,0.3024
601939.SH,2017-12-01,0.4128
601958.SH,2017-12-01,0.0613
601966.SH,2017-12-01,0.0364
601985.SH,2017-12-01,0.3027
601988.SH,2017-12-01,0.7276
601989.SH,2017-12-01,0.5141
601992.SH,2017-12-01,0.1739
601997.SH,2017-12-01,0.0871
601998.SH,2017-12-01,0.1725
603160.SH,2017-12-01,0.0476
603858.SH,2017-12-01,0.036
603993.SH,2017-12-01,0.1657
000723.SZ,2017-12-11,
000898.SZ,2017-12-11,
002294.SZ,2017-12-11,
002460.SZ,2017-12-11,
002468.SZ,2017-12-11,
002572.SZ,2017-12-11,
002601.SZ,2017-12-11,
002608.SZ,2017-12-11,
002624.SZ,2017-12-11,
300003.SZ,2017-12-11,
300015.SZ,2017-12-11,
300122.SZ,2017-12-11,
300136.SZ,2017-12-11,
600011.SH,2017-12-11,
600219.SH,2017-12-11,
600390.SH,2017-12-11,
601012.SH,2017-12-11,
601212.SH,2017-12-11,
601228.SH,2017-12-11,
601878.SH,2017-12-11,
601898.SH,2017-12-11,
601991.SH,2017-12-11,
603799.SH,2017-12-11,
603833.SH,2017-12-11,
000001.SZ,2017-06-01,0.8104
000002.SZ,2017-06-01,1.4745
000008.SZ,2017-06-01,0.0596
000009.SZ,2017-06-01,0.1603
000060.SZ,2017-06-01,0.1534
000063.SZ,2017-06-01,0.4777
000069.SZ,2017-06-01,0.2974
000100.SZ,2017-06-01,0.2582
000156.SZ,2017-06-01,0.083
000157.SZ,2017-06-01,0.1967
000166.SZ,2017-06-01,0.3492
000333.SZ,2017-06-01,1.6861
000338.SZ,2017-06-01,0.2761
000402.SZ,2017-06-01,0.1434
000413.SZ,2017-06-01,0.1881
000415.SZ,2017-06-01,0.121
000423.SZ,2017-06-01,0.3618
000425.SZ,2017-06-01,0.1464
000503.SZ,2017-06-01,0.1841
000538.SZ,2017-06-01,0.4859
000540.SZ,2017-06-01,0.1849
000555.SZ,2017-06-01,0.0476
000559.SZ,2017-06-01,0.1301
000568.SZ,2017-06-01,0.3457
000623.SZ,2017-06-01,0.2045
000625.SZ,2017-06-01,0.2817
000627.SZ,2017-06-01,0.0896
000630.SZ,2017-06-01,0.1713
000651.SZ,2017-06-01,1.6792
000671.SZ,2017-06-01,0.0941
000686.SZ,2017-06-01,0.1379
000709.SZ,2017-06-01,0.1845
000718.SZ,2017-06-01,0.0726
000725.SZ,2017-06-01,0.9422
000728.SZ,2017-06-01,0.2222
000738.SZ,2017-06-01,0.0857
000750.SZ,2017-06-01,0.1619
000768.SZ,2017-06-01,0.2403
000776.SZ,2017-06-01,0.5022
000783.SZ,2017-06-01,0.3169
000792.SZ,2017-06-01,0.1063
000793.SZ,2017-06-01,0.2114
000826.SZ,2017-06-01,0.174
000839.SZ,2017-06-01,0.2458
000858.SZ,2017-06-01,0.9424
000876.SZ,2017-06-01,0.1693
000895.SZ,2017-06-01,0.218
000917.SZ,2017-06-01,0.125
000938.SZ,2017-06-01,0.0776
000963.SZ,2017-06-01,0.2292
000977.SZ,2017-06-01,0.1089
000983.SZ,2017-06-01,0.1168
001979.SZ,2017-06-01,0.4895
002007.SZ,2017-06-01,0.2035
002008.SZ,2017-06-01,0.2738
002024.SZ,2017-06-01,0.3902
002027.SZ,2017-06-01,0.0849
002049.SZ,2017-06-01,0.1155
002065.SZ,2017-06-01,0.2043
002074.SZ,2017-06-01,0.1197
002081.SZ,2017-06-01,0.1616
002131.SZ,2017-06-01,0.0789
002142.SZ,2017-06-01,0.3673
002146.SZ,2017-06-01,0.1408
002152.SZ,2017-06-01,0.0948
002153.SZ,2017-06-01,0.0677
002174.SZ,2017-06-01,0.0972
002183.SZ,2017-06-01,0.1215
002195.SZ,2017-06-01,0.0996
002202.SZ,2017-06-01,0.2406
002230.SZ,2017-06-01,0.2974
002236.SZ,2017-06-01,0.2872
002241.SZ,2017-06-01,0.3237
002252.SZ,2017-06-01,0.2068
002292.SZ,2017-06-01,0.0779
002299.SZ,2017-06-01,0.0574
002304.SZ,2017-06-01,0.5387
002310.SZ,2017-06-01,0.1695
002385.SZ,2017-06-01,0.1272
002415.SZ,2017-06-01,0.7884
002424.SZ,2017-06-01,0.0747
002426.SZ,2017-06-01,0.1349
002450.SZ,2017-06-01,0.5078
002456.SZ,2017-06-01,0.3115
002465.SZ,2017-06-01,0.1869
002466.SZ,2017-06-01,0.2549
002470.SZ,2017-06-01,0.1124
002475.SZ,2017-06-01,0.2415
002500.SZ,2017-06-01,0.1076
002594.SZ,2017-06-01,0.2756
002673.SZ,2017-06-01,0.2442
002714.SZ,2017-06-01,0.0848
002736.SZ,2017-06-01,0.3295
002739.SZ,2017-06-01,0.2663
002797.SZ,2017-06-01,0.0371
300017.SZ,2017-06-01,0.1562
300024.SZ,2017-06-01,0.2042
300027.SZ,2017-06-01,0.1318
300033.SZ,2017-06-01,0.1371
300059.SZ,2017-06-01,0.3018
300070.SZ,2017-06-01,0.3471
300072.SZ,2017-06-01,0.3077
300104.SZ,2017-06-01,0.3747
300124.SZ,2017-06-01,0.2264
300133.SZ,2017-06-01,0.0768
300144.SZ,2017-06-01,0.1244
300168.SZ,2017-06-01,0.1162
300251.SZ,2017-06-01,0.0712
300315.SZ,2017-06-01,0.1761
600000.SH,2017-06-01,1.4918
600008.SH,2017-06-01,0.1597
600009.SH,2017-06-01,0.3789
600010.SH,2017-06-01,0.302
600015.SH,2017-06-01,0.5938
600016.SH,2017-06-01,1.9475
600018.SH,2017-06-01,0.2129
600019.SH,2017-06-01,0.573
600021.SH,2017-06-01,0.1145
600023.SH,2017-06-01,0.2427
600028.SH,2017-06-01,0.6834
600029.SH,2017-06-01,0.3174
600030.SH,2017-06-01,1.3234
600031.SH,2017-06-01,0.2724
600036.SH,2017-06-01,2.3933
600037.SH,2017-06-01,0.0992
600038.SH,2017-06-01,0.0958
600048.SH,2017-06-01,0.7132
600050.SH,2017-06-01,0.6505
600060.SH,2017-06-01,0.1115
600061.SH,2017-06-01,0.1746
600066.SH,2017-06-01,0.2819
600068.SH,2017-06-01,0.2818
600074.SH,2017-06-01,0.1187
600085.SH,2017-06-01,0.1836
600089.SH,2017-06-01,0.3218
600100.SH,2017-06-01,0.2579
600104.SH,2017-06-01,1.0988
600109.SH,2017-06-01,0.2496
600111.SH,2017-06-01,0.2427
600115.SH,2017-06-01,0.2082
600118.SH,2017-06-01,0.1621
600150.SH,2017-06-01,0.1528
600153.SH,2017-06-01,0.1983
600157.SH,2017-06-01,0.1782
600170.SH,2017-06-01,0.1552
600177.SH,2017-06-01,0.2226
600188.SH,2017-06-01,0.0411
600196.SH,2017-06-01,0.3324
600208.SH,2017-06-01,0.1749
600221.SH,2017-06-01,0.2195
600256.SH,2017-06-01,0.1345
600271.SH,2017-06-01,0.2046
600276.SH,2017-06-01,0.8812
600297.SH,2017-06-01,0.1663
600309.SH,2017-06-01,0.3175
600332.SH,2017-06-01,0.1643
600340.SH,2017-06-01,0.3194
600352.SH,2017-06-01,0.2157
600362.SH,2017-06-01,0.1262
600369.SH,2017-06-01,0.1574
600372.SH,2017-06-01,0.0787
600373.SH,2017-06-01,0.1116
600376.SH,2017-06-01,0.125
600383.SH,2017-06-01,0.2778
600406.SH,2017-06-01,0.2489
600415.SH,2017-06-01,0.2158
600446.SH,2017-06-01,0.0842
600482.SH,2017-06-01,0.0874
600485.SH,2017-06-01,0.2192
600489.SH,2017-06-01,0.1719
600498.SH,2017-06-01,0.1173
600518.SH,2017-06-01,0.6579
600519.SH,2017-06-01,2.3188
600535.SH,2017-06-01,0.266
600547.SH,2017-06-01,0.2113
600549.SH,2017-06-01,0.0864
600570.SH,2017-06-01,0.1836
600583.SH,2017-06-01,0.1412
600585.SH,2017-06-01,0.4416
600588.SH,2017-06-01,0.1086
600606.SH,2017-06-01,0.199
600637.SH,2017-06-01,0.28
600649.SH,2017-06-01,0.1297
600660.SH,2017-06-01,0.3518
600663.SH,2017-06-01,0.1811
600674.SH,2017-06-01,0.2179
600685.SH,2017-06-01,0.0842
600688.SH,2017-06-01,0.1517
600690.SH,2017-06-01,0.4503
600703.SH,2017-06-01,0.4017
600704.SH,2017-06-01,0.1316
600705.SH,2017-06-01,0.2775
600718.SH,2017-06-01,0.1388
600737.SH,2017-06-01,0.0915
600739.SH,2017-06-01,0.2146
600741.SH,2017-06-01,0.262
600795.SH,2017-06-01,0.4226
600804.SH,2017-06-01,0.188
