wind_code,date,i_weight
000999.SZ,2015-12-01,0.11
002007.SZ,2015-12-01,0.13
002008.SZ,2015-12-01,0.22
002024.SZ,2015-12-01,0.65
002038.SZ,2015-12-01,0.15
002065.SZ,2015-12-01,0.18
002081.SZ,2015-12-01,0.16
002129.SZ,2015-12-01,0.13
002142.SZ,2015-12-01,0.29
002146.SZ,2015-12-01,0.18
002153.SZ,2015-12-01,0.16
002202.SZ,2015-12-01,0.28
002230.SZ,2015-12-01,0.34
002236.SZ,2015-12-01,0.24
002241.SZ,2015-12-01,0.26
002252.SZ,2015-12-01,0.24
002292.SZ,2015-12-01,0.19
002294.SZ,2015-12-01,0.11
002304.SZ,2015-12-01,0.32
002353.SZ,2015-12-01,0.13
002375.SZ,2015-12-01,0.11
002385.SZ,2015-12-01,0.18
002399.SZ,2015-12-01,0.08
002410.SZ,2015-12-01,0.14
002415.SZ,2015-12-01,0.44
002422.SZ,2015-12-01,0.14
002450.SZ,2015-12-01,0.57
002456.SZ,2015-12-01,0.17
002465.SZ,2015-12-01,0.28
002470.SZ,2015-12-01,0.13
002475.SZ,2015-12-01,0.18
002500.SZ,2015-12-01,0.2
002594.SZ,2015-12-01,0.31
002673.SZ,2015-12-01,0.41
002736.SZ,2015-12-01,0.25
300002.SZ,2015-12-01,0.16
300003.SZ,2015-12-01,0.22
300015.SZ,2015-12-01,0.13
300017.SZ,2015-12-01,0.32
300024.SZ,2015-12-01,0.4
300027.SZ,2015-12-01,0.39
300058.SZ,2015-12-01,0.2
300059.SZ,2015-12-01,0.71
300070.SZ,2015-12-01,0.33
300104.SZ,2015-12-01,0.49
300124.SZ,2015-12-01,0.22
300133.SZ,2015-12-01,0.15
300146.SZ,2015-12-01,0.1
300251.SZ,2015-12-01,0.14
600000.SH,2015-12-01,2.24
600005.SH,2015-12-01,0.15
600008.SH,2015-12-01,0.11
600009.SH,2015-12-01,0.3
600010.SH,2015-12-01,0.39
600011.SH,2015-12-01,0.4
600015.SH,2015-12-01,0.64
600016.SH,2015-12-01,2.72
600018.SH,2015-12-01,0.19
600019.SH,2015-12-01,0.29
600023.SH,2015-12-01,0.23
600027.SH,2015-12-01,0.18
600028.SH,2015-12-01,0.56
600029.SH,2015-12-01,0.3
600030.SH,2015-12-01,1.5
600031.SH,2015-12-01,0.26
600036.SH,2015-12-01,3.03
600038.SH,2015-12-01,0.14
600048.SH,2015-12-01,0.73
600050.SH,2015-12-01,0.57
600060.SH,2015-12-01,0.14
600066.SH,2015-12-01,0.3
600068.SH,2015-12-01,0.23
600085.SH,2015-12-01,0.21
600089.SH,2015-12-01,0.33
600100.SH,2015-12-01,0.32
600104.SH,2015-12-01,0.69
600109.SH,2015-12-01,0.3
600111.SH,2015-12-01,0.33
600115.SH,2015-12-01,0.27
600118.SH,2015-12-01,0.28
600150.SH,2015-12-01,0.27
600153.SH,2015-12-01,0.32
600157.SH,2015-12-01,0.17
600166.SH,2015-12-01,0.11
600170.SH,2015-12-01,0.14
600177.SH,2015-12-01,0.27
600188.SH,2015-12-01,0.04
600196.SH,2015-12-01,0.3
600208.SH,2015-12-01,0.16
600221.SH,2015-12-01,0.24
600252.SH,2015-12-01,0.23
600256.SH,2015-12-01,0.23
600271.SH,2015-12-01,0.33
600276.SH,2015-12-01,0.63
600309.SH,2015-12-01,0.2
600315.SH,2015-12-01,0.23
600317.SH,2015-12-01,0.1
600332.SH,2015-12-01,0.16
600340.SH,2015-12-01,0.31
600352.SH,2015-12-01,0.31
600362.SH,2015-12-01,0.13
600369.SH,2015-12-01,0.28
600372.SH,2015-12-01,0.14
600373.SH,2015-12-01,0.16
600383.SH,2015-12-01,0.33
600398.SH,2015-12-01,0.21
600406.SH,2015-12-01,0.24
600415.SH,2015-12-01,0.27
600485.SH,2015-12-01,0.04
600489.SH,2015-12-01,0.15
600518.SH,2015-12-01,0.61
600519.SH,2015-12-01,1.15
600535.SH,2015-12-01,0.25
600547.SH,2015-12-01,0.14
600549.SH,2015-12-01,0.09
600570.SH,2015-12-01,0.34
600578.SH,2015-12-01,0.09
600583.SH,2015-12-01,0.22
600585.SH,2015-12-01,0.36
600588.SH,2015-12-01,0.22
600600.SH,2015-12-01,0.12
600633.SH,2015-12-01,0.11
600637.SH,2015-12-01,0.49
600642.SH,2015-12-01,0.19
600648.SH,2015-12-01,0.08
600649.SH,2015-12-01,0.26
600660.SH,2015-12-01,0.22
600663.SH,2015-12-01,0.21
600674.SH,2015-12-01,0.25
600688.SH,2015-12-01,0.15
600690.SH,2015-12-01,0.32
600703.SH,2015-12-01,0.38
600705.SH,2015-12-01,0.38
600717.SH,2015-12-01,0.1
600718.SH,2015-12-01,0.22
600739.SH,2015-12-01,0.21
600741.SH,2015-12-01,0.18
600783.SH,2015-12-01,0.12
600795.SH,2015-12-01,0.42
600804.SH,2015-12-01,0.27
600827.SH,2015-12-01,0.15
600837.SH,2015-12-01,1.31
600839.SH,2015-12-01,0.24
600863.SH,2015-12-01,0.15
600867.SH,2015-12-01,0.22
600873.SH,2015-12-01,0.17
600875.SH,2015-12-01,0.17
600886.SH,2015-12-01,0.32
600887.SH,2015-12-01,0.97
600893.SH,2015-12-01,0.28
600900.SH,2015-12-01,0.7
600958.SH,2015-12-01,0.25
600998.SH,2015-12-01,0.06
600999.SH,2015-12-01,0.52
601006.SH,2015-12-01,0.56
601009.SH,2015-12-01,0.37
601018.SH,2015-12-01,0.34
601021.SH,2015-12-01,0.14
601088.SH,2015-12-01,0.31
601098.SH,2015-12-01,0.19
601099.SH,2015-12-01,0.24
601106.SH,2015-12-01,0.24
601111.SH,2015-12-01,0.23
601117.SH,2015-12-01,0.15
601118.SH,2015-12-01,0.1
601158.SH,2015-12-01,0.06
601166.SH,2015-12-01,1.93
601169.SH,2015-12-01,1.01
601179.SH,2015-12-01,0.15
601186.SH,2015-12-01,0.52
601216.SH,2015-12-01,0.14
601225.SH,2015-12-01,0.11
601231.SH,2015-12-01,0.03
601258.SH,2015-12-01,0.14
601288.SH,2015-12-01,0.89
601318.SH,2015-12-01,3.97
601328.SH,2015-12-01,1.33
601333.SH,2015-12-01,0.17
601336.SH,2015-12-01,0.4
601377.SH,2015-12-01,0.48
601390.SH,2015-12-01,0.69
601398.SH,2015-12-01,1.18
601555.SH,2015-12-01,0.22
601600.SH,2015-12-01,0.24
601601.SH,2015-12-01,0.9
601607.SH,2015-12-01,0.19
601618.SH,2015-12-01,0.41
601628.SH,2015-12-01,0.48
601633.SH,2015-12-01,0.16
601668.SH,2015-12-01,1.03
601669.SH,2015-12-01,0.36
601688.SH,2015-12-01,0.66
601699.SH,2015-12-01,0.08
601727.SH,2015-12-01,0.36
601766.SH,2015-12-01,1.31
601788.SH,2015-12-01,0.28
601800.SH,2015-12-01,0.23
601808.SH,2015-12-01,0.1
601818.SH,2015-12-01,0.91
601857.SH,2015-12-01,0.44
601866.SH,2015-12-01,0.3
601888.SH,2015-12-01,0.21
601898.SH,2015-12-01,0.12
601899.SH,2015-12-01,0.35
601901.SH,2015-12-01,0.41
601919.SH,2015-12-01,0.38
601928.SH,2015-12-01,0.13
601933.SH,2015-12-01,0.21
601939.SH,2015-12-01,0.58
601958.SH,2015-12-01,0.08
601969.SH,2015-12-01,0.03
601988.SH,2015-12-01,1.0
601989.SH,2015-12-01,1.0
601991.SH,2015-12-01,0.17
601992.SH,2015-12-01,0.12
601998.SH,2015-12-01,0.24
603000.SH,2015-12-01,0.14
603288.SH,2015-12-01,0.1
603993.SH,2015-12-01,0.14
000415.SZ,2015-12-30,
000540.SZ,2015-12-30,
001979.SZ,2015-12-30,
002195.SZ,2015-12-30,
002739.SZ,2015-12-30,
300144.SZ,2015-12-30,
300315.SZ,2015-12-30,
600021.SH,2015-12-30,
600350.SH,2015-12-30,
600820.SH,2015-12-30,
600895.SH,2015-12-30,
600959.SH,2015-12-30,
601016.SH,2015-12-30,
601198.SH,2015-12-30,
601211.SH,2015-12-30,
601238.SH,2015-12-30,
601608.SH,2015-12-30,
601718.SH,2015-12-30,
601872.SH,2015-12-30,
601985.SH,2015-12-30,
603885.SH,2015-12-30,
000001.SZ,2015-12-01,0.72
000002.SZ,2015-12-01,1.73
000009.SZ,2015-12-01,0.26
000024.SZ,2015-12-01,0.4
000027.SZ,2015-12-01,0.13
000039.SZ,2015-12-01,0.18
000046.SZ,2015-12-01,0.17
000060.SZ,2015-12-01,0.18
000061.SZ,2015-12-01,0.14
000063.SZ,2015-12-01,0.45
000069.SZ,2015-12-01,0.34
000100.SZ,2015-12-01,0.36
000156.SZ,2015-12-01,0.04
000157.SZ,2015-12-01,0.24
000166.SZ,2015-12-01,0.49
000333.SZ,2015-12-01,0.63
000338.SZ,2015-12-01,0.25
000400.SZ,2015-12-01,0.12
000402.SZ,2015-12-01,0.26
000413.SZ,2015-12-01,0.19
000423.SZ,2015-12-01,0.26
000425.SZ,2015-12-01,0.2
000503.SZ,2015-12-01,0.25
000538.SZ,2015-12-01,0.38
000539.SZ,2015-12-01,0.07
000559.SZ,2015-12-01,0.27
000568.SZ,2015-12-01,0.18
000581.SZ,2015-12-01,0.15
000598.SZ,2015-12-01,0.14
000623.SZ,2015-12-01,0.22
000625.SZ,2015-12-01,0.36
000629.SZ,2015-12-01,0.14
000630.SZ,2015-12-01,0.16
000651.SZ,2015-12-01,0.99
000686.SZ,2015-12-01,0.21
000709.SZ,2015-12-01,0.14
000712.SZ,2015-12-01,0.13
000725.SZ,2015-12-01,0.32
000728.SZ,2015-12-01,0.28
000729.SZ,2015-12-01,0.12
000738.SZ,2015-12-01,0.16
000750.SZ,2015-12-01,0.18
000768.SZ,2015-12-01,0.35
000776.SZ,2015-12-01,0.57
000778.SZ,2015-12-01,0.16
000783.SZ,2015-12-01,0.41
000792.SZ,2015-12-01,0.15
000793.SZ,2015-12-01,0.24
000800.SZ,2015-12-01,0.13
000825.SZ,2015-12-01,0.1
000826.SZ,2015-12-01,0.21
000831.SZ,2015-12-01,0.13
000858.SZ,2015-12-01,0.5
000876.SZ,2015-12-01,0.21
000883.SZ,2015-12-01,0.14
000895.SZ,2015-12-01,0.21
000898.SZ,2015-12-01,0.09
000917.SZ,2015-12-01,0.32
000937.SZ,2015-12-01,0.06
000963.SZ,2015-12-01,0.18
000983.SZ,2015-12-01,0.1
000999.SZ,2015-12-01,0.11
002007.SZ,2015-12-01,0.13
002008.SZ,2015-12-01,0.22
002024.SZ,2015-12-01,0.65
002038.SZ,2015-12-01,0.15
002065.SZ,2015-12-01,0.18
002081.SZ,2015-12-01,0.16
002129.SZ,2015-12-01,0.13
002142.SZ,2015-12-01,0.29
002146.SZ,2015-12-01,0.18
002153.SZ,2015-12-01,0.16
002202.SZ,2015-12-01,0.28
002230.SZ,2015-12-01,0.34
002236.SZ,2015-12-01,0.24
002241.SZ,2015-12-01,0.26
002252.SZ,2015-12-01,0.24
002292.SZ,2015-12-01,0.19
002294.SZ,2015-12-01,0.11
002304.SZ,2015-12-01,0.32
002353.SZ,2015-12-01,0.13
002375.SZ,2015-12-01,0.11
002385.SZ,2015-12-01,0.18
002399.SZ,2015-12-01,0.08
002410.SZ,2015-12-01,0.14
002415.SZ,2015-12-01,0.44
002422.SZ,2015-12-01,0.14
002450.SZ,2015-12-01,0.57
002456.SZ,2015-12-01,0.17
002465.SZ,2015-12-01,0.28
002470.SZ,2015-12-01,0.13
002475.SZ,2015-12-01,0.18
002500.SZ,2015-12-01,0.2
002594.SZ,2015-12-01,0.31
002673.SZ,2015-12-01,0.41
002736.SZ,2015-12-01,0.25
300002.SZ,2015-12-01,0.16
300003.SZ,2015-12-01,0.22
300015.SZ,2015-12-01,0.13
300017.SZ,2015-12-01,0.32
300024.SZ,2015-12-01,0.4
300027.SZ,2015-12-01,0.39
300058.SZ,2015-12-01,0.2
300059.SZ,2015-12-01,0.71
300070.SZ,2015-12-01,0.33
300104.SZ,2015-12-01,0.49
300124.SZ,2015-12-01,0.22
300133.SZ,2015-12-01,0.15
300146.SZ,2015-12-01,0.1
300251.SZ,2015-12-01,0.14
600000.SH,2015-12-01,2.24
600005.SH,2015-12-01,0.15
600008.SH,2015-12-01,0.11
600009.SH,2015-12-01,0.3
600010.SH,2015-12-01,0.39
600011.SH,2015-12-01,0.4
600015.SH,2015-12-01,0.64
600016.SH,2015-12-01,2.72
600018.SH,2015-12-01,0.19
600019.SH,2015-12-01,0.29
600023.SH,2015-12-01,0.23
600027.SH,2015-12-01,0.18
600028.SH,2015-12-01,0.56
600029.SH,2015-12-01,0.3
600030.SH,2015-12-01,1.5
600031.SH,2015-12-01,0.26
600036.SH,2015-12-01,3.03
600038.SH,2015-12-01,0.14
600048.SH,2015-12-01,0.73
600050.SH,2015-12-01,0.57
600060.SH,2015-12-01,0.14
600066.SH,2015-12-01,0.3
600068.SH,2015-12-01,0.23
600085.SH,2015-12-01,0.21
600089.SH,2015-12-01,0.33
600100.SH,2015-12-01,0.32
600104.SH,2015-12-01,0.69
600109.SH,2015-12-01,0.3
600111.SH,2015-12-01,0.33
600115.SH,2015-12-01,0.27
600118.SH,2015-12-01,0.28
600150.SH,2015-12-01,0.27
600153.SH,2015-12-01,0.32
600157.SH,2015-12-01,0.17
600166.SH,2015-12-01,0.11
600170.SH,2015-12-01,0.14
600177.SH,2015-12-01,0.27
600188.SH,2015-12-01,0.04
600196.SH,2015-12-01,0.3
600208.SH,2015-12-01,0.16
600221.SH,2015-12-01,0.24
600252.SH,2015-12-01,0.23
600256.SH,2015-12-01,0.23
600271.SH,2015-12-01,0.33
600276.SH,2015-12-01,0.63
600309.SH,2015-12-01,0.2
600315.SH,2015-12-01,0.23
600317.SH,2015-12-01,0.1
600332.SH,2015-12-01,0.16
600340.SH,2015-12-01,0.31
600352.SH,2015-12-01,0.31
600362.SH,2015-12-01,0.13
600369.SH,2015-12-01,0.28
600372.SH,2015-12-01,0.14
600373.SH,2015-12-01,0.16
600383.SH,2015-12-01,0.33
600398.SH,2015-12-01,0.21
600406.SH,2015-12-01,0.24
600415.SH,2015-12-01,0.27
600485.SH,2015-12-01,0.04
600489.SH,2015-12-01,0.15
600518.SH,2015-12-01,0.61
600519.SH,2015-12-01,1.15
600535.SH,2015-12-01,0.25
600547.SH,2015-12-01,0.14
600549.SH,2015-12-01,0.09
600570.SH,2015-12-01,0.34
600578.SH,2015-12-01,0.09
600583.SH,2015-12-01,0.22
600585.SH,2015-12-01,0.36
600588.SH,2015-12-01,0.22
600600.SH,2015-12-01,0.12
600633.SH,2015-12-01,0.11
600637.SH,2015-12-01,0.49
600642.SH,2015-12-01,0.19
600648.SH,2015-12-01,0.08
600649.SH,2015-12-01,0.26
600660.SH,2015-12-01,0.22
600663.SH,2015-12-01,0.21
600674.SH,2015-12-01,0.25
600688.SH,2015-12-01,0.15
600690.SH,2015-12-01,0.32
600703.SH,2015-12-01,0.38
600705.SH,2015-12-01,0.38
600717.SH,2015-12-01,0.1
600718.SH,2015-12-01,0.22
600739.SH,2015-12-01,0.21
600741.SH,2015-12-01,0.18
600783.SH,2015-12-01,0.12
600795.SH,2015-12-01,0.42
600804.SH,2015-12-01,0.27
600827.SH,2015-12-01,0.15
600837.SH,2015-12-01,1.31
600839.SH,2015-12-01,0.24
600863.SH,2015-12-01,0.15
600867.SH,2015-12-01,0.22
600873.SH,2015-12-01,0.17
600875.SH,2015-12-01,0.17
600886.SH,2015-12-01,0.32
600887.SH,2015-12-01,0.97
600893.SH,2015-12-01,0.28
600900.SH,2015-12-01,0.7
600958.SH,2015-12-01,0.25
600998.SH,2015-12-01,0.06
600999.SH,2015-12-01,0.52
601006.SH,2015-12-01,0.56
601009.SH,2015-12-01,0.37
601018.SH,2015-12-01,0.34
601021.SH,2015-12-01,0.14
601088.SH,2015-12-01,0.31
601098.SH,2015-12-01,0.19
601099.SH,2015-12-01,0.24
601106.SH,2015-12-01,0.24
601111.SH,2015-12-01,0.23
601117.SH,2015-12-01,0.15
601118.SH,2015-12-01,0.1
601158.SH,2015-12-01,0.06
601166.SH,2015-12-01,1.93
601169.SH,2015-12-01,1.01
601179.SH,2015-12-01,0.15
601186.SH,2015-12-01,0.52
601216.SH,2015-12-01,0.14
601225.SH,2015-12-01,0.11
601231.SH,2015-12-01,0.03
601258.SH,2015-12-01,0.14
601288.SH,2015-12-01,0.89
601318.SH,2015-12-01,3.97
601328.SH,2015-12-01,1.33
601333.SH,2015-12-01,0.17
601336.SH,2015-12-01,0.4
601377.SH,2015-12-01,0.48
601390.SH,2015-12-01,0.69
601398.SH,2015-12-01,1.18
601555.SH,2015-12-01,0.22
601600.SH,2015-12-01,0.24
601601.SH,2015-12-01,0.9
601607.SH,2015-12-01,0.19
601618.SH,2015-12-01,0.41
601628.SH,2015-12-01,0.48
601633.SH,2015-12-01,0.16
601668.SH,2015-12-01,1.03
601669.SH,2015-12-01,0.36
601688.SH,2015-12-01,0.66
601699.SH,2015-12-01,0.08
601727.SH,2015-12-01,0.36
601766.SH,2015-12-01,1.31
601788.SH,2015-12-01,0.28
601800.SH,2015-12-01,0.23
601808.SH,2015-12-01,0.1
601818.SH,2015-12-01,0.91
601857.SH,2015-12-01,0.44
601866.SH,2015-12-01,0.3
601888.SH,2015-12-01,0.21
601898.SH,2015-12-01,0.12
601899.SH,2015-12-01,0.35
601901.SH,2015-12-01,0.41
601919.SH,2015-12-01,0.38
601928.SH,2015-12-01,0.13
601933.SH,2015-12-01,0.21
601939.SH,2015-12-01,0.58
601958.SH,2015-12-01,0.08
601969.SH,2015-12-01,0.03
601988.SH,2015-12-01,1.0
601989.SH,2015-12-01,1.0
601991.SH,2015-12-01,0.17
601992.SH,2015-12-01,0.12
601998.SH,2015-12-01,0.24
603000.SH,2015-12-01,0.14
603288.SH,2015-12-01,0.1
603993.SH,2015-12-01,0.14
000415.SZ,2015-12-14,
000540.SZ,2015-12-14,
002195.SZ,2015-12-14,
002739.SZ,2015-12-14,
300144.SZ,2015-12-14,
300315.SZ,2015-12-14,
600021.SH,2015-12-14,
600350.SH,2015-12-14,
600820.SH,2015-12-14,
600895.SH,2015-12-14,
600959.SH,2015-12-14,
601016.SH,2015-12-14,
601198.SH,2015-12-14,
601211.SH,2015-12-14,
601238.SH,2015-12-14,
601608.SH,2015-12-14,
601718.SH,2015-12-14,
601872.SH,2015-12-14,
601985.SH,2015-12-14,
603885.SH,2015-12-14,
000001.SZ,2015-05-29,0.9
000002.SZ,2015-05-29,1.19
000009.SZ,2015-05-29,0.22
000024.SZ,2015-05-29,0.28
000027.SZ,2015-05-29,0.13
000039.SZ,2015-05-29,0.19
000060.SZ,2015-05-29,0.23
000061.SZ,2015-05-29,0.28
000063.SZ,2015-05-29,0.52
000069.SZ,2015-05-29,0.36
000100.SZ,2015-05-29,0.47
000156.SZ,2015-05-29,0.03
000157.SZ,2015-05-29,0.33
000166.SZ,2015-05-29,0.71
000333.SZ,2015-05-29,0.66
000338.SZ,2015-05-29,0.28
000400.SZ,2015-05-29,0.16
000402.SZ,2015-05-29,0.26
000413.SZ,2015-05-29,0.18
000423.SZ,2015-05-29,0.26
000425.SZ,2015-05-29,0.18
000503.SZ,2015-05-29,0.38
000538.SZ,2015-05-29,0.33
000559.SZ,2015-05-29,0.19
000568.SZ,2015-05-29,0.15
000581.SZ,2015-05-29,0.18
000598.SZ,2015-05-29,0.16
000623.SZ,2015-05-29,0.24
000625.SZ,2015-05-29,0.41
000629.SZ,2015-05-29,0.18
000630.SZ,2015-05-29,0.11
000651.SZ,2015-05-29,1.28
000686.SZ,2015-05-29,0.23
000709.SZ,2015-05-29,0.18
000725.SZ,2015-05-29,0.44
000728.SZ,2015-05-29,0.28
000729.SZ,2015-05-29,0.13
000738.SZ,2015-05-29,0.16
000750.SZ,2015-05-29,0.15
000768.SZ,2015-05-29,0.45
000776.SZ,2015-05-29,0.65
000778.SZ,2015-05-29,0.14
000783.SZ,2015-05-29,0.49
000792.SZ,2015-05-29,0.17
000793.SZ,2015-05-29,0.21
000800.SZ,2015-05-29,0.16
000825.SZ,2015-05-29,0.15
000826.SZ,2015-05-29,0.21
000831.SZ,2015-05-29,0.18
000839.SZ,2015-05-29,0.18
000858.SZ,2015-05-29,0.43
000876.SZ,2015-05-29,0.12
000878.SZ,2015-05-29,0.13
000883.SZ,2015-05-29,0.24
000895.SZ,2015-05-29,0.21
000898.SZ,2015-05-29,0.11
000917.SZ,2015-05-29,0.26
000937.SZ,2015-05-29,0.07
000960.SZ,2015-05-29,0.17
000963.SZ,2015-05-29,0.14
000970.SZ,2015-05-29,0.17
000983.SZ,2015-05-29,0.12
000999.SZ,2015-05-29,0.11
002001.SZ,2015-05-29,0.11
002007.SZ,2015-05-29,0.15
002008.SZ,2015-05-29,0.22
002024.SZ,2015-05-29,0.7
002038.SZ,2015-05-29,0.15
002051.SZ,2015-05-29,0.09
002065.SZ,2015-05-29,0.28
002081.SZ,2015-05-29,0.24
002129.SZ,2015-05-29,0.23
002142.SZ,2015-05-29,0.16
002146.SZ,2015-05-29,0.1
002153.SZ,2015-05-29,0.19
002202.SZ,2015-05-29,0.3
002230.SZ,2015-05-29,0.37
002236.SZ,2015-05-29,0.21
002241.SZ,2015-05-29,0.26
002252.SZ,2015-05-29,0.15
002292.SZ,2015-05-29,0.12
002294.SZ,2015-05-29,0.09
002304.SZ,2015-05-29,0.26
002310.SZ,2015-05-29,0.13
002344.SZ,2015-05-29,0.12
002353.SZ,2015-05-29,0.18
002375.SZ,2015-05-29,0.12
002385.SZ,2015-05-29,0.18
002399.SZ,2015-05-29,0.09
002410.SZ,2015-05-29,0.15
002415.SZ,2015-05-29,0.47
002422.SZ,2015-05-29,0.14
002450.SZ,2015-05-29,0.41
002456.SZ,2015-05-29,0.24
002465.SZ,2015-05-29,0.28
002470.SZ,2015-05-29,0.15
002475.SZ,2015-05-29,0.1
002500.SZ,2015-05-29,0.2
002570.SZ,2015-05-29,0.13
002594.SZ,2015-05-29,0.3
002653.SZ,2015-05-29,0.06
002673.SZ,2015-05-29,0.22
300003.SZ,2015-05-29,0.19
300015.SZ,2015-05-29,0.11
300017.SZ,2015-05-29,0.22
300024.SZ,2015-05-29,0.46
300027.SZ,2015-05-29,0.31
300058.SZ,2015-05-29,0.19
300070.SZ,2015-05-29,0.27
300124.SZ,2015-05-29,0.25
300133.SZ,2015-05-29,0.11
300146.SZ,2015-05-29,0.11
300251.SZ,2015-05-29,0.16
600000.SH,2015-05-29,1.63
600008.SH,2015-05-29,0.12
600009.SH,2015-05-29,0.25
600010.SH,2015-05-29,0.53
600011.SH,2015-05-29,0.39
600015.SH,2015-05-29,0.57
600016.SH,2015-05-29,2.31
600018.SH,2015-05-29,0.2
600019.SH,2015-05-29,0.35
600023.SH,2015-05-29,0.27
600027.SH,2015-05-29,0.15
600028.SH,2015-05-29,0.39
600029.SH,2015-05-29,0.3
600030.SH,2015-05-29,2.04
600031.SH,2015-05-29,0.34
600036.SH,2015-05-29,2.54
600038.SH,2015-05-29,0.12
600048.SH,2015-05-29,0.66
600050.SH,2015-05-29,0.62
600060.SH,2015-05-29,0.21
600066.SH,2015-05-29,0.26
600068.SH,2015-05-29,0.25
600085.SH,2015-05-29,0.21
600089.SH,2015-05-29,0.37
600100.SH,2015-05-29,0.44
600104.SH,2015-05-29,0.68
600108.SH,2015-05-29,0.16
600109.SH,2015-05-29,0.45
600111.SH,2015-05-29,0.42
600115.SH,2015-05-29,0.19
600118.SH,2015-05-29,0.37
600150.SH,2015-05-29,0.35
600153.SH,2015-05-29,0.26
600157.SH,2015-05-29,0.19
600166.SH,2015-05-29,0.13
600170.SH,2015-05-29,0.21
600177.SH,2015-05-29,0.3
600188.SH,2015-05-29,0.05
600196.SH,2015-05-29,0.33
600208.SH,2015-05-29,0.18
600221.SH,2015-05-29,0.27
600252.SH,2015-05-29,0.2
600256.SH,2015-05-29,0.3
600271.SH,2015-05-29,0.45
600276.SH,2015-05-29,0.4
600277.SH,2015-05-29,0.1
600309.SH,2015-05-29,0.25
600315.SH,2015-05-29,0.22
600316.SH,2015-05-29,0.17
600332.SH,2015-05-29,0.19
600340.SH,2015-05-29,0.24
600348.SH,2015-05-29,0.11
600352.SH,2015-05-29,0.33
600362.SH,2015-05-29,0.18
600369.SH,2015-05-29,0.23
600372.SH,2015-05-29,0.2
600373.SH,2015-05-29,0.15
600383.SH,2015-05-29,0.51
600398.SH,2015-05-29,0.07
600406.SH,2015-05-29,0.34
600415.SH,2015-05-29,0.33
600485.SH,2015-05-29,0.07
600489.SH,2015-05-29,0.18
600497.SH,2015-05-29,0.13
600516.SH,2015-05-29,0.11
600518.SH,2015-05-29,0.53
600519.SH,2015-05-29,1.03
600535.SH,2015-05-29,0.29
600547.SH,2015-05-29,0.17
600549.SH,2015-05-29,0.12
600570.SH,2015-05-29,0.51
600578.SH,2015-05-29,0.09
600583.SH,2015-05-29,0.2
600585.SH,2015-05-29,0.44
600588.SH,2015-05-29,0.35
600597.SH,2015-05-29,0.1
600600.SH,2015-05-29,0.15
600633.SH,2015-05-29,0.13
600637.SH,2015-05-29,0.7
600642.SH,2015-05-29,0.22
600648.SH,2015-05-29,0.09
600649.SH,2015-05-29,0.09
600660.SH,2015-05-29,0.2
600663.SH,2015-05-29,0.2
600674.SH,2015-05-29,0.24
600688.SH,2015-05-29,0.16
600690.SH,2015-05-29,0.38
600703.SH,2015-05-29,0.31
600705.SH,2015-05-29,0.33
600718.SH,2015-05-29,0.23
600739.SH,2015-05-29,0.34
600741.SH,2015-05-29,0.19
600783.SH,2015-05-29,0.1
600795.SH,2015-05-29,0.54
600804.SH,2015-05-29,0.4
600809.SH,2015-05-29,0.05
600827.SH,2015-05-29,0.14
600837.SH,2015-05-29,1.78
600839.SH,2015-05-29,0.27
600863.SH,2015-05-29,0.15
600867.SH,2015-05-29,0.2
600873.SH,2015-05-29,0.15
600875.SH,2015-05-29,0.23
600886.SH,2015-05-29,0.32
600887.SH,2015-05-29,1.05
600893.SH,2015-05-29,0.35
600900.SH,2015-05-29,0.56
600998.SH,2015-05-29,0.08
600999.SH,2015-05-29,0.6
601006.SH,2015-05-29,0.62
601009.SH,2015-05-29,0.29
601018.SH,2015-05-29,0.37
601088.SH,2015-05-29,0.35
601098.SH,2015-05-29,0.17
601111.SH,2015-05-29,0.16
601117.SH,2015-05-29,0.19
601118.SH,2015-05-29,0.12
601158.SH,2015-05-29,0.06
601166.SH,2015-05-29,1.75
601168.SH,2015-05-29,0.18
601169.SH,2015-05-29,0.69
601179.SH,2015-05-29,0.19
601186.SH,2015-05-29,0.54
601216.SH,2015-05-29,0.14
601225.SH,2015-05-29,0.04
601231.SH,2015-05-29,0.04
601258.SH,2015-05-29,0.14
601288.SH,2015-05-29,0.82
601318.SH,2015-05-29,3.76
601328.SH,2015-05-29,0.91
601333.SH,2015-05-29,0.21
601336.SH,2015-05-29,0.42
601377.SH,2015-05-29,0.5
601390.SH,2015-05-29,1.04
601398.SH,2015-05-29,0.8
601555.SH,2015-05-29,0.31
601600.SH,2015-05-29,0.29
601601.SH,2015-05-29,0.86
601607.SH,2015-05-29,0.22
601618.SH,2015-05-29,0.36
601628.SH,2015-05-29,0.5
601633.SH,2015-05-29,0.16
601668.SH,2015-05-29,1.19
601669.SH,2015-05-29,0.36
601688.SH,2015-05-29,0.7
601699.SH,2015-05-29,0.1
601727.SH,2015-05-29,0.36
601766.SH,2015-05-29,2.3
601800.SH,2015-05-29,0.21
601808.SH,2015-05-29,0.13
601818.SH,2015-05-29,0.88
601857.SH,2015-05-29,0.49
601866.SH,2015-05-29,0.25
601888.SH,2015-05-29,0.17
601898.SH,2015-05-29,0.13
601899.SH,2015-05-29,0.47
601901.SH,2015-05-29,0.48
601928.SH,2015-05-29,0.13
601929.SH,2015-05-29,0.13
601933.SH,2015-05-29,0.25
