,tradedate,tradecode,tradename,windhy,mv,weight,tradestatus,changepctbefore,changepctafter
254,2019-06-17,600663.SH,陆家嘴,房地产,612.3911713919999,0.11,纳入,3.335602450646702,2.5384101536406023
255,2019-06-17,002938.SZ,鹏鼎控股,信息技术,580.1691348160001,0.06,纳入,-0.9080142123963464,12.133386902370425
256,2019-06-17,000596.SZ,古井贡酒,日常消费,522.83752,0.11,纳入,1.465989053948391,7.873437299448094
257,2019-06-17,601162.SH,天风证券,金融,510.748,0.045,纳入,8.470847084708467,12.040211009174296
258,2019-06-17,601298.SH,青岛港,工业,504.35847,0.033,纳入,1.436031331592691,5.806451612903207
259,2019-06-17,002939.SZ,长城证券,金融,429.8216411135,0.046,纳入,1.8382352941176405,11.820159535895591
260,2019-06-17,300413.SZ,芒果超媒,可选消费,397.96673782,0.069,纳入,-0.2624671916010568,4.102564102564088
261,2019-06-17,002739.SZ,万达电影,可选消费,394.07000340480005,0.124,纳入,2.4311183144246407,2.3872679045092715
262,2019-06-17,002945.SZ,华林证券,金融,368.82,0.04,纳入,-0.46376933139534726,35.146743020758755
263,2019-06-17,603019.SH,中科曙光,信息技术,343.64115333020004,0.178,纳入,3.441734417344189,5.681522022413343
264,2019-06-17,000656.SZ,金科股份,房地产,335.3341532448,0.104,纳入,4.743807524290933,-3.4428794992175327
265,2019-06-17,002410.SZ,广联达,信息技术,322.19385455400004,0.179,纳入,2.508960573476693,8.233686368295178
266,2019-06-17,000629.SZ,攀钢钒钛,材料,322.115482575,0.117,纳入,15.740740740740744,0.5730659025787954
267,2019-06-17,601577.SH,长沙银行,金融,321.626052876,0.029,纳入,1.0752688172043001,5.507559395248385
268,2019-06-17,600733.SH,北汽蓝谷,可选消费,300.1053370483,0.028,纳入,-2.828054298642535,1.8539976825028726
269,2019-06-17,600299.SH,安迪苏,医疗保健,279.9904929012,0.025,纳入,2.478183630662878,3.771760154738879
270,2019-06-17,002010.SZ,传化智联,工业,262.254081579,0.079,纳入,3.603603603603611,3.067451669281196
271,2018-12-17,600663.SH,陆家嘴,房地产,455.19194448,0.1103,剔除,-2.449567723342949,-2.9520295202952074
272,2018-12-17,002739.SZ,万达电影,可选消费,405.3079102761,0.1537,剔除,-1.1597938144329856,-0.2994011976047761
273,2018-12-17,000540.SZ,中天金融,房地产,341.1559028673,0.2075,剔除,0.0,0.0
274,2018-12-17,601866.SH,中远海发,工业,278.058375,0.0767,剔除,2.586206896551735,-3.765690376569042
275,2018-12-17,002608.SZ,江苏国信,金融,276.9332423032,0.0412,剔除,-3.8057742782152237,-3.653585926928282
276,2018-12-17,600959.SH,江苏有线,可选消费,218.91242733000004,0.0755,剔除,-1.1135857461024523,-3.424657534246567
277,2018-12-17,600008.SH,首创环保,公用事业,211.49867330040001,0.0814,剔除,2.197802197802212,-4.109589041095885
278,2018-12-17,002470.SZ,ST金正,材料,202.0442355606,0.1008,剔除,2.8475711892797184,-1.3157894736842035
279,2018-12-17,601958.SH,金钼股份,材料,193.91892444,0.0594,剔除,-0.9884678747940634,0.836120401337781
280,2018-12-17,600820.SH,隧道股份,工业,192.7330905622,0.1139,剔除,5.326460481099637,-0.5000000000000004
281,2018-12-17,600376.SH,首开股份,房地产,187.27643656919997,0.0894,剔除,9.172932330827056,1.5714285714285792
282,2018-12-17,002500.SZ,山西证券,金融,175.94670451660005,0.1134,剔除,0.0,0.6514657980456029
283,2018-12-17,601099.SH,太平洋,金融,175.17933070899997,0.1951,剔除,-1.9083969465648942,-1.5444015444015413
284,2018-12-17,000623.SZ,吉林敖东,医疗保健,173.486025524,0.1492,剔除,-0.20066889632106566,-2.6192075218267385
285,2018-12-17,600373.SH,中文传媒,可选消费,171.96691512,0.0683,剔除,-0.6369426751592355,0.3132341425215568
286,2018-12-17,000559.SZ,万向钱潮,可选消费,154.45224536940003,0.0791,剔除,1.0810810810810922,-2.7272727272727337
287,2018-12-17,601718.SH,际华集团,可选消费,153.70702914,0.0636,剔除,-2.777777777777779,-0.29069767441860517
288,2018-12-17,002385.SZ,大北农,日常消费,147.656186502,0.075,剔除,-3.0640668523676973,-3.4383954154727836
289,2018-12-17,000060.SZ,中金岭南,材料,146.71406693970002,0.108,剔除,0.0,-2.4330900243308973
290,2018-12-17,000723.SZ,美锦能源,能源,139.9248215784,0.0458,剔除,-2.564102564102555,-6.285714285714306
291,2018-12-17,002074.SZ,国轩高科,工业,138.8987300818,0.0879,剔除,0.9083402146986108,-6.666666666666677
292,2018-12-17,300027.SZ,华谊兄弟,可选消费,136.952840031,0.0847,剔除,-1.4084507042253391,-2.0161290322580627
293,2018-12-17,600682.SH,南京新百,可选消费,122.93704605180001,0.0555,剔除,-3.1568228105906426,-7.010309278350513
294,2018-12-17,600804.SH,鹏博士,电信服务,107.8639743747,0.1208,剔除,-3.3376123234916566,-4.485488126649084
295,2018-12-17,601138.SH,工业富联,信息技术,2418.5828672616,0.146,纳入,3.0201342281879207,-2.4875621890547372
296,2018-12-17,603259.SH,药明康德,医疗保健,912.9240632067999,0.084,纳入,-1.197529307954115,-3.7263131120437443
297,2018-12-17,601066.SH,中信建投,金融,804.3997270376,0.041,纳入,1.9379844961240122,0.4854368932038611
298,2018-12-17,002120.SZ,韵达股份,工业,496.0166212096,0.044,纳入,1.8642279282448104,4.315789473684206
299,2018-12-17,600027.SH,华电国际,公用事业,455.6695213686,0.165,纳入,-3.1446540880503138,1.4893617021276562
300,2018-12-17,002032.SZ,苏泊尔,可选消费,454.72278065199987,0.092,纳入,0.5812897366030745,-6.055676066522054
301,2018-12-17,600760.SH,中航沈飞,工业,434.8208729925,0.124,纳入,4.020100502512558,-1.4739600393056107
302,2018-12-17,002311.SZ,海大集团,日常消费,363.8495957200001,0.195,纳入,-3.157894736842104,-6.387478849407779
303,2018-12-17,603156.SH,养元饮品,日常消费,329.630952,0.027,纳入,2.867889045604133,-0.997679814385144
304,2018-12-17,002001.SZ,新和成,医疗保健,328.31559944,0.137,纳入,-8.117859290438956,-8.901515151515149
305,2018-12-17,002422.SZ,科伦药业,医疗保健,321.80546925000004,0.19,纳入,1.3605442176870763,-9.504685408299851
306,2018-12-17,000661.SZ,长春高新,医疗保健,300.0610242335,0.254,纳入,-9.622380488804637,-8.541893362350395
307,2018-12-17,002179.SZ,中航光电,信息技术,298.5801931475,0.142,纳入,-0.7884362680683266,-14.07932755450486
308,2018-12-17,300142.SZ,沃森生物,医疗保健,292.881745452,0.25,纳入,0.3159557661927437,-5.343511450381655
309,2018-12-17,600998.SH,九州通,日常消费,283.7149719243,0.088,纳入,2.8590878148400334,-1.603206412825653
310,2018-12-17,000703.SZ,恒逸石化,材料,281.46804293199995,0.161,纳入,-0.08190008190011033,-6.923682140047216
311,2018-12-17,600566.SH,济川药业,医疗保健,280.2156378312,0.116,纳入,2.0474777448070913,-0.4725339633786074
312,2018-12-17,002773.SZ,康弘药业,医疗保健,242.1762416984,0.049,纳入,-1.0468319559228556,-2.7093596059113323
313,2018-12-17,000553.SZ,安道麦A,材料,240.985527827,0.024,纳入,-0.5050505050505083,-5.172413793103436
314,2018-12-17,000408.SZ,藏格矿业,材料,231.27842455200002,0.071,纳入,0.17271157167528806,-5.612244897959173
315,2018-12-17,002271.SZ,东方雨虹,材料,227.87262886399998,0.124,纳入,6.442577030812324,-6.810740013097572
316,2018-12-17,600004.SH,白云机场,工业,221.2103629466,0.111,纳入,3.8872691933916625,-3.4905660377358427
317,2018-12-17,300296.SZ,利亚德,信息技术,203.1758384224,0.125,纳入,1.3959390862944288,-4.303797468354431
318,2018-12-17,603986.SH,兆易创新,信息技术,197.11630794,0.094,纳入,-9.701395227539432,-5.034032898468521
319,2018-06-11,600485.SH,*ST信威(退市),信息技术,426.57407189379995,0.2333,剔除,0.0,0.0
320,2018-06-11,600871.SH,石化油服,能源,385.38210266989995,0.036,剔除,-1.9323671497584627,-0.9756097560975729
321,2018-06-11,002841.SZ,视源股份,信息技术,363.83074,0.0336,剔除,-2.2214448137135023,1.473531016918317
322,2018-06-11,601118.SH,海南橡胶,日常消费,283.2981201614,0.0775,剔除,0.0,0.0
323,2018-06-11,600685.SH,中船防务,工业,217.53863157420002,0.0499,剔除,-5.0586057988895705,-10.591293047433414
324,2018-06-11,002831.SZ,裕同科技,材料,207.965199,0.0198,剔除,1.1675423234092097,2.4837374334713225
325,2018-06-11,601966.SH,玲珑轮胎,可选消费,206.04000000000005,0.0793,剔除,-3.9709172259507652,-4.3288557219147705
326,2018-06-11,601375.SH,中原证券,金融,205.0607471,0.0398,剔除,-1.6697588126159513,-4.339622641509422
327,2018-06-11,600827.SH,百联股份,日常消费,203.395165338,0.0862,剔除,-2.3136246786632397,-9.32642487046632
328,2018-06-11,600895.SH,张江高科,房地产,200.55529672499995,0.0909,剔除,1.4890282131661436,-6.4638783269961975
329,2018-06-11,002465.SZ,海格通信,信息技术,200.5126975401,0.1423,剔除,-10.504634397528346,-6.920415224913501
330,2018-06-11,601872.SH,招商轮船,工业,192.37032946559998,0.0755,剔除,-6.683804627249367,-0.8108108108108136
331,2018-06-11,002174.SZ,游族网络,信息技术,183.46861577449997,0.0821,剔除,0.24271844660190833,1.750000000000007
332,2018-06-11,002424.SZ,贵州百灵,医疗保健,181.90368,0.0518,剔除,-2.569916855631138,-5.407728697631898
333,2018-06-11,600021.SH,上海电力,公用事业,177.3507661664,0.0695,剔除,-6.361323155216281,-0.9370816599732157
334,2018-06-11,600649.SH,城投控股,房地产,172.26410067540002,0.0806,剔除,-2.295552367288378,-2.8901734104046284
335,2018-06-11,000686.SZ,东北证券,金融,163.83170405,0.092,剔除,-2.6425591098748202,-2.1542693976097538
336,2018-06-11,000750.SZ,国海证券,金融,161.0337033304,0.1065,剔除,-2.551020408163285,-2.0779220779220786
337,2018-06-11,000738.SZ,航发控制,工业,157.9840799271,0.0592,剔除,-2.887323943661979,-6.6234701223902075
338,2018-06-11,002292.SZ,奥飞娱乐,可选消费,149.96612751250004,0.0569,剔除,-4.411764705882348,-3.4759358288770192
339,2018-06-11,000008.SZ,神州高铁,工业,139.78915852640003,0.0865,剔除,-10.053861006168962,0.0
340,2018-06-11,002426.SZ,胜利精密,信息技术,135.5957981286,0.0788,剔除,-4.8309178743961345,-10.224438902743138
341,2018-06-11,601608.SH,中信重工,工业,129.7486368607,0.049,剔除,-3.548387096774197,-3.6423841059602613
342,2018-06-11,300315.SZ,掌趣科技,信息技术,126.867671698,0.102,剔除,-8.183632734530944,-4.793028322440085
343,2018-06-11,002839.SZ,张家港行,金融,126.52686655,0.0129,剔除,-1.2693935119887145,-5.285714285714283
344,2018-06-11,601163.SH,三角轮胎,可选消费,123.92,0.0353,剔除,-3.7888198757763947,-5.1889814221652735
345,2018-06-11,600074.SH,退市保千(退市),信息技术,30.717364217400004,0.0137,剔除,5.882352941176472,13.333333333333353
346,2018-06-11,601360.SH,三六零,信息技术,2432.3542380532,0.11,纳入,4.111175448755078,-11.994535519125693
347,2018-06-11,603288.SH,海天味业,日常消费,2051.8366093199998,0.558,纳入,-2.5154004106776373,-3.19731276436922
348,2018-06-11,601238.SH,广汽集团,可选消费,1391.9440781844,0.067,纳入,2.746365105008053,-5.274619785584688
349,2018-06-11,600346.SH,恒力石化,材料,790.7616232625,0.104,纳入,-3.2158317872603592,-0.3785488958990557
350,2018-06-11,601828.SH,美凯龙,可选消费,678.6754056474001,0.045,纳入,-6.663055254604555,-4.5989904655075575
351,2018-06-11,300433.SZ,蓝思科技,信息技术,644.6661274352,0.103,纳入,6.469821971341716,-10.129659643435984
352,2018-06-11,600025.SH,华能水电,公用事业,606.6,0.051,纳入,0.0,-2.9585798816568087
353,2018-06-11,600398.SH,海澜之家,可选消费,603.3773891932,0.214,纳入,-0.50582599750012,-3.6153846153846203
354,2018-06-11,002493.SZ,荣盛石化,材料,593.5787999999999,0.166,纳入,-1.9848771266540721,0.0
355,2018-06-11,600809.SH,山西汾酒,日常消费,549.5538944302,0.153,纳入,-3.0696395846059987,-1.1730205278592476
356,2018-06-11,600867.SH,通化东宝,医疗保健,519.960319698,0.322,纳入,3.770491803278686,-7.893723527146701
357,2018-06-11,001965.SZ,招商公路,工业,519.5875868977,0.042,纳入,0.7185628742514938,-3.8415366146458574
358,2018-06-11,601808.SH,中海油服,能源,495.7684088,0.053,纳入,-0.09615384615383471,-2.421193907005781
359,2018-06-11,603260.SH,合盛硅业,材料,491.11,0.049,纳入,9.370337212772316,-5.578990338821599
360,2018-06-11,600516.SH,方大炭素,材料,477.2503400504001,0.245,纳入,-1.8756895917616756,-1.3873265841769844
361,2018-06-11,601108.SH,财通证券,金融,471.2357,0.042,纳入,3.630623520126286,1.333333333333342
362,2018-06-11,600487.SH,亨通光电,信息技术,458.5163279364,0.275,纳入,2.9618320610687032,-5.113306217315539
363,2018-06-11,300408.SZ,三环集团,信息技术,428.318920212,0.23,纳入,4.414261460101865,-4.338574802027873
364,2018-06-11,600176.SH,中国巨石,材料,414.6731309216,0.201,纳入,-1.4975041597337757,-1.2701100762065987
365,2018-06-11,000786.SZ,北新建材,材料,391.1623841079,0.146,纳入,2.1362878789386475,0.13876040703051373
366,2018-06-11,002050.SZ,三花智控,工业,385.473600603,0.15,纳入,7.319952774498217,1.118568232662187
367,2018-06-11,601838.SH,成都银行,金融,367.72718580120005,0.033,纳入,-5.664413730803974,-4.5586808923375415
368,2018-06-11,002625.SZ,光启技术,工业,283.32830385299997,0.047,纳入,-3.2084642921600626,-5.182481751824808
369,2018-06-11,600438.SH,通威股份,信息技术,276.42490206400004,0.125,纳入,-24.496288441145285,-10.800508259212204
370,2018-06-11,002925.SZ,盈趣科技,信息技术,264.083832,0.047,纳入,-0.34352456200617,-11.856526071072738
371,2018-06-11,600339.SH,中油工程,能源,251.7999509421,0.07,纳入,-1.7429193899782147,-8.874458874458869
372,2018-06-11,002085.SZ,万丰奥威,可选消费,239.9007006766,0.115,纳入,5.990338164251208,-2.8440366972477094
373,2017-12-11,300104.SZ,乐视退(退市),信息技术,611.5811814336,0.3231,剔除,0.0,0.0
374,2017-12-11,600150.SH,中国船舶,工业,339.9816114266,0.1497,剔除,0.0,0.0
375,2017-12-11,002049.SZ,紫光国微,信息技术,305.7148922784,0.1613,剔除,4.306418219461694,7.581753801291402
376,2017-12-11,600256.SH,广汇能源,能源,256.3719519844,0.1241,剔除,2.07900207900209,0.3968253968253732
377,2017-12-11,000977.SZ,浪潮信息,信息技术,250.114921174,0.1312,剔除,2.5912215758857826,5.955603681645916
378,2017-12-11,002195.SZ,二三四五,信息技术,207.61737774879998,0.1094,剔除,1.9386106623586308,-1.7857142857142905
379,2017-12-11,000793.SZ,华闻集团,可选消费,201.930639266,0.1832,剔除,-0.9813542688910659,9.180651530108609
380,2017-12-11,600718.SH,东软集团,信息技术,192.615090775,0.1176,剔除,2.717031146454607,1.9986675549633626
381,2017-12-11,600037.SH,歌华有线,可选消费,190.5343923196,0.0884,剔除,-5.128205128205144,-2.284450994841558
382,2017-12-11,600060.SH,海信视像,可选消费,190.12232155659999,0.1036,剔除,-0.9543285616905317,-1.3966480446927387
383,2017-12-11,300133.SZ,华策影视,可选消费,189.18138122489998,0.0643,剔除,2.101241642788909,0.2814258911819856
384,2017-12-11,601127.SH,小康股份,可选消费,187.47704,0.0321,剔除,2.383316782522349,2.7472527472527375
385,2017-12-11,000156.SZ,华数传媒,可选消费,185.90574168940003,0.0675,剔除,-3.5687732342007283,-3.0279503105590133
386,2017-12-11,002299.SZ,圣农发展,日常消费,184.68259703299998,0.0627,剔除,4.26871938418476,3.767123287671237
387,2017-12-11,002152.SZ,广电运通,信息技术,168.564669315,0.0732,剔除,3.427719821162456,4.3604651162790775
388,2017-12-11,002131.SZ,利欧股份,可选消费,168.2427000072,0.0738,剔除,1.6891891891891886,-2.3333333333333317
389,2017-12-11,600737.SH,中粮糖业,日常消费,167.02271901700001,0.0757,剔除,-2.163461538461542,2.7295285359801413
390,2017-12-11,000555.SZ,神州信息,信息技术,161.18205197289998,0.0426,剔除,0.0,-8.547519426180505
391,2017-12-11,000009.SZ,中国宝安,工业,160.1262003395,0.1435,剔除,0.40431266846361336,-0.4098360655737765
392,2017-12-11,002183.SZ,怡亚通,工业,156.3176377235,0.0993,剔除,-0.9408602150537626,-1.6282225237449266
393,2017-12-11,000718.SZ,苏宁环球,房地产,142.3244464096,0.0659,剔除,-3.0991735537189924,-2.9850746268656803
394,2017-12-11,300168.SZ,万达信息,信息技术,137.5464244428,0.0817,剔除,6.891025641025639,-0.6813020439061401
395,2017-12-11,600446.SH,金证股份,信息技术,133.51801905,0.0686,剔除,6.104844061048431,0.9615384615384581
396,2017-12-11,000917.SZ,电广传媒,可选消费,128.71411549040002,0.0941,剔除,-0.8733624454148603,0.0
397,2017-12-11,600011.SH,华能国际,公用事业,992.585038632,0.221,纳入,1.7133956386292892,0.45941807044409533
398,2017-12-11,601898.SH,中煤能源,能源,774.30594256,0.089,纳入,-0.6802721088435382,-3.7606837606837584
399,2017-12-11,601012.SH,隆基股份,信息技术,715.1276840306999,0.434,纳入,3.167290526921973,4.445098616426257
400,2017-12-11,601991.SH,大唐发电,公用事业,568.3386045806,0.106,纳入,1.425178147268391,-1.6627078384798155
401,2017-12-11,601878.SH,浙商证券,金融,545.0000109000001,0.052,纳入,3.875476493011454,-1.538461538461533
402,2017-12-11,300136.SZ,信维通信,信息技术,530.9272714476,0.34,纳入,-6.862068965517243,-2.9078549848942647
403,2017-12-11,002460.SZ,赣锋锂业,材料,512.2743489612,0.312,纳入,-2.1578727551162413,2.415738463763928
404,2017-12-11,603799.SH,华友钴业,材料,508.3387472664,0.203,纳入,-1.7188037126160127,4.802469135802467
405,2017-12-11,603833.SH,欧派家居,可选消费,485.578617688,0.042,纳入,4.196750902527091,5.894905308082143
406,2017-12-11,300122.SZ,智飞生物,医疗保健,480.16,0.115,纳入,0.03333333333332966,-3.111408497825352
407,2017-12-11,000898.SZ,鞍钢股份,材料,469.5390292703,0.1,纳入,-3.994082840236668,-3.5603715170278494
408,2017-12-11,601212.SH,白银有色,材料,463.00493356879997,0.044,纳入,-4.460431654676267,-1.062215477996975
409,2017-12-11,002624.SZ,完美世界,信息技术,448.31064274700014,0.112,纳入,7.300188797986151,-1.3400833829660175
410,2017-12-11,600390.SH,五矿资本,金融,443.8091252288,0.034,纳入,2.3336214347450257,1.7902813299232712
411,2017-12-11,002294.SZ,信立泰,医疗保健,438.280704,0.161,纳入,10.26315789473684,9.004988185875561
412,2017-12-11,300015.SZ,爱尔眼科,医疗保健,435.9266417535,0.16,纳入,1.165254237288127,-1.640488656195449
413,2017-12-11,300003.SZ,乐普医疗,医疗保健,430.09101512940003,0.22,纳入,8.154121863799269,3.7446808510638308
414,2017-12-11,601228.SH,广州港,工业,391.408976,0.039,纳入,-3.511450381679382,-1.2820512820512886
415,2017-12-11,002468.SZ,申通快递,工业,371.6787659048001,0.064,纳入,0.4966887417218624,-0.04142502071252663
416,2017-12-11,002608.SZ,江苏国信,金融,338.6524281243,0.056,纳入,3.376365441906648,-0.5797101449275477
417,2017-12-11,600219.SH,南山铝业,材料,332.1145939305,0.174,纳入,-2.1798365122615793,-1.404494382022481
418,2017-12-11,002572.SZ,索菲亚,可选消费,327.81634004999995,0.174,纳入,-1.498335183129862,-4.8888888888888875
419,2017-12-11,002601.SZ,龙佰集团,材料,325.94810841559996,0.083,纳入,-2.2154450341838383,1.0691823899371178
420,2017-12-11,000723.SZ,美锦能源,能源,295.62711134399996,0.072,纳入,-2.571041948579156,-0.1392757660166999
421,2017-06-12,000039.SZ,中集集团,工业,493.68077818020004,0.1235,剔除,0.0,1.7139479905437405
422,2017-06-12,300015.SZ,爱尔眼科,医疗保健,331.8214889048,0.1374,剔除,2.3932426091037184,5.476300046019333
423,2017-06-12,002085.SZ,万丰奥威,可选消费,330.43751934579996,0.1712,剔除,-0.46113306982872304,5.559232296492378
424,2017-06-12,000778.SZ,新兴铸管,材料,288.9397247424,0.1363,剔除,6.0029282576866905,0.7062146892655274
425,2017-06-12,600867.SH,通化东宝,医疗保健,286.3205257006,0.2057,剔除,1.6353698959207463,1.956135151155891
426,2017-06-12,603885.SH,吉祥航空,工业,285.21171042099996,0.058,剔除,0.770975056689327,-1.4553181134276394
427,2017-06-12,000027.SZ,深圳能源,公用事业,267.2067336378,0.0794,剔除,1.812688821752273,-1.8895348837209336
428,2017-06-12,600754.SH,锦江酒店,可选消费,257.110140496,0.044,剔除,3.0326109517830435,-2.9226785053644178
429,2017-06-12,300182.SZ,捷成股份,信息技术,247.9084115112,0.1038,剔除,-1.4256619144602967,-0.7106598984771728
430,2017-06-12,601928.SH,凤凰传媒,可选消费,244.81937999999997,0.0749,剔除,0.6276150627614996,1.2396694214876103
431,2017-06-12,002129.SZ,中环股份,信息技术,218.6783557382,0.1123,剔除,0.0,0.0
432,2017-06-12,600875.SH,东方电气,工业,218.2664943712,0.1125,剔除,-0.32017075773744796,-0.6315789473684164
433,2017-06-12,600666.SH,ST瑞德,工业,213.55476576,0.1316,剔除,0.0,0.0
434,2017-06-12,601258.SH,庞大集团,可选消费,197.5818766992,0.1392,剔除,-1.661129568106312,-1.655629139072845
435,2017-06-12,600648.SH,外高桥,工业,197.4372126636,0.0663,剔除,0.0,0.0
436,2017-06-12,600582.SH,天地科技,工业,183.3394879156,0.0706,剔除,5.72792362768495,5.152224824356
437,2017-06-12,300146.SZ,汤臣倍健,日常消费,173.939078404,0.087,剔除,0.6808510638297793,-2.864363942712711
438,2017-06-12,600654.SH,ST中安,信息技术,172.9512297216,0.1244,剔除,-5.003523608174765,0.0
439,2017-06-12,600873.SH,梅花生物,日常消费,171.5741084856,0.1071,剔除,-0.5405405405405461,1.0849909584086603
440,2017-06-12,300058.SZ,蓝色光标,可选消费,170.30534058900002,0.1023,剔除,-0.12562814070350425,-1.856435643564347
441,2017-06-12,300002.SZ,神州泰岳,信息技术,162.96674387040002,0.1173,剔除,-0.9535160905840279,-0.47732696897376803
442,2017-06-12,002568.SZ,百润股份,日常消费,158.75255,0.0301,剔除,1.4880952380952328,-0.5269320843091396
443,2017-06-12,600839.SH,四川长虹,可选消费,158.3371768146,0.1259,剔除,0.5865102639296182,2.0172910662824117
444,2017-06-12,000800.SZ,一汽解放,可选消费,157.542,0.08,剔除,0.7284079084287187,1.9447287615148579
445,2017-06-12,000061.SZ,农产品,日常消费,152.38737896380002,0.0605,剔除,2.277904328018243,0.11013215859030367
446,2017-06-12,000712.SZ,锦龙股份,金融,143.2704,0.0682,剔除,4.783748361730011,8.659397049390627
447,2017-06-12,603000.SH,人民网,信息技术,142.634146224,0.0726,剔除,-0.7692307692307665,0.5275056518462717
448,2017-06-12,600252.SH,中恒集团,医疗保健,139.69930730939998,0.1136,剔除,-0.24813895781639062,0.990099009900991
449,2017-06-12,600783.SH,鲁信创投,工业,120.95838527499998,0.0484,剔除,-1.7533252720677073,1.5466983938132062
450,2017-06-12,300085.SZ,银之杰,信息技术,115.3247214534,0.0468,剔除,-2.033701336432303,0.8581235697940448
451,2017-06-12,002352.SZ,顺丰控股,工业,2163.3800039423,0.107,纳入,-5.206232813932166,-4.88218661639962
452,2017-06-12,601229.SH,上海银行,金融,1475.293365,0.162,纳入,1.0279605263157965,-3.3905065815716062
453,2017-06-12,601881.SH,中国银河,金融,1204.3063403316,0.073,纳入,-0.4191114836546439,-0.16736401673639323
454,2017-06-12,600919.SH,江苏银行,金融,1075.94274,0.113,纳入,-0.3208885624344182,-2.6652452025586415
455,2017-06-12,002558.SZ,巨人网络,信息技术,927.5034056945999,0.108,纳入,8.164469801298434,-4.165214360404335
456,2017-06-12,601992.SH,金隅集团,材料,732.4950997924001,0.207,纳入,0.5865102639296182,-0.8733624454148492
457,2017-06-12,600926.SH,杭州银行,金融,562.856275968,0.057,纳入,-1.2218374263706422,-3.4861200774693457
458,2017-06-12,002555.SZ,三七互娱,信息技术,549.7603855956,0.102,纳入,7.9410560785919015,-0.9996155324875189
459,2017-06-12,600233.SH,圆通速递,工业,538.5727346489,0.064,纳入,-0.5729166666666674,1.750772399588052
460,2017-06-12,603858.SH,步长制药,医疗保健,494.305,0.052,纳入,-0.28881859441616253,-0.17574692442882123
461,2017-06-12,002411.SZ,延安必康,医疗保健,429.03949452,0.128,纳入,6.141015921152393,1.3028169014084545
462,2017-06-12,002508.SZ,老板电器,可选消费,424.597285905,0.198,纳入,5.023474178403764,-4.6460176991150455
463,2017-06-12,600682.SH,南京新百,可选消费,405.39230044830003,0.156,纳入,-0.29794149512459844,1.001895477931214
464,2017-06-12,603160.SH,汇顶科技,信息技术,404.327,0.047,纳入,-1.4426727410781992,1.5391147436577768
465,2017-06-12,002044.SZ,美年健康,医疗保健,389.8587156660001,0.198,纳入,7.333333333333347,2.9467084639498653
466,2017-06-12,601375.SH,中原证券,金融,382.95650671999994,0.078,纳入,-2.5936599605522637,-1.1846001957138697e-06
467,2017-06-12,002602.SZ,世纪华通,信息技术,371.910027684,0.107,纳入,8.057296329453912,3.002832861189808
468,2017-06-12,601997.SH,贵阳银行,金融,362.02822425,0.105,纳入,0.12714558169102386,-2.38916444866919
469,2017-06-12,600977.SH,中国电影,可选消费,357.9039,0.101,纳入,1.267828843106189,-3.0823648307225837
470,2017-06-12,000959.SZ,首钢股份,材料,353.33122528,0.107,纳入,-0.7429420505200679,-4.0875912408758985
471,2017-06-12,600909.SH,华安证券,金融,349.0644,0.105,纳入,0.6263048016701411,0.0
472,2017-06-12,600522.SH,中天科技,信息技术,348.9190528898,0.248,纳入,0.0,-1.6407599309153587
473,2017-06-12,600436.SH,片仔癀,医疗保健,340.27090644,0.177,纳入,4.211984039147332,-2.2913011997919286
474,2017-06-12,601117.SH,中国化学,材料,329.5244,0.132,纳入,3.8880248833592423,0.2962962962962834
475,2017-06-12,002841.SZ,视源股份,信息技术,300.76890000000003,0.032,纳入,2.151569138001941,2.033852033852024
476,2017-06-12,002839.SZ,张家港行,金融,286.673729069,0.03,纳入,6.873315363881405,3.472222222222232
477,2017-06-12,002831.SZ,裕同科技,材料,281.927048,0.032,纳入,1.0755772264448682,-0.12626262626262985
478,2017-06-12,000961.SZ,中南建设,房地产,248.9268282787,0.07,纳入,1.5128593040847127,-0.44910179640716974
479,2017-06-12,601966.SH,玲珑轮胎,可选消费,237.6,0.052,纳入,-1.5904572564612307,0.04955401387514158
480,2017-06-12,601163.SH,三角轮胎,可选消费,207.2,0.061,纳入,-1.5209125475285301,-0.11316484345530453
481,2017-02-14,600005.SH,武钢股份(退市),,374.4792314333,0.1998,剔除,0.0,
482,2017-02-14,600549.SH,厦门钨业,材料,247.0315016,0.11,纳入,4.9632352941176405,4.19455600178491
483,2016-12-12,600011.SH,华能国际,公用事业,1108.107952776,0.3342,剔除,-6.177606177606155,-3.3967391304347783
484,2016-12-12,601898.SH,中煤能源,能源,784.91287328,0.1187,剔除,-4.051863857374382,-3.7828947368421018
485,2016-12-12,601808.SH,中海油服,能源,617.921164,0.0848,剔除,-2.9962546816479363,0.15278838808250317
486,2016-12-12,601991.SH,大唐发电,公用事业,513.7674505108,0.1269,剔除,-3.740648379052358,-2.020202020202011
487,2016-12-12,600027.SH,华电国际,公用事业,501.0392139724,0.1343,剔除,-2.3076923076922995,-1.3618677042801508
488,2016-12-12,000046.SZ,泛海控股,金融,493.11944225440004,0.1725,剔除,-8.397683397683409,-4.742684157416754
489,2016-12-12,600398.SH,海澜之家,可选消费,482.07292524520005,0.1545,剔除,-1.559633027522933,-0.5499541704857891
490,2016-12-12,601992.SH,金隅集团,材料,457.00860453520005,0.1191,剔除,-2.7272727272727337,0.4566210045662267
491,2016-12-12,000898.SZ,鞍钢股份,材料,416.7249319872,0.107,剔除,3.7837837837837895,-8.075601374570452
